register,condition,feature_group,feature,n_pairs,median_t015,median_t100,direction,cohens_dz,rank_biserial,p_value,p_fdr_bh,significant_fdr_0.05
informal,detector_aware,pragmatic_markers,hedge_formal_rate,1149,0.0,0.0,=,0.005917482260662735,-0.023391812865497075,0.9305750404571272,0.944061635246361,False
informal,detector_aware,pragmatic_markers,hedge_informal_count,1149,3.0,3.0,=,0.101127774774488,0.140448463905143,0.00013249652351689725,0.0007728963871819006,True
informal,detector_aware,pragmatic_markers,hedge_informal_rate,1149,2.542372881355932,2.6315789473684212,t1.0>t0.15,0.03618494485966251,0.04702652098435156,0.16864204116928705,0.28792543614268523,False
informal,detector_aware,pragmatic_markers,hedge_neutral_count,1149,7.0,7.0,=,0.005586987500929408,0.04228121927236971,0.2413544823530247,0.37544030588248284,False
informal,detector_aware,pragmatic_markers,hedge_neutral_rate,1149,5.9405940594059405,5.660377358490566,t1.0<t0.15,-0.0885322189002315,-0.10815214492024662,0.0015242356639940636,0.005615605077872866,True
informal,detector_aware,pragmatic_markers,hedge_rate,1149,8.666666666666666,8.391608391608392,t1.0<t0.15,-0.050479876293011344,-0.05019305019305019,0.14089027700219683,0.2528799843629174,False
informal,detector_aware,pragmatic_markers,n_alpha_tokens,1149,111.0,120.0,t1.0>t0.15,0.024117606290005953,0.21699403386896,2.161516416158002e-10,2.5217691521843356e-09,True
informal,detector_aware,pragmatic_markers,negation_count,1149,3.0,3.0,=,0.005796155459013564,0.061210930729678203,0.10527417625656042,0.2302824487940965,False
informal,detector_aware,pragmatic_markers,negation_rate,1149,2.586206896551724,2.4390243902439024,t1.0<t0.15,-0.04388691731787352,-0.04348600327658665,0.20927830771452938,0.3329427622731149,False
informal,detector_aware,pragmatic_markers,negation_sentence_rate,1149,0.3,0.3,=,-0.06024467909292052,-0.05392702403836767,0.12810411328754479,0.23598126131916144,False
informal,detector_aware,ner,ner_EVN_rate,1149,0.0,0.0,=,0.024455145382235068,0.42857142857142855,0.3104944343172349,0.42181701708358244,False
informal,detector_aware,ner,ner_LOC_rate,1149,0.0,0.0,=,0.04791133907695059,0.11535196552174481,0.11604271189586991,0.2302824487940965,False
informal,detector_aware,ner,ner_MSR_rate,1149,0.0,0.0,=,-0.007228580018351806,-0.1,0.7332713908212207,0.7782053731906735,False
informal,detector_aware,ner,ner_OBJ_rate,1149,0.0,0.0,=,-0.015021034965593968,-0.12121212121212122,0.7221076526150257,0.7782053731906735,False
informal,detector_aware,ner,ner_ORG_rate,1149,0.0,0.0,=,-0.058914729549962415,-0.16356300434512724,0.05772406767130452,0.13468949123304388,False
informal,detector_aware,ner,ner_PRS_rate,1149,0.0,0.0,=,0.02318205198562214,0.06521347504954063,0.4454904216034866,0.5568630270043583,False
informal,detector_aware,ner,ner_TME_rate,1149,0.0,0.0,=,-0.0322508940989128,-0.15977443609022557,0.2982865786455171,0.42181701708358244,False
informal,detector_aware,ner,ner_WRK_rate,1149,0.0,0.0,=,0.058195866857659435,0.7818181818181819,0.02841686417486375,0.0795672196896185,False
informal,detector_aware,ner,ner_total_rate,1149,0.0,0.0,=,0.008845092794542885,0.010728402032749858,0.8381207085383715,0.8627713176130295,False
informal,detector_aware,textstat,char_count,1149,583.0,634.0,t1.0>t0.15,0.041510872373877884,0.2419764937467534,1.2590202330242056e-12,4.40657081558472e-11,True
informal,detector_aware,textstat,rough_syllable_count_sv,1149,167.0,181.0,t1.0>t0.15,0.041533142125008034,0.23465377547288885,7.03320551855508e-12,1.6410812876628517e-10,True
informal,detector_aware,textstat,textstat_flesch_kincaid_grade,1149,6.071836734693878,6.207739130434781,t1.0>t0.15,0.035291162483674664,0.036930412078556026,0.2782099225113699,0.408342566284381,False
informal,detector_aware,textstat,textstat_flesch_reading_ease,1149,79.59057142857145,78.94198502994013,t1.0<t0.15,-0.04089427238072653,-0.0460120331479169,0.17669428335587156,0.2944904722597859,False
informal,detector_aware,textstat,textstat_gunning_fog,1149,8.41289617486339,8.41818181818182,t1.0>t0.15,0.016633641309064633,0.01646637130302672,0.6289007532351367,0.6987786147057075,False
informal,detector_aware,textstat,textstat_smog_index,1149,8.167268648758528,8.238735603445708,t1.0>t0.15,0.013316741500066114,0.018449532875318492,0.5977562987109059,0.6859498509797279,False
informal,detector_aware,textstat,word_count,1149,112.0,122.0,t1.0>t0.15,0.025792003700497546,0.22168876977342392,9.10694886390528e-11,1.274972840946739e-09,True
informal,detector_aware,pos_proportions,pos_ADJ,1149,0.06435643564356436,0.06547619047619048,t1.0>t0.15,0.03604240221874641,0.03679267415900405,0.2800063311664327,0.408342566284381,False
informal,detector_aware,pos_proportions,pos_ADP,1149,0.05649717514124294,0.05714285714285714,t1.0>t0.15,0.037629118261465026,0.033927396342221534,0.319375741506141,0.42181701708358244,False
informal,detector_aware,pos_proportions,pos_ADV,1149,0.14285714285714285,0.14432989690721648,t1.0>t0.15,0.025918633552946328,0.02374584171056183,0.4858521251393174,0.5805535333735233,False
informal,detector_aware,pos_proportions,pos_AUX,1149,0.07065217391304347,0.06818181818181818,t1.0<t0.15,-0.10521415063508756,-0.12180040198955923,0.0003547676984356946,0.0017738384921784731,True
informal,detector_aware,pos_proportions,pos_CCONJ,1149,0.05303030303030303,0.05194805194805195,t1.0<t0.15,-0.05725621400740174,-0.06624118239838764,0.05229025024365174,0.13072655676185538,False
informal,detector_aware,pos_proportions,pos_DET,1149,0.03076923076923077,0.03184713375796178,t1.0>t0.15,0.08048838739782055,0.09031104503545448,0.008174405230701244,0.026009471188594868,True
informal,detector_aware,pos_proportions,pos_INTJ,1149,0.0,0.005025125628140704,t1.0>t0.15,0.09006675754012955,0.13138694659119451,0.0010635207242963777,0.0041359139278192465,True
informal,detector_aware,pos_proportions,pos_NOUN,1149,0.10465116279069768,0.10833333333333334,t1.0>t0.15,0.10205483081236033,0.11443881782198069,0.0007872933917099201,0.0032417963188055535,True
informal,detector_aware,pos_proportions,pos_NUM,1149,0.0,0.0,=,0.02855793881501062,0.05694400506168934,0.3034150040063125,0.42181701708358244,False
informal,detector_aware,pos_proportions,pos_PART,1149,0.0319634703196347,0.03067484662576687,t1.0<t0.15,-0.04569454335214127,-0.05326813967433922,0.11925168485531652,0.2302824487940965,False
informal,detector_aware,pos_proportions,pos_PRON,1149,0.13548387096774195,0.13131313131313133,t1.0<t0.15,-0.14897511093439286,-0.16591447754483032,1.1556650642367179e-06,8.089655449657025e-06,True
informal,detector_aware,pos_proportions,pos_PROPN,1149,0.0,0.005681818181818182,t1.0>t0.15,0.07349841118890225,0.15307425849751027,0.0002978772196230194,0.0016039542595085662,True
informal,detector_aware,pos_proportions,pos_PUNCT,1149,0.12396694214876033,0.125,t1.0>t0.15,-0.03585350227789125,-0.031292279358250095,0.35966642671033167,0.46623425684672626,False
informal,detector_aware,pos_proportions,pos_SCONJ,1149,0.03571428571428571,0.0375,t1.0>t0.15,0.01296283547425822,0.02361898282854748,0.48932369241482676,0.5805535333735233,False
informal,detector_aware,pos_proportions,pos_SYM,1149,0.0,0.0,=,-0.05983839600165349,-0.23152920962199314,0.04887391360078104,0.13072655676185538,False
informal,detector_aware,pos_proportions,pos_VERB,1149,0.11029411764705882,0.11016949152542373,t1.0<t0.15,-0.032779236742221496,-0.018794674184131305,0.5813812730594018,0.6782781519026354,False
informal,detector_aware,pos_proportions,pos_X,1149,0.0,0.0,=,0.0,0.0,1.0,1.0,False
informal,detector_evasive,stylometric_surface,bigram_repetition_rate,1149,0.06493506493506493,0.05333333333333334,t1.0<t0.15,-0.2109863363524661,-0.2473353898521434,1.0644453400766122e-12,1.8627793451340713e-11,True
informal,detector_evasive,stylometric_surface,function_word_rate,1149,0.5877862595419847,0.578125,t1.0<t0.15,-0.18357093269742,-0.19382378494015043,1.3187657268270694e-08,1.538560014631581e-07,True
informal,detector_evasive,stylometric_surface,mattr,1149,0.6538461538461539,0.6690476190476191,t1.0>t0.15,0.20823530472501844,0.23450772384675767,6.2594408479904656e-12,8.763217187186652e-11,True
informal,detector_evasive,stylometric_surface,mtld,1149,58.33333333333334,63.483068436288164,t1.0>t0.15,0.25440227614919303,0.3137711162888189,3.419336652920763e-20,2.393535657044534e-18,True
informal,detector_evasive,stylometric_surface,punct_colon,1149,0.0,0.0,=,-0.012129008654766392,-0.004345936549326379,0.9674572210564109,1.0,False
informal,detector_evasive,stylometric_surface,punct_comma,1149,1.935483870967742,1.9801980198019802,t1.0>t0.15,-0.018426159460301225,-0.011018984187395225,0.7570985792698945,0.875240386149567,False
informal,detector_evasive,stylometric_surface,punct_dash,1149,0.0,0.0,=,0.0251375262276122,0.06384583158776708,0.4919106941828736,0.7326329487830032,False
informal,detector_evasive,stylometric_surface,punct_ellipsis,1149,0.5524861878453039,0.8928571428571429,t1.0>t0.15,0.22385792868249335,0.29793396922109794,7.178179429141597e-15,1.6749085334663726e-13,True
informal,detector_evasive,stylometric_surface,punct_exclaim,1149,0.0,0.0,=,-0.0139862755039054,-0.013259893920848633,0.8804614411147215,0.9481892442773924,False
informal,detector_evasive,stylometric_surface,punct_period,1149,9.75609756097561,10.204081632653061,t1.0>t0.15,0.13393618803998059,0.15016297628414071,1.0566567109337328e-05,9.245746220670162e-05,True
informal,detector_evasive,stylometric_surface,punct_question,1149,0.7299270072992701,0.9090909090909091,t1.0>t0.15,0.08236330544796393,0.12333150438946529,0.0013923764954988556,0.006091647167807493,True
informal,detector_evasive,stylometric_surface,punct_semicolon,1149,0.0,0.0,=,0.029501220638256387,1.0,0.31731050786291415,0.5562750952464858,False
informal,detector_evasive,stylometric_surface,trigram_repetition_rate,1149,0.017391304347826087,0.009259259259259259,t1.0<t0.15,-0.1916047881428239,-0.31348293302859953,7.057333326065324e-16,2.4700666641228636e-14,True
informal,detector_evasive,stylometric_surface,ttr,1149,0.6351351351351351,0.6513761467889908,t1.0>t0.15,0.17065221481797646,0.17891578455672358,1.550503851505723e-07,1.550503851505723e-06,True
informal,detector_evasive,syntactic_complexity,dep_distance_mean,1149,2.752,2.781021897810219,t1.0>t0.15,0.055502322506562826,0.06790786110024472,0.046257003285978884,0.147181374091751,False
informal,detector_evasive,syntactic_complexity,n_sentences,1149,11.0,11.0,=,-0.051830192801964776,-0.010833105760266684,0.7627094793589084,0.875240386149567,False
informal,detector_evasive,syntactic_complexity,subordinate_clause_rate,1149,0.5555555555555556,0.5882352941176471,t1.0>t0.15,0.04672621336658604,0.05794977900508007,0.09385150528913629,0.2627842148095816,False
informal,detector_evasive,syntactic_complexity,tree_depth_max,1149,4.0,4.0,=,0.04294227909459754,0.04010539643431544,0.31441730178620253,0.5562750952464858,False
informal,detector_evasive,syntactic_complexity,tree_depth_mean,1149,2.625,2.6666666666666665,t1.0>t0.15,0.03521520730049108,0.04143388166546775,0.22907425071430887,0.49309842783974933,False
informal,detector_evasive,pragmatic_markers,booster_count,1149,0.0,0.0,=,0.024842452037492028,0.19115917369905563,0.00028442905165885287,0.001659169468009975,True
informal,detector_evasive,pragmatic_markers,booster_rate,1149,0.0,0.0,=,0.09717466871056696,0.16901530967292971,0.0013497608511526687,0.006091647167807493,True
informal,detector_evasive,pragmatic_markers,discourse_particle_count,1149,2.0,2.0,=,-0.04528193209653838,-0.019461539729757102,0.6062425826088681,0.8006977506154861,False
informal,detector_evasive,pragmatic_markers,discourse_particle_rate,1149,2.272727272727273,2.2222222222222223,t1.0<t0.15,-0.022050246241160216,-0.02076716518770117,0.5580880552782849,0.7813232773895988,False
informal,detector_evasive,pragmatic_markers,epistemic_count,1149,0.0,0.0,=,0.06082091348102325,0.10643824260845537,0.07171865510208124,0.2091794107144036,False
informal,detector_evasive,pragmatic_markers,epistemic_rate,1149,0.0,0.0,=,0.027627859142016535,0.06515037593984963,0.25943151426234434,0.5188630285246887,False
informal,detector_evasive,pragmatic_markers,hedge_count,1149,6.0,6.0,=,-0.04825093747672595,0.02574935183630836,0.47183921445446275,0.718016195908965,False
informal,detector_evasive,pragmatic_markers,hedge_formal_count,1149,0.0,0.0,=,-0.03224981620063677,-0.17142857142857143,0.34871632059244895,0.5811938676540815,False
informal,detector_evasive,pragmatic_markers,hedge_formal_rate,1149,0.0,0.0,=,-0.026117399861293827,-0.18253968253968253,0.34627041549033455,0.5811938676540815,False
informal,detector_evasive,pragmatic_markers,hedge_informal_count,1149,1.0,1.0,=,-0.040465502259701774,0.04591044525578077,0.23853712113436054,0.49309842783974933,False
informal,detector_evasive,pragmatic_markers,hedge_informal_rate,1149,1.4705882352941178,1.5151515151515151,t1.0>t0.15,0.015784722633457662,0.014793634775133388,0.680288224137543,0.8300977072533327,False
informal,detector_evasive,pragmatic_markers,hedge_neutral_count,1149,4.0,4.0,=,-0.04717966698937412,0.014568004090649745,0.6877952431527614,0.8300977072533327,False
informal,detector_evasive,pragmatic_markers,hedge_neutral_rate,1149,4.526748971193416,4.545454545454546,t1.0>t0.15,-0.0004445337571510053,0.007422677840187875,0.8287330242121294,0.9356663176588558,False
informal,detector_evasive,pragmatic_markers,hedge_rate,1149,6.25,6.343283582089552,t1.0>t0.15,0.0062166578931854705,0.02235650475882959,0.5132045528761853,0.7461307598058388,False
informal,detector_evasive,pragmatic_markers,n_alpha_tokens,1149,101.0,101.0,=,-0.053958294748093896,0.014030312039342475,0.6820729802702807,0.8300977072533327,False
informal,detector_evasive,pragmatic_markers,negation_count,1149,4.0,3.0,t1.0<t0.15,-0.04278211215455933,-0.08391256054689737,0.02504442281839079,0.08348140939463596,False
informal,detector_evasive,pragmatic_markers,negation_rate,1149,3.7383177570093458,3.5714285714285716,t1.0<t0.15,-0.07461992869341764,-0.09056530287896777,0.008419353570387655,0.031018671048796624,True
informal,detector_evasive,pragmatic_markers,negation_sentence_rate,1149,0.3333333333333333,0.3125,t1.0<t0.15,-0.016607963749507584,-0.0254841997961264,0.4663199584111958,0.718016195908965,False
informal,detector_evasive,ner,ner_EVN_rate,1149,0.0,0.0,=,-0.0006745127925372011,0.0,1.0,1.0,False
informal,detector_evasive,ner,ner_LOC_rate,1149,0.0,0.0,=,-0.05769810785220537,-0.05443418732496629,0.4061551892300679,0.6461559828660172,False
informal,detector_evasive,ner,ner_MSR_rate,1149,0.0,0.0,=,0.039327486371494205,0.6,0.22491588401596185,0.49309842783974933,False
informal,detector_evasive,ner,ner_OBJ_rate,1149,0.0,0.0,=,0.010631440802840036,0.03896103896103896,0.8757103086427647,0.9481892442773924,False
informal,detector_evasive,ner,ner_ORG_rate,1149,0.0,0.0,=,-0.022325590147723333,-0.07873082287308229,0.2913402477114061,0.5511842524269845,False
informal,detector_evasive,ner,ner_PRS_rate,1149,0.0,0.0,=,0.004354198265568069,0.0027452974072191155,0.9682377293865563,1.0,False
informal,detector_evasive,ner,ner_TME_rate,1149,0.0,0.0,=,0.05222974243252646,0.2562162162162162,0.0554669279139542,0.1688123893033389,False
informal,detector_evasive,ner,ner_WRK_rate,1149,0.0,0.0,=,0.014856154899105875,0.15384615384615385,0.6378701798979456,0.8118347744155672,False
informal,detector_evasive,ner,ner_total_rate,1149,0.0,0.0,=,-0.034722685207596964,-0.015574602398626926,0.7383166134181542,0.875240386149567,False
informal,detector_evasive,textstat,char_count,1149,535.0,548.0,t1.0>t0.15,-0.052122178029524666,0.04527797236196905,0.18388930948442617,0.4597232737110654,False
informal,detector_evasive,textstat,rough_syllable_count_sv,1149,152.0,154.0,t1.0>t0.15,-0.052474682753820834,0.03637697598352138,0.2871504260219877,0.5511842524269845,False
informal,detector_evasive,textstat,textstat_flesch_kincaid_grade,1149,3.8653333333333357,3.9472413793103485,t1.0>t0.15,0.08196820147404568,0.08167555908729708,0.016477904513115014,0.05767266579590254,False
informal,detector_evasive,textstat,textstat_flesch_reading_ease,1149,84.67500000000001,83.99381848367462,t1.0<t0.15,-0.0993518053198119,-0.10266015817156696,0.002575698258016274,0.0106058163565376,True
informal,detector_evasive,textstat,textstat_gunning_fog,1149,5.7857142857142865,5.892307692307693,t1.0>t0.15,0.035174047551652245,0.04228339747030443,0.21461188767410688,0.49309842783974933,False
informal,detector_evasive,textstat,textstat_smog_index,1149,6.937597516519254,7.03164865440522,t1.0>t0.15,0.03309558684727511,0.040793572770212866,0.2395049506650211,0.49309842783974933,False
informal,detector_evasive,textstat,word_count,1149,101.0,102.0,t1.0>t0.15,-0.0537073241321009,0.016723007699168256,0.625218588638476,0.8104685408276541,False
informal,detector_evasive,pos_proportions,pos_ADJ,1149,0.06532663316582915,0.06428571428571428,t1.0<t0.15,-0.04016144980788749,-0.03412226711590999,0.31787148299799184,0.5562750952464858,False
informal,detector_evasive,pos_proportions,pos_ADP,1149,0.05454545454545454,0.057971014492753624,t1.0>t0.15,0.10046015619514248,0.13769131401288132,5.399895575245062e-05,0.00041999187807461593,True
informal,detector_evasive,pos_proportions,pos_ADV,1149,0.12037037037037036,0.12121212121212122,t1.0>t0.15,0.009935715562778481,0.021809659496520237,0.5222915318640872,0.7461307598058388,False
informal,detector_evasive,pos_proportions,pos_AUX,1149,0.07352941176470588,0.07096774193548387,t1.0<t0.15,-0.10829113144107026,-0.12614334014806083,0.00021509661965877857,0.0013687966705558637,True
informal,detector_evasive,pos_proportions,pos_CCONJ,1149,0.04861111111111111,0.04878048780487805,t1.0>t0.15,-0.010184228690768328,-0.006744913204873465,0.8436862329225755,0.9374291476917506,False
informal,detector_evasive,pos_proportions,pos_DET,1149,0.02631578947368421,0.027522935779816515,t1.0>t0.15,-0.017658351060720754,-0.01825188926370541,0.5954232802127062,0.8006977506154861,False
informal,detector_evasive,pos_proportions,pos_INTJ,1149,0.0,0.0,=,0.10554904512590584,0.17149948413070612,0.0006545230815249049,0.003272615407624525,True
informal,detector_evasive,pos_proportions,pos_NOUN,1149,0.11304347826086956,0.11607142857142858,t1.0>t0.15,0.10247152955964996,0.12123733967397517,0.0003800440405994185,0.0020463909878430226,True
informal,detector_evasive,pos_proportions,pos_NUM,1149,0.0,0.0,=,0.015925085803037795,0.03159403795224233,0.5715817482324488,0.7845239681621846,False
informal,detector_evasive,pos_proportions,pos_PART,1149,0.03896103896103896,0.03614457831325301,t1.0<t0.15,-0.08417527448893664,-0.09276631975523876,0.006859589935563851,0.02667618308274831,True
informal,detector_evasive,pos_proportions,pos_PRON,1149,0.12962962962962962,0.12698412698412698,t1.0<t0.15,-0.09832649965275596,-0.13108024423680562,0.00012116961949627225,0.0008481873364739057,True
informal,detector_evasive,pos_proportions,pos_PROPN,1149,0.00909090909090909,0.009345794392523364,t1.0>t0.15,-0.02980894039729016,-0.0002689006101975385,0.9944896782606711,1.0,False
informal,detector_evasive,pos_proportions,pos_PUNCT,1149,0.12244897959183673,0.125,t1.0>t0.15,0.05190641790799776,0.04043783692491681,0.23570766259323783,0.49309842783974933,False
informal,detector_evasive,pos_proportions,pos_SCONJ,1149,0.030534351145038167,0.030534351145038167,=,-0.0706034369863704,-0.05510310144091671,0.10970223465519816,0.2953521702255335,False
informal,detector_evasive,pos_proportions,pos_SYM,1149,0.0,0.0,=,0.05639326224906023,0.21585081585081586,0.1303116710372168,0.33784507305945094,False
informal,detector_evasive,pos_proportions,pos_VERB,1149,0.11235955056179775,0.11188811188811189,t1.0<t0.15,0.020500033587757857,0.031280021696062074,0.3598546547394006,0.5858099030641405,False
informal,detector_evasive,pos_proportions,pos_X,1149,0.0,0.0,=,0.0,0.0,1.0,1.0,False
formal,baseline,stylometric_surface,bigram_repetition_rate,170,0.0493565794935658,0.048244447399920204,t1.0<t0.15,-0.11684356603315606,-0.11840385276917785,0.18059454856053514,0.850358759407237,False
formal,baseline,stylometric_surface,function_word_rate,170,0.36572252819302387,0.35916439941207745,t1.0<t0.15,-0.08941041423530892,-0.08675610595115239,0.3265681633797173,0.850358759407237,False
formal,baseline,stylometric_surface,mattr,170,0.7506565656565657,0.7458585164835163,t1.0<t0.15,0.058506013727323856,0.04588923288613691,0.6038154100163273,0.9211978654485694,False
formal,baseline,stylometric_surface,mtld,170,111.48571241560555,113.30017326461984,t1.0>t0.15,0.10378701288712809,0.10767113863089095,0.2233913402218919,0.850358759407237,False
formal,baseline,stylometric_surface,punct_colon,170,0.5361968834454602,0.5494505494505495,t1.0>t0.15,0.01335642703939842,0.028842643300474625,0.7479538332648967,0.9773525698388214,False
formal,baseline,stylometric_surface,punct_comma,170,5.88235294117647,5.533683289588801,t1.0<t0.15,-0.13990763004120185,-0.17743378052975575,0.04480879004892457,0.850358759407237,False
formal,baseline,stylometric_surface,punct_dash,170,0.0,0.0,=,0.10369020907920444,0.21040974529346623,0.23488870484674207,0.850358759407237,False
formal,baseline,stylometric_surface,punct_period,170,4.326923076923077,4.301075268817204,t1.0<t0.15,-0.041465371346072144,-0.04296985066215835,0.629059841243806,0.9211978654485694,False
formal,baseline,stylometric_surface,punct_semicolon,170,0.0,0.0,=,0.07669649888473706,1.0,0.31731050786291415,0.850358759407237,False
formal,baseline,stylometric_surface,trigram_repetition_rate,170,0.008000512032770097,0.007802064359441409,t1.0<t0.15,-0.09411210515812414,-0.07241379310344828,0.4509406051536494,0.8608866098387852,False
formal,baseline,stylometric_surface,ttr,170,0.6516072618254497,0.6644949066213922,t1.0>t0.15,0.14204191142998995,0.14138531152105813,0.11091172804637892,0.850358759407237,False
formal,baseline,syntactic_complexity,dep_distance_mean,170,3.5104683396556755,3.501572327044025,t1.0<t0.15,-0.013710326786361002,-0.006673546611627107,0.9398444568137629,1.0,False
formal,baseline,syntactic_complexity,n_sentences,170,8.0,8.0,=,0.012002255783839696,0.026838132513279284,0.7756766427292233,0.9773525698388214,False
formal,baseline,syntactic_complexity,subordinate_clause_rate,170,1.1428571428571428,1.125,t1.0<t0.15,-0.15214011822074242,-0.1626145572975839,0.07261468216950444,0.850358759407237,False
formal,baseline,syntactic_complexity,tree_depth_max,170,7.0,7.0,=,-0.008368863630978832,-0.013662474770998292,0.8966723367834539,1.0,False
formal,baseline,syntactic_complexity,tree_depth_mean,170,4.894444444444445,4.866071428571429,t1.0<t0.15,-0.09401939932060552,-0.07376926530001496,0.4139859746048544,0.8573830580099243,False
formal,baseline,pragmatic_markers,epistemic_count,170,0.0,0.0,=,-0.18769383397185604,-0.4295900178253119,0.01621157888924289,0.510664735011151,False
formal,baseline,pragmatic_markers,epistemic_rate,170,0.0,0.0,=,-0.18686201035403247,-0.43078626799557035,0.015017258141279547,0.510664735011151,False
formal,baseline,pragmatic_markers,hedge_count,170,3.0,3.0,=,-0.03468103376878899,-0.07691417996761508,0.43549615644948536,0.8573830580099243,False
formal,baseline,pragmatic_markers,hedge_formal_count,170,0.0,0.0,=,0.0484212462883791,0.2,0.5270892568655381,0.8974763022305108,False
formal,baseline,pragmatic_markers,hedge_formal_rate,170,0.0,0.0,=,0.05510858303468528,0.2564102564102564,0.43276758066778476,0.8573830580099243,False
formal,baseline,pragmatic_markers,hedge_informal_count,170,0.0,0.0,=,0.0,0.001282051282051282,0.9938171391288251,1.0,False
formal,baseline,pragmatic_markers,hedge_informal_rate,170,0.0,0.0,=,-0.008259959109328014,0.03316326530612245,0.8414754389558493,1.0,False
formal,baseline,pragmatic_markers,hedge_neutral_count,170,3.0,3.0,=,-0.04367877376122636,-0.11195521791283487,0.27267663102187223,0.850358759407237,False
formal,baseline,pragmatic_markers,hedge_neutral_rate,170,1.6666666666666667,1.6172624237140365,t1.0<t0.15,-0.04483132589863628,-0.08212147134302823,0.35734566457058425,0.850358759407237,False
formal,baseline,pragmatic_markers,hedge_rate,170,1.8348795451144695,1.719550650374458,t1.0<t0.15,-0.036600770980451336,-0.08361510284587208,0.3472335312519773,0.850358759407237,False
formal,baseline,pragmatic_markers,n_alpha_tokens,170,163.5,163.0,t1.0<t0.15,-0.01291134561832619,-0.015941524538809607,0.8573481759266768,1.0,False
formal,baseline,pragmatic_markers,negation_count,170,0.0,0.0,=,-0.06192955703312226,-0.07918367346938776,0.5894892733881036,0.9211978654485694,False
formal,baseline,pragmatic_markers,negation_rate,170,0.0,0.0,=,-0.03996670669396013,-0.06312098188194039,0.6758802262382861,0.9256620489785223,False
formal,baseline,pragmatic_markers,negation_sentence_rate,170,0.0,0.0,=,-0.03592519586570529,-0.05384150030248034,0.7232555112844679,0.9694701534238611,False
formal,baseline,ner,ner_EVN_rate,170,0.0,0.0,=,0.07669649888473705,1.0,0.31731050786291415,0.850358759407237,False
formal,baseline,ner,ner_LOC_rate,170,0.0,0.0,=,0.05120895287218069,0.14814814814814814,0.5011381853247657,0.8974763022305108,False
formal,baseline,ner,ner_MSR_rate,170,0.0,0.0,=,0.0,0.0,1.0,1.0,False
formal,baseline,ner,ner_OBJ_rate,170,0.0,0.0,=,0.0,0.0,1.0,1.0,False
formal,baseline,ner,ner_ORG_rate,170,0.0,0.0,=,-0.07369955490232731,-0.18371212121212122,0.36443946831738727,0.850358759407237,False
formal,baseline,ner,ner_PRS_rate,170,0.0,0.0,=,-0.10658642633967125,-0.2727272727272727,0.2735753578226747,0.850358759407237,False
formal,baseline,ner,ner_TME_rate,170,0.0,0.0,=,0.0,0.0,1.0,1.0,False
formal,baseline,ner,ner_WRK_rate,170,0.0,0.0,=,-0.023557929415056734,0.0,1.0,1.0,False
formal,baseline,ner,ner_total_rate,170,0.0,0.0,=,-0.03658375574686668,-0.07548076923076923,0.5996026182736045,0.9211978654485694,False
formal,baseline,textstat,char_count,170,1342.5,1336.5,t1.0<t0.15,0.007822732709186452,-0.0015823873409012727,0.985723465139569,1.0,False
formal,baseline,textstat,rough_syllable_count_sv,170,407.0,405.5,t1.0<t0.15,0.012561331141354149,0.008005569091541943,0.9280773513845075,1.0,False
formal,baseline,textstat,textstat_flesch_kincaid_grade,170,15.03913073038073,15.120867882709906,t1.0>t0.15,0.10505334857728318,0.13285173718610252,0.13301828570234653,0.850358759407237,False
formal,baseline,textstat,textstat_flesch_reading_ease,170,20.9004736393657,20.36683419243988,t1.0<t0.15,-0.09442210128709284,-0.11881664946680427,0.17907950898164982,0.850358759407237,False
formal,baseline,textstat,textstat_gunning_fog,170,18.767387961509804,18.929954489359833,t1.0>t0.15,0.09932168315530235,0.09707602339181287,0.2723142355288104,0.850358759407237,False
formal,baseline,textstat,textstat_smog_index,170,16.26309291913925,16.32212239822248,t1.0>t0.15,0.10322637229598947,0.11566638489715413,0.1935059557864237,0.850358759407237,False
formal,baseline,textstat,word_count,170,164.0,165.0,t1.0>t0.15,-0.011861077960400822,-0.014479638009049774,0.8703087174732818,1.0,False
formal,baseline,pos_proportions,pos_ADJ,170,0.09421227810650887,0.09624561403508772,t1.0>t0.15,0.03722283805918289,0.0391468868249054,0.6579984753204067,0.9211978654485694,False
formal,baseline,pos_proportions,pos_ADP,170,0.10300618921308577,0.10277162771627717,t1.0<t0.15,0.099909619373976,0.11193670450636395,0.20558638451779898,0.850358759407237,False
formal,baseline,pos_proportions,pos_ADV,170,0.037037037037037035,0.03889799520867482,t1.0>t0.15,0.03160969014018389,0.04437564499484004,0.6158041672051011,0.9211978654485694,False
formal,baseline,pos_proportions,pos_AUX,170,0.025839965813792,0.025625451441329043,t1.0<t0.15,-0.10423581690195036,-0.12308221534227726,0.1639738178928296,0.850358759407237,False
formal,baseline,pos_proportions,pos_CCONJ,170,0.06053558844256519,0.06232344632768362,t1.0>t0.15,0.07951290746873922,0.09321266968325792,0.29327434596533986,0.850358759407237,False
formal,baseline,pos_proportions,pos_DET,170,0.03359033425790983,0.032433380084151475,t1.0<t0.15,-0.026154024063843765,-0.05607155142758858,0.5260386436559228,0.8974763022305108,False
formal,baseline,pos_proportions,pos_INTJ,170,0.0,0.0,=,0.09301772428909505,1.0,0.17971249487899976,0.850358759407237,False
formal,baseline,pos_proportions,pos_NOUN,170,0.2908017908017908,0.29113377583508715,t1.0>t0.15,0.05792680494897586,0.07450980392156863,0.39947072861354893,0.8573830580099243,False
