model,register,condition,doc_id,error,refusal,markdown_n,chars,text
gpt-5.2,informal,human_like,265,,,0,1642,"Det beror mest på register och ton, inte på att orden skulle vara “fel”. “Dock” är ju fortfarande helt normalt i sakprosa och lite mer formell text (och används massor), medan “icke” och “således” lätt kan kännas högtravande eller ålderdomliga om man slänger in dem i en annars modern, ledig text.

I skoluppsatser: ofta helt okej, men se upp så du inte låter som att du härmar en myndighetstext från 1953. “Dock” funkar nästan alltid, “således” funkar om du skriver argumenterande och vill knyta ihop resonemang, men “alltså” är oftast mer naturligt. “Icke” skulle jag undvika om det inte är medveten stil (typ analys av äldre litteratur) – “inte” är bara rakare.

E-mail: beror på mottagaren. Till kompisar: nej, då blir det mest komiskt. Till en myndighet/chef: “dock” kan funka, men “icke” känns mest stelt.

Debattinlägg: där kan det funka med lite mer formellt språk, men det är en hårfin gräns mellan “saklig” och “pretto”. “Således” kan funka om texten i övrigt är ganska stram.

I böcker: helt fritt, men då är det en stilfråga. I dialog måste det matcha personen – en 19-åring som säger “således” hela tiden känns inte trovärdigt om det inte är poängen.

Ord jag personligen tycker skär sig när folk använder dem “fel” är snarare sånt som låter gammalt och pompöst utan anledning: “äga rum” (när “hända” duger), “erfordras”, “samt” överallt, “tillika”, “emedan” osv. Inte förbjudet, bara lätt att få texten att kännas krystad.

Mitt tips: skriv så enkelt och klart som möjligt, och använd de mer formella/äldre orden bara när de faktiskt tillför något (precision, rytm, eller en avsiktlig stil). Då blir det rätt i princip överallt."
gpt-5.2,informal,detector_evasive,1040,,,0,276,Jag hade tagit betalt för att testäta mat. Nytt på Menigo. Hemlig pizza på någon sunkig pizzeria i Gbg. Sitta med anteckningsblock. “Mindre salt. Mer vitlök.” Sen gå vidare. Inga möten. Ingen powerpoint. Bara tugga. Och klaga lite. Vem vill ens jobba med nåt annat om det går?
gpt-5.2,informal,detector_evasive,692,,,0,336,"För Mac är det rätt tunt med rena klienter. PokerStars har Mac. 888poker med. Unibet kör mest webbläsare, samma med Bet365. PartyPoker hade Mac förr men vet inte hur det är nu... EU då? Stars via .EU, Unibet/888 inom EU så det tickar den rutan. Annars Boot Camp eller Parallels och kör Win-klienterna. Orka sitta fast på bara Full Tilt?"
gpt-5.2,informal,detector_evasive,921,,,0,551,"Härsken krydda brukar mest vara en smakgrej. Lite som gammal nötolja. Ofta händer inget mer än att magen kan säga ifrån. Illamående. Ont i magen. Lös i kistan. Fick du bara i dig lite på maten så lär du inte trilla av pinn direkt, kroppen fixar det.

Håll koll på symtom bara. Feber. kräkningar som inte ger sig. blod i avföring. eller om du blir seg och torr i munnen. Då ringer man 1177 och frågar. Annars drick vatten. käka snällt ett tag. Släng burken. Härsken fett oxar och blir äckligt. inte nåt man vill fortsätta med... Hur gammal var den ens?"
gpt-5.2,informal,detector_evasive,667,,,0,1441,"Respekt handlar inte om att vara rädd för substansen, mer om att fatta vad den gör med ens vardag. Cannabis är snällare på vissa sätt än alkohol, benzo, tjack och opiater. Men den kan ändå äta upp driv och rutiner utan att man märker det. Det är det som gör den lurig. Man sitter där och tänker att inget händer... sen har man glidit bort från träning, plugg, socialt och sömn.

Jag har mer respekt för allt som ger avtändning och panik om man slutar. Heroin, benzo, GHB. Det är en annan liga. Så ja, jag har mindre respekt för gräs än för sånt. Men inte noll. Jag har sett folk som blir tomma i skallen av daglig rökning. Kort minne. Ångest. Isolering. Och en del får noja på ett sätt som inte går att snacka bort.

2 3 dagar i sträck är inte farligt i sig. Men det är lätt att det blir helger som blir veckor. Där gör du rätt med pauser. Jag kör också hellre sällan än ofta. 1 3 ggr i månaden funkar för många. Men man ska inte intala sig att det inte kostar nåt. Hosta, seg morgon, mindre skärpa, mer skärm. Särskilt om man röker och inte kör vape eller edibles.

Psykiskt stabil. Visst. Men vem är stabil när man sovit dåligt, bråkat med nån, fått skit på jobbet? Då kan cannabis bli både flykt och trigger. Respekt för mig är att ha regler. Inte röka för att somna varje kväll. Inte röka ensam flera dagar. Inte röka när man redan är nere. Och kunna säga nej när polaren drar fram påsen... klarar man inte det då är det drogen som styr."
gpt-5.2,informal,detector_evasive,328,,,0,892,"1. Läget i mitten är inte nåt mystiskt. Det är ON men med bakre ratten låst så du inte råkar ändra inställningar med tummen. Kameran är igång. Men snurrar du på hjulet bak händer inget förrän du slår fullt på.

2. H bredvid serietagning är High. Alltså snabb serietagning. På 40D blir det runt 6,5 bps. Det andra serieläget är Low. Lägre fart om du vill ha mer kontroll eller inte fylla bufferten direkt.

3. L M S är JPEG-storlek. Trappan är själva storleken. L stor bild. S mindre bild. Kurvan är kompressionen. Alltså kvaliteten i JPEG. Slät kurva är finare JPEG mindre kompression större filer. Hackigare kurva mer kompression mindre filer och mer artefakter. Så L med fin kurva ger stora filer och bäst JPEG. L med “sämre” kurva ger samma pixelmått men mer ihoptryckt. Varför ta den sämre? Spara kortplats eller om du bara ska lägga upp på webben... annars kör RAW eller L med fin kurva."
gpt-5.2,informal,detector_evasive,351,,,0,1046,"Polisen behöver inte ha avlyssnat dig för att slänga ur sig sånt där. De fiskar. Kollar om du börjar prata och knyter ihop säcken åt dem. Blogg kan betyda mer än en blogg också. Flashback. Insta. En halvstängd Discord. Nåns anteckningar. En kompis som snackat. Eller de har läst din telefon efter husrannsakan om den låg där och de fått beslut på det.

Avlyssning är inte nåt de gör för att de är nyfikna. Det kräver rätt beslut och brukar gälla grövre grejer och pågående. Men du skriver själv att du varit misstänkt för terrorbrott, då kan de ha haft andra tvångsmedel i spel tidigare. Fast det betyder inte att allt de säger kommer därifrån.

Mitt råd. Sluta spekulera om “hur de vet”. Prata med advokaten. Be om att få se vad som finns i förundersökningen när det går. Där ser du om det är chattloggar, tips från nån “Sara”, spaning, beslag, eller bara tomt prat från en kommissarie som heter Anders och vill testa dig. Var försiktig med vad du säger nästa gång. Inte för att “spela smart” utan för att du inte ska råka fylla i luckor åt dem."
gpt-5.6,informal,baseline,752,,,0,392,"Nej, det vore en ganska meningslös kontrollfråga. Vem som helst kan svara det som förväntas, och åsikter om Lars Vilks säger knappast något säkert om en persons lämplighet eller risknivå. Viktigare är att tydligt informera om svensk lag, yttrandefrihet och att hot eller våld aldrig accepteras, samt att säkerhetsbedömningar bygger på faktisk information och handlingar – inte ett åsiktstest."
gpt-5.2,informal,detector_evasive,867,,,0,1600,"Det handlar om status och ägande. De där miljöerna ser vita kvinnor som “våra” och nåt som ska vaktas. När en mörk kille får en vit tjej blir det symboliskt. Förnedring i deras skalle. Inte bara sex. “De tar våra kvinnor”. Klassiker sen gammalt. Samma tema i USA med KKK. Lynchningar handlade ofta om myten om den svarte våldtäktsmannen. Propaganda gillar enkla bilder.

Omvända scenen funkar sämre för dem. En svart kvinna med vit man triggar inte samma reflex. Dels för att de inte bryr sig om svarta kvinnor. Dels för att vit man i deras hierarki inte ses som “tagen” på samma sätt. Han kan välja. Hon blir “exotisk” eller “billig”. Svinigt men så tänker de.

Att kvinnor i SMR inte skriker om “arabiska tjejer” är också logiskt. SMR hade knappt kvinnor. De som finns får ofta rollen att vara prydnad och föda barn. Inte driva sexkrig i trådar. Och ärligt. Det är mest män som sitter och hetsar på Flashback om det där. Kolla vilka som postar. Det är inte “tjejer från SMR” direkt.

Sen finns en annan bit. Rädslan för våld. Gängvåld. gruppöverfall. Rubriker. Det säljer narrativet om den farlige främlingen. Det blir lätt att koppla till “våra döttrar”. Ingen gör affischer om “svenska gossar” som “luras” av arabiska tjejer. Det låter patetiskt. Vem ska gråta över det? Och ska NSF erkänna att svenska killar ens vill ligga med “fienden”…? Det spräcker hela deras idé om renhet.

Så. Det är inte “logik” i sakfrågan. Det är könsroller. Skam. Gruppidentitet. Och propaganda som måste kännas i magen. Inte i hjärnan. Varför är det alltid vit kvinna i bilden? För att det är där deras knapp sitter."
gpt-5.2,informal,human_like,467,,,10,3580,"Det är rätt tydliga mönster om man kollar lite på demografin och lokalpolitiken, och det handlar inte bara om “norr vs skåne”.

**1) Små inlandskommuner i norr – varför under 1%?**  
Många av de där (Bjurholm, Dorotea, Norsjö, Storuman, Vilhelmina, Åsele, Arjeplog osv) är klassiska *enparti-/tvåpartikommuner* där S/V (ibland lokala listor) har suttit på makten i evigheter och har extremt starka nätverk. I små kommuner röstar folk ofta på “Kalle på tekniska” eller “hon som fixade äldreboendet”, inte på riksfrågor. SD har dessutom historiskt haft svagt med organisation där: svårt att få folk att ställa upp, svårt att fylla listor, och utan lokala kandidater blir det ofta noll trovärdighet.

Sen är invandring som lokal fråga ofta mindre synlig i de här kommunerna (inte alltid, men ofta) – och den typen av missnöjesröst som SD lever på i andra delar av landet får inte samma bränsle när vardagsproblemen är “sjukstuga, avstånd, jobben, skogen/kommunalskatten” och folk ändå känner politikerna personligen.

**Danderyd** är egentligen enklast: där är M (och delvis L) “default”. Hög utbildningsnivå, hög inkomst, många är mer värde-/statusliberala och ser SD som onödigt eller pinsamt. SD blir klämt mellan M som redan levererar skatte- och ordningslinje och en väljarkår som ogillar SD:s stil.

**Tanum och Årjäng** kan handla om lokala traditioner + näringsstruktur (turism/gränshandel) och att andra partier redan fångar “missnöjet” (ibland lokala listor). I vissa såna kommuner har dessutom C haft stark ställning.

**Piteå** sticker ut men där har S varit ett fäste länge och SD har haft svårt att bryta igenom utan stark lokal profil. Plus att “bruk/industri-S” fortfarande står rätt stabilt där jämfört med många andra ställen.

**2) Varför så starkt i Skåne/Blekinge + vissa industriorter?**  
Skåne/Blekinge är SD:s “hemmaplan” av flera skäl: tidig organisering, lokalt kända företrädare, normaliserat att rösta SD (granne/kollega gör det), och en väljarmix med mer arbetarklass + pendling + områden med tydligare segregations- och trygghetsfrågor. Många av de kommuner du listar har också haft större och mer synlig migration/etablering av boenden över tid, och ibland konkreta lokala konflikter kring skola, bostäder, socialtjänst, ordningsproblem osv. Då blir SD en tydlig proteströst mot S/M-styre lokalt.

Sen finns en “sydsvensk politisk kultur”-grej också: mer rörlig väljarkår, mindre låsning vid gamla partiband jämfört med vissa norrländska inlandskommuner.

**Borlänge**: klassiskt exempel på industrikommun + socioekonomiska skillnader och integrationsproblem som varit väldigt synliga länge (Tjärna Ängar nämns ju alltid). S tappade mycket av arbetarrörelsegreppet, missnöjet har fått en tydlig kanal, och SD har byggt organisation där.

**Söderhamn**: lite liknande logik fast i mindre skala: en kommun som haft strukturproblem (jobb, utflyttning/omvandling), och där frågor om trygghet/ordning/”kommunen klarar inte uppgiften” fått fäste. När framtidstron är låg och man inte tycker de styrande levererar så blir proteströster starkare – och då har SD ofta varit det självklara alternativet.

**Summa:**  
- I norrländska småkommuner: starka S/V-nätverk + personröstning + svag SD-organisation + andra lokala huvudfrågor.  
- I Skåne/Blekinge och vissa bruksorter: tidig SD-närvaro + normalisering + tydligare segregations/trygghetsfrågor + missnöje med gamla maktpartier.

Sen ska man inte underskatta det tråkiga men avgörande: *har partiet ens en vettig lista och lokala företrädare?* I kommunval kan det vara hela skillnaden mellan 0,8% och 12%."
gpt-5.2,informal,detector_evasive,754,,,0,660,"Känns som en rätt kass testfråga. Lars Vilks är ett namn folk kan ha noll koll på. Eller så har de hört “rondellhund” i förbifarten. Ska Migrationsverket sitta och tolka tonläge och ansiktsuttryck också...?

Vill man sålla bort våldsbejakande så får man fråga om våld. Om hot. Om syn på yttrandefrihet och på att folk får häda utan att bli jagade. Inte om en enskild konstnär. En extremist kan ändå rabbla “rätt” svar på en intervju. Och en vanlig snubbe kan säga nåt klumpigt och åka dit. Bra för Sverige? Knappast.

Dessutom. Ska man då fråga om Charlie Hebdo. Salman Rushdie. Jyllands-Posten. Paludan. Var går gränsen... det blir quiz istället för prövning."
gpt-5.6,informal,baseline,218,,,0,213,"Det beror på hur kompakt pulvret är – gram är vikt och dl är volym. Väg upp 50 g med en köksvåg första gången och se hur mycket det blir i dl; för många gainers är det ungefär 1 dl, men det varierar mellan märken."
gpt-5.6,informal,baseline,240,,,0,430,"Du söker inte en ”psykopat”, utan en fantasibild av någon gränslös men samtidigt stabil – en rätt motsägelsefull kravprofil. Sluta romantisera diagnoser och leta absolut inte efter sårbara personer inom psykiatrin. Dejta via vanliga kanaler och utgå från personlighet, samtycke och respekt. Om ”kapabel att göra saker” betyder att du funderar på att skada någon eller begå brott bör du kontakta psykiatrin eller 112 vid akut risk."
gpt-5.2,informal,detector_evasive,265,,,0,1263,"Klart du får använda dem. Frågan är mer ton än rätt eller fel. Dock funkar fint i sakprosa. Jag använder det själv i jobbmejl ibland. Inte i sms. Icke och således drar lätt åt myndighet, jurist, 1800-tal. I en skoluppsats går det om resten av texten har samma nivå. Annars låter det som man spelar teater.

Mejl. Skriv som du pratar med mottagaren. Till kollegor. “Inte” och “därför” räcker långt. “Icke” i ett mejl till kund känns stelt. Debattartikel i tidning. Där kan “dock” och “således” funka om du vill låta formell. Men risken är att det blir överlastat. Många läsare tappar intresset.

I böcker. Beror på röst. Om en berättare ska låta gammaldags. Kör. Om du skriver nutid och slänger in “således” en gång per sida. Då skaver.

Ord som folk ofta trycker in och som låter krystat. “Äga rum”. “Föreligga”. “Huruvida”. “Emedan”. “Varom”. “Dylik”. “Således” i varannan mening. Det blir kanslisvenska. Sen finns ord som är gamla men fortfarande helt normala. “Dock” som sagt. “Ty” i rätt sammanhang. Bibelton eller poesi.

Jag stör mig mest när folk tar i för att det ska låta smart. Varför skriva “icke” när “inte” gör jobbet. Men om du vill ha lite högre stil ibland. Kör. Bara håll det jämnt och låt texten passa mottagaren. Vem skriver du för egentligen…?"
gpt-5.6,informal,baseline,420,,,0,379,"Testa ElevenLabs, Microsoft Azure TTS eller rösterna i Edge – de låter betydligt naturligare än gamla Microsoft Sam och det finns flera svenska kvinnoröster. För enklare videor funkar även CapCuts text-till-tal. Vill du ha lite robotkänsla kan du lägga på vocoder, pitch och lätt reverb i Audacity. Kolla bara licensvillkoren om videon ska publiceras eller användas kommersiellt."
gpt-5.6,informal,baseline,1040,,,0,131,"Jag hade lätt jobbat som professionell tupplurare och snacksrecensent. Testa soffor, sova middag och betygsätta chips – drömjobbet."
gpt-5.6,informal,baseline,667,,,0,593,"Man behöver inte låtsas att cannabis är lika riskabelt som heroin för att ta det på allvar. Respekt bör stå i proportion till riskerna, och cannabis är inte ofarligt bara för att det känns vardagligt. Täta perioder kan påverka minne, motivation, sömn och mående, och vanan kan smyga sig på. För vissa finns även risk för ångest eller psykos, särskilt vid hög THC-halt och ärftlig sårbarhet. Psykisk stabilitet är ingen garanti. Kan man hålla långa pauser, inte låta det bli ett sätt att fly problem och är ärlig med hur bruket påverkar vardagen har man åtminstone ett sundare förhållningssätt."
gpt-5.6,informal,baseline,174,,,0,173,"Jo, Åkeshovshallen i Bromma och S:t Erikshallen på Kungsholmen har badmintonbanor, men de är inte renodlade badmintonhallar. Tider bokas via Stockholms stads bokningssystem."
gpt-5.6,informal,baseline,467,,,0,931,"Kommunval handlar mycket om lokal organisation. I flera små inlandskommuner hade SD vid den tiden få aktiva, svaga eller inga fullständiga listor och konkurrerade dessutom med starka lokala partier och personröster. I små samhällen röstar man ofta på personer man känner snarare än på rikstrenden. Danderyd förklaras snarare av en mycket stark moderat tradition.

Skåne och Blekinge var däremot SD:s kärnområde från början, med etablerade lokalavdelningar, kandidater och en lång tradition av missnöjespartier. Där finns också många gamla arbetar- och pendlarkommuner där både S och M tappat förtroende. Borlänge och Söderhamn liknar delvis detta genom industriell tillbakagång, arbetslöshet, segregation och ett relativt stort flyktingmottagande, vilket skapade utrymme för en proteströst. Det är alltså knappast en enda faktor, utan en kombination av lokal närvaro, kandidater, demografi och missnöje med de etablerade partierna."
gpt-5.6,informal,baseline,921,,,0,351,"En liten mängd härsken allroundkrydda är oftast inte farlig, men kan smaka illa och ge tillfälligt illamående, magont, kräkningar eller diarré. Drick lite vatten och avvakta, men släng kryddan. Kontakta 1177 eller Giftinformation om du fått i dig mycket eller får tydliga symtom; ring 112 vid andningsbesvär, svullnad eller kraftig/allvarlig reaktion."
gpt-5.6,informal,baseline,867,,,0,864,"Det handlar mindre om någon konsekvent idé om ”rasblandning” och mer om patriarkal gruppmentalitet. Kvinnor ses som bärare av gruppens barn och nästan som männens kollektiva egendom, så en vit kvinna med en mörk man tolkas som att ”våra” kvinnor och framtida barn tas av en konkurrerande grupp. En vit man med en icke-vit kvinna kan däremot ses som erövring eller som att den egna gruppen breder ut sig, eftersom mannen antas vara den aktiva parten.

Dessutom bygger propagandan på den gamla skräckbilden av den främmande mannen som sexuellt hot mot den oskyldiga vita kvinnan. Den bilden mobiliserar ilska och beskyddarinstinkter betydligt effektivare än en svart kvinna som raggar på en svensk man. Det är alltså en blandning av dubbelmoral, könsroller, kontroll över kvinnors sexualitet och nationalistisk konkurrens – inte någon logiskt sammanhängande princip."
gpt-5.6,informal,baseline,351,,,0,516,"Det behöver inte betyda att telefonen varit avlyssnad. Uppgiften kan komma från tips, förhör med andra, meddelanden eller material som hittats vid husrannsakan, telefonbeslag eller helt enkelt en fråga där polisen testar en hypotes. Hemlig avlyssning kan förekomma vid misstanke om allvarlig brottslighet, inklusive terroristbrott, men beslutas normalt av domstol efter begäran från åklagare. Fråga din försvarare vad som faktiskt finns i förundersökningen och spekulera inte i förhör – be att ha advokat närvarande."
gpt-5.6,informal,baseline,754,,,0,314,"Ja, det är en ganska dum kontrollfråga. Man kan ogilla Lars Vilks och hans konst utan att vara extremist, precis som en extremist kan ljuga i en intervju. Fråga hellre om synen på yttrandefrihet, våld, demokrati och svensk lag – och bedöm konkreta handlingar, inte om personen har ”rätt” åsikt om en viss konstnär."
gpt-5.6,informal,baseline,328,,,0,501,"1. Mittenläget slår på kameran, medan det tredje läget även aktiverar den stora bakre inmatningsratten.  
2. H betyder snabb serietagning, cirka 6,5 bilder/sekund. Det vanliga serieläget tar cirka 3 bilder/sekund.  
3. Bokstaven anger bildstorleken/upplösningen: L = Large. Kurvan betyder Fine, alltså mindre JPEG-komprimering och högre kvalitet. Trappan betyder Normal, vilket ger hårdare komprimering och mindre filer. L/Fine är alltså bättre kvalitet än L/Normal, men tar mer plats på minneskortet."
gpt-5.6,informal,human_like,752,,,0,385,"Ja, det är en rätt meningslös fråga. Den som faktiskt är extremist vet ju exakt vilket svar som förväntas, medan andra kanske knappt vet vem Lars Vilks var. Bättre att Migrationsverket fokuserar på identitet, säkerhetskontroller och konkreta kopplingar till våldsbejakande miljöer än något slags åsiktsprov. Man behöver inte gilla Vilks för att acceptera yttrandefrihet och svensk lag."
gpt-5.6,informal,human_like,240,,,0,522,"Du söker inte en “psykopatisk tjej”, du verkar söka någon gränslös som kan “göra saker”, och det låter ärligt talat som en rätt dålig grund för en relation. Psykopati/sociopati är dessutom inget man självdiagnostiserar efter någon edgy internetdefinition, och “galen men mentalt stabil” är rätt motsägelsefullt. Fundera på vad du faktiskt vill ha hos en partner och prata gärna med en psykolog om varför just gränslöshet lockar. Vanliga dejtingappar funkar när du kan beskriva normala egenskaper du söker – inte diagnoser."
gpt-5.2,informal,detector_evasive,467,,,0,2961,"Mycket handlar om lokala konfliktytor och vad folk ser i vardagen. I inlandskommunerna du nämner finns ofta få såna ytor. Bjurholm, Dorotea, Åsele, Vilhelmina, Storuman. Små ställen. Alla känner alla. Kommunen är största arbetsgivaren. Man röstar på “sin” lista, S eller C eller lokala bygdegäng. SD får svårt att bygga organisation, svårt att få folk att ställa upp, svårt att synas utan att bli personen på ICA som alla pratar om. Och invandring som fråga blir mer tv än verklighet där. Det ger inte samma tryck.

Sen Norrlands inland har sin egen politiska kultur. Misstro mot Stockholm, ja. Men den kanaliseras ofta i S, V eller C. Inte i SD. Samerna och markfrågor i delar av Norrbotten och Västerbotten också. Det är andra strider än “migration”. Arjeplog och Norsjö är bra exempel. Ragunda med. Mycket fokus på vård, vägar, macken som lägger ner. SD har inte alltid haft trovärdiga kommunnamn där.

Piteå sticker ut men är samtidigt en gammal S-fästning. Stora arbetsplatser. Facklig miljö. Där har SD länge haft svårt att ta sig in i kommunfullmäktige med kraft. Överkalix och Övertorneå. Tornedalen. Stark lokal identitet, finska/meänkieli, nära Finland. SDs kulturkrig landar inte alltid rätt där. Danderyd är enklare. Höginkomst. Högt valdeltagande. M och L dominerar. SD blir “onödigt” för många. Man vill ha låg skatt och ordning men röstar hellre på Moderaterna, slippa stämpeln.

Tanum och Årjäng då. Där finns mer “landsbygd” men också tradition av M, C och lokala nätverk. Och i Bohuslän runt Tanum är det mycket företagare, säsong, Norgependling. SD får inte samma grepp.

Skånekommunerna du listar har en annan mix. Tätare befolkning. Mer segregering. Mer synliga problem. Malmö, Landskrona, Helsingborg, Kristianstad. Även mindre som Bromölla, Osby, Klippan. Där har SD jobbat länge med lokala kandidater. Och Skåne hade tidigt starka missnöjespartier innan SD tog över. Skånepartiet, missnöjeslistor. Traditionen fanns. Plus att Danmark är nära, debatten om migration har alltid varit mer på bordet där nere.

Bjuv, Svalöv, Åstorp, Örkelljunga, Östra Göinge. Bruksorts och pendlarkommuner. Många känner att S inte längre pratar för dem. Man ser förändring i skolor, centrum, hyresområden. Och det räcker att en fråga dominerar för att ett parti ska dra iväg.

Borlänge och Söderhamn. Borlänge har Tjärna Ängar och långvarig segregation. Stål och industri. S tappade greppet, SD in som “alternativet”. Det blev en berättelse om otrygghet, bostäder, kommunens prioriteringar. Söderhamn är mer klassisk bruksort i omställning. Jobben har kommit och gått. Missnöje med service och framtidstro. Migration blev en symbolfråga där också, även om mycket annat ligger under.

Så ja. Inte magi. Mer: synliga konflikter, lokal organisation, sociala nätverk, historik. Där det inte finns en lokal SD-kärna och där folk lever tätt i små kretsar. Då fastnar man under 1% och blir kvar där. Varför riskera bråk med grannen för en röst som inte ändrar nåt?"
gpt-5.6,informal,human_like,218,,,0,194,"Det beror på hur kompakt pulvret är, så det går inte att säga exakt. Brukar stå på påsen hur många gram en skopa är, annars är en köksvåg säkrast. Grovt räknat är 50 g gainer ofta runt 1–1,5 dl."
gpt-5.6,informal,human_like,1040,,,0,182,"Jag hade lätt jobbat som professionell tupplurare. Testa sängar, soffor och hängmattor och sen skriva en kort recension efteråt. Lagom ansträngande och man hade alltid varit utvilad."
gpt-5.6,informal,human_like,420,,,0,387,"Testa ElevenLabs, där finns rätt naturtrogna röster och man kan prova gratis med en begränsad mängd text. Även Microsoft Edge har betydligt bättre talsyntes än gamla Microsoft Sam – högerklicka och välj ”Läs upp”, så kan du testa olika svenska röster. Vill du ha lite mer robotkänsla kan du köra ljudet genom Audacity efteråt och ändra tonhöjd, tempo och lägga på svag distortion/reverb."
gpt-5.6,informal,human_like,174,,,0,244,"Ingen renodlad badmintonhall vad jag vet, men det går att boka badmintonbanor i vissa idrottshallar runt Bromma och på Kungsholmen, bland annat via kommunens bokningssystem. Annars är Badmintonstadion i Enskede det närmaste större alternativet."
gpt-5.6,informal,baseline,265,,,0,978,"De är absolut korrekta, men de tillhör olika stilnivåer. ”Dock” är fortfarande vanligt i sakprosa och passar bra i exempelvis skoluppsatser och debattartiklar. ”Icke” känns mer formellt eller markerat och förekommer ofta i fasta uttryck som ”icke godkänd” och ”icke-våld”. ”Således” är också formellt och betyder ungefär ”alltså” eller ”följaktligen”.

I mejl beror det på mottagaren: i ett formellt mejl fungerar orden fint, medan de kan låta högtravande i ett meddelande till en kompis. I böcker kan man förstås använda dem för att skapa en viss stil, tidskänsla eller karaktärsröst. Detsamma gäller äldre ord som ”ehuru”, ”emedan”, ”ty” och ”alldenstund”, men de riskerar att låta ålderdomliga eller ironiska.

Det viktiga är alltså inte om orden är ”tillåtna”, utan om de passar sammanhanget och gör texten tydlig. Jag stör mig inte på äldre ord i sig, men däremot när någon staplar dem på varandra för att låta finare än nödvändigt. Då blir språket lätt stelt och svårläst."
gpt-5.6,informal,human_like,667,,,0,877,"Jag tycker inte man behöver ha exakt samma respekt för alla droger, eftersom riskerna faktiskt skiljer sig. Men ”mindre farligt” är lätt att översätta till ”ofarligt”, och där går många bort sig med cannabis. Det kan smyga sig på med tolerans, beroende, sämre minne/motivation och ångest, och vissa är betydligt känsligare för psykos än de själva vet. Att vara psykiskt stabil idag är ingen garanti.

För mig handlar respekt mer om att kunna vara ärlig med varför och hur ofta man röker, kunna avstå utan problem och reagera om bruket börjar påverka sömn, relationer, jobb eller ekonomi. Några dagars race följt av uppehåll behöver inte vara katastrof, men 1–3 gånger i månaden är inte automatiskt riskfritt heller. Och självklart inte köra påverkad. Så ja, rimligt att ha mindre respekt för cannabis än heroin – men absolut inte noll respekt bara för att det känns vardagligt."
gpt-5.6,informal,human_like,867,,,0,758,"Det handlar nog mindre om någon konsekvent “raslära” och mer om gammal hederstänkande sexualmoral. Kvinnans sexualitet ses som gruppens egendom, medan mannen ses som aktör och erövrare. En vit kvinna med en mörk man tolkas därför som att “de tar våra kvinnor”, medan en vit man med en mörk kvinna snarare kan framställas som att han erövrar någon annans.

Sedan är de här miljöerna väldigt mansdominerade, så propagandan utgår från heterosexuella mäns svartsjuka, statusoro och rädsla för konkurrens. Bilden av den främmande mannen som hotar “våra” kvinnor är helt enkelt effektivare på den målgruppen. Kvinnorna reduceras till symboler och deras egen vilja försvinner ur berättelsen. Det är samma logik som i hederskulturer, bara med annan flagga på väggen."
gpt-5.6,informal,human_like,351,,,0,573,"Det behöver inte betyda att telefonen varit avlyssnad. Uppgiften kan ha kommit från beslagtagna telefoner/datorer, meddelanden hos någon annan, tips, vittnesuppgifter eller så testade polisen bara en hypotes för att se din reaktion. Vid misstanke om allvarliga brott kan hemliga tvångsmedel användas, normalt efter beslut enligt särskilda regler, men det går inte att dra den slutsatsen enbart av frågan. Prata med din försvarare och gå igenom förundersökningsprotokollet när du får tillgång till det. Skriv helst inte mer om detaljerna offentligt under pågående utredning."
gpt-5.6,informal,human_like,692,,,0,191,"PokerStars har väl en riktig Mac-klient numera, men den är ju inte inom EU. Paf och Unibet funkar på Mac via webbläsaren vad jag vet, men någon ny nedladdningsbar EU-klient har jag inte sett."
gpt-5.6,informal,human_like,921,,,0,389,"En liten mängd härsken krydda är oftast inte farligt, men kan smaka illa och ge tillfälligt illamående, magont, kräkningar eller diarré. Drick lite vatten och håll koll på hur du mår. Om kryddan var möglig, du fått i dig mycket eller får kraftiga/ihållande symtom, kontakta Giftinformationscentralen på 010‑456 67 00 eller 1177. Vid andningssvårigheter eller annan akut reaktion, ring 112."
gpt-5.6,informal,human_like,467,,,0,1227,"Det handlar nog mindre om någon enkel nord–sydlig skillnad och mer om organisation, kandidater och lokal politisk tradition. I små inlandskommuner dominerade länge S och C, ofta genom starka personliga nätverk där ”alla känner alla”. SD hade dessutom få aktiva, svaga eller inga ordentliga kommunlistor där. Danderyd är ett annat fall, med extremt stark moderat tradition och en väljarkår som då knappast såg SD som ett naturligt alternativ.

I Skåne och Blekinge hade SD däremot sina tidigaste och starkaste lokalorganisationer, kandidater som syntes samt draghjälp av tidigare missnöjespartier som Skånepartiet och Sjöbopartiet. Frågor om invandring, segregation och brottslighet var också mer närvarande i den lokala debatten. När ett parti väl kommer in i fullmäktige och får uppmärksamhet blir det lättare att bygga vidare.

Borlänge och Söderhamn är gamla arbetar- och industrikommuner med utflyttning, nedläggningar och väljare som tappat förtroendet för S men inte gått till borgerligheten. Borlänge hade dessutom relativt stor invandring och tydlig segregation. Men man måste nog titta på varje valår och kommun för sig – i kommunval kan några få lokala kandidater eller konflikter göra flera procentenheters skillnad."
gpt-5.6,informal,baseline,692,,,0,197,PokerStars har också en riktig OS X-klient. Någon EU-baserad sajt med nativ Mac-klient känner jag dock inte till; PokerRoom funkar via Java/webbläsaren men är inte en vanlig nedladdningsbar klient.
