comparison,register,condition,feature_group,feature,n_pairs,median_A,median_B,cohens_dz,rank_biserial,p_value,p_fdr_bh,significant_fdr_0.05
human_vs_mistral,informal,human_like,syntactic_complexity,tree_depth_max,1149,4.0,5.0,0.6508875597323598,0.6991777708599555,8.045280373380212e-80,2.9640506638769203e-79,True
human_vs_mistral,informal,human_like,syntactic_complexity,tree_depth_mean,1149,3.0,3.3,0.13217092665794422,0.2007480262591645,5.048431138264515e-09,8.414051897107525e-09,True
human_vs_mistral,informal,human_like,pragmatic_markers,booster_count,1149,0.0,1.0,0.5470448631226593,0.7161648038571116,9.006021397197042e-62,2.7409630339295345e-61,True
human_vs_mistral,informal,human_like,pragmatic_markers,booster_rate,1149,0.0,0.6211180124223602,0.06325715363805451,0.37101159816391605,1.0324155831701866e-18,1.953218670862515e-18,True
human_vs_mistral,informal,human_like,pragmatic_markers,discourse_particle_count,1149,0.0,3.0,0.9138031519895323,0.9016760118883476,2.619048540752146e-134,1.6666672532059112e-133,True
human_vs_mistral,informal,human_like,pragmatic_markers,discourse_particle_rate,1149,0.0,2.459016393442623,0.3530652516441367,0.5404924026616958,1.4779968143289788e-51,4.310824041792855e-51,True
human_vs_mistral,informal,human_like,pragmatic_markers,epistemic_count,1149,0.0,0.0,0.33884118049377976,0.511819599495037,4.763609049372664e-28,1.0420394795502703e-27,True
human_vs_mistral,informal,human_like,pragmatic_markers,epistemic_rate,1149,0.0,0.0,0.0068512760176394445,0.17440493758122724,0.00016628000885517098,0.00021961510603513148,True
human_vs_mistral,informal,human_like,pragmatic_markers,hedge_count,1149,1.0,8.0,1.4054806040954078,0.9686678507992895,1.5427173111767543e-174,1.079902117823728e-172,True
human_vs_mistral,informal,human_like,pragmatic_markers,hedge_formal_count,1149,0.0,0.0,-0.03338089215530559,-0.17272727272727273,0.2615673933272854,0.2732793661628355,False
human_vs_mistral,informal,human_like,pragmatic_markers,hedge_formal_rate,1149,0.0,0.0,-0.07173145132598917,-0.40404040404040403,0.019589544642355895,0.02364255387870539,True
human_vs_mistral,informal,human_like,pragmatic_markers,hedge_informal_count,1149,0.0,2.0,0.8514905859837659,0.8609950744368808,7.380798918267446e-119,4.30546603565601e-118,True
human_vs_mistral,informal,human_like,pragmatic_markers,hedge_informal_rate,1149,0.0,1.694915254237288,0.2199883314130517,0.47241794476660903,1.6435838263931545e-39,4.425033378750801e-39,True
human_vs_mistral,informal,human_like,pragmatic_markers,hedge_neutral_count,1149,1.0,6.0,1.320856694242407,0.9676291370144209,3.561609656563623e-172,1.246563379797268e-170,True
human_vs_mistral,informal,human_like,pragmatic_markers,hedge_neutral_rate,1149,1.1235955056179776,5.084745762711864,0.6951669923629633,0.7235064211661634,3.2908961693587312e-99,1.772021014270086e-98,True
human_vs_mistral,informal,human_like,pragmatic_markers,hedge_rate,1149,2.7777777777777777,6.995884773662551,0.6516991191218513,0.7091351879561486,7.0962326228445755e-96,3.311575223994135e-95,True
human_vs_mistral,informal,human_like,pragmatic_markers,n_alpha_tokens,1149,30.0,111.0,1.2320638944579483,0.9206596858956281,8.416481875109855e-161,1.1783074625153797e-159,True
human_vs_mistral,informal,human_like,pragmatic_markers,negation_count,1149,1.0,2.0,0.6561350066133502,0.7333079086828855,8.868815250764148e-87,3.448983708630502e-86,True
human_vs_mistral,informal,human_like,pragmatic_markers,negation_rate,1149,1.0526315789473684,1.9607843137254901,-0.07016375775080051,0.06452403649734441,0.07025379057492388,0.08061910393843724,False
human_vs_mistral,informal,human_like,pragmatic_markers,negation_sentence_rate,1149,0.14814814814814814,0.25,0.04589700804001248,0.14300839846778066,7.116949335683837e-05,9.580508721112859e-05,True
human_vs_mistral,informal,human_like,ner,ner_EVN_rate,1149,0.0,0.0,0.02473761488713884,0.5555555555555556,0.16142946236708333,0.18225907041444891,False
human_vs_mistral,informal,human_like,ner,ner_LOC_rate,1149,0.0,0.0,-0.09348078062903768,-0.07746084431075614,0.2371769518150595,0.25542133272391027,False
human_vs_mistral,informal,human_like,ner,ner_MSR_rate,1149,0.0,0.0,0.0579387321716563,0.7549407114624506,0.0019308082332108044,0.0024135102915135054,True
human_vs_mistral,informal,human_like,ner,ner_OBJ_rate,1149,0.0,0.0,-0.007577127916825424,0.4065934065934066,0.1960509634811064,0.21443074130746012,False
human_vs_mistral,informal,human_like,ner,ner_ORG_rate,1149,0.0,0.0,-0.023004779633003174,0.21407447237531926,0.014893356974554045,0.01829008751261023,True
human_vs_mistral,informal,human_like,ner,ner_PRS_rate,1149,0.0,0.0,-0.10803634925587213,-0.33487707261292166,2.3980259728169408e-06,3.357236361943717e-06,True
human_vs_mistral,informal,human_like,ner,ner_TME_rate,1149,0.0,0.0,-0.061470263721399285,-0.18407960199004975,0.19359606029862153,0.21443074130746012,False
human_vs_mistral,informal,human_like,ner,ner_WRK_rate,1149,0.0,0.0,-0.03463930084590479,-0.30526315789473685,0.24320097107575667,0.25794042386822674,False
human_vs_mistral,informal,human_like,ner,ner_total_rate,1149,0.0,0.0,-0.15230262600784572,-0.16446511408581044,0.0005869391780230554,0.0007470134993020704,True
human_vs_mistral,informal,human_like,textstat,char_count,1149,178.0,613.0,1.1147665661717778,0.9010602792598479,3.038142873369407e-154,2.658375014198231e-153,True
human_vs_mistral,informal,human_like,textstat,rough_syllable_count_sv,1149,50.0,175.0,1.1122341275779153,0.9004133271470723,6.799568340939342e-154,5.288553154063932e-153,True
human_vs_mistral,informal,human_like,textstat,textstat_flesch_kincaid_grade,1149,6.790000000000003,7.001286549707604,-0.05952661944515275,0.062299287670235896,0.06748451652378055,0.07873193594441065,False
human_vs_mistral,informal,human_like,textstat,textstat_flesch_reading_ease,1149,71.91608695652175,74.96474576271189,0.1601174193525876,0.2290008278672865,1.8049602571145722e-11,3.1586804499505014e-11,True
human_vs_mistral,informal,human_like,textstat,textstat_gunning_fog,1149,8.799080459770115,9.316666666666668,-0.0021304062278575046,0.12618761115525787,0.000211294095680494,0.00027389975365989965,True
human_vs_mistral,informal,human_like,textstat,textstat_smog_index,1149,8.841846274778883,8.841846274778883,0.17021772045525338,0.17357003577555477,5.595761248236545e-07,8.334112497373578e-07,True
human_vs_mistral,informal,human_like,textstat,word_count,1149,31.0,113.0,1.2259088650556953,0.9202828770098637,1.5597204148799748e-160,1.8196738173599707e-159,True
human_vs_mistral,informal,human_like,pos_proportions,pos_ADJ,1149,0.06097560975609756,0.07272727272727272,0.11184338780196193,0.2488351356912595,3.018587717006086e-13,5.417977953600667e-13,True
human_vs_mistral,informal,human_like,pos_proportions,pos_ADP,1149,0.07407407407407407,0.06521739130434782,-0.15777191650984548,-0.17753175227604812,1.907387225829541e-07,2.902545778436258e-07,True
human_vs_mistral,informal,human_like,pos_proportions,pos_ADV,1149,0.10344827586206896,0.12698412698412698,0.2550109181224549,0.3254974278450043,1.3641805521905738e-21,2.8086070192158872e-21,True
human_vs_mistral,informal,human_like,pos_proportions,pos_AUX,1149,0.05263157894736842,0.0673076923076923,0.31715071528138256,0.40584284408045224,1.101719214444257e-32,2.5706781670365994e-32,True
human_vs_mistral,informal,human_like,pos_proportions,pos_CCONJ,1149,0.02702702702702703,0.05042016806722689,0.6360658311729305,0.6748540467506858,3.6907609975700026e-87,1.5197251166464717e-86,True
human_vs_mistral,informal,human_like,pos_proportions,pos_DET,1149,0.031914893617021274,0.03296703296703297,-0.07214762913805124,0.003292284845682904,0.9235262659801867,0.9369107046175807,False
human_vs_mistral,informal,human_like,pos_proportions,pos_INTJ,1149,0.0,0.0,-0.026409912028165797,0.26531280094994997,7.758115142239146e-07,1.1313917915765421e-06,True
human_vs_mistral,informal,human_like,pos_proportions,pos_NOUN,1149,0.15217391304347827,0.11797752808988764,-0.49881433457503416,-0.5730357863071357,1.7972741361694447e-63,6.290459476593056e-63,True
human_vs_mistral,informal,human_like,pos_proportions,pos_NUM,1149,0.0,0.0,-0.24751810166988988,-0.4365351843385012,5.626979063765795e-17,1.0365487749042253e-16,True
human_vs_mistral,informal,human_like,pos_proportions,pos_PART,1149,0.019230769230769232,0.03125,0.22716802086884003,0.34072454007990727,7.754398029813036e-23,1.6448723093542804e-22,True
human_vs_mistral,informal,human_like,pos_proportions,pos_PRON,1149,0.11290322580645161,0.12903225806451613,0.22532350980123206,0.3018816159491529,8.87819118349748e-19,1.7263149523467323e-18,True
human_vs_mistral,informal,human_like,pos_proportions,pos_PROPN,1149,0.0,0.004424778761061947,-0.24161068680737913,-0.2669501535553981,2.603448239329941e-10,4.4449116281242895e-10,True
human_vs_mistral,informal,human_like,pos_proportions,pos_PUNCT,1149,0.10526315789473684,0.11818181818181818,0.06227149474065506,0.19579785472783112,9.246259875217524e-09,1.5052050959656434e-08,True
human_vs_mistral,informal,human_like,pos_proportions,pos_SCONJ,1149,0.02127659574468085,0.03773584905660377,0.36216599051340076,0.45298853301700276,1.5885218113130683e-39,4.425033378750801e-39,True
human_vs_mistral,informal,human_like,pos_proportions,pos_SYM,1149,0.0,0.0,-0.14591328043737387,-0.5019239373601789,1.0676211774890588e-07,1.660744053871869e-07,True
human_vs_mistral,informal,human_like,pos_proportions,pos_VERB,1149,0.11818181818181818,0.11363636363636363,-0.0384117352686039,-0.0773203235831088,0.023310891213428442,0.027656989575254084,True
human_vs_mistral,informal,human_like,pos_proportions,pos_X,1149,0.0,0.0,0.0,0.0,1.0,1.0,False
mistral_vs_gpt,informal,human_like,stylometric_surface,bigram_repetition_rate,1149,0.05263157894736842,0.025210084033613446,-0.7369551584798086,-0.7702602704146391,4.356200912841642e-109,1.793729787640676e-108,True
mistral_vs_gpt,informal,human_like,stylometric_surface,function_word_rate,1149,0.578125,0.47619047619047616,-1.771024484706406,-0.9851802658272759,7.906429886717148e-184,5.5345009207020033e-182,True
mistral_vs_gpt,informal,human_like,stylometric_surface,mattr,1149,0.6774193548387096,0.7661224489795919,1.3454331651702836,0.9312657509365422,1.280070489691791e-164,2.2401233569606342e-163,True
mistral_vs_gpt,informal,human_like,stylometric_surface,mtld,1149,72.2995983935743,118.81,1.357960231249519,0.961448518560563,2.504482864129899e-175,8.765690024454648e-174,True
mistral_vs_gpt,informal,human_like,stylometric_surface,punct_colon,1149,0.0,0.8130081300813008,1.1227879521985096,0.9427576834573379,1.3201515017943367e-135,8.400964102327599e-135,True
mistral_vs_gpt,informal,human_like,stylometric_surface,punct_comma,1149,3.525641025641026,3.8095238095238093,0.1727671969721748,0.15958408403823252,2.932382195214408e-06,4.1053350733001715e-06,True
mistral_vs_gpt,informal,human_like,stylometric_surface,punct_dash,1149,0.0,0.37593984962406013,0.3188600262233183,0.4115166984260182,1.0888904016841368e-24,2.0600629221051237e-24,True
mistral_vs_gpt,informal,human_like,stylometric_surface,punct_ellipsis,1149,0.0,0.0,-0.25143298861222985,-1.0,3.6605093764008064e-15,5.82353764427401e-15,True
mistral_vs_gpt,informal,human_like,stylometric_surface,punct_exclaim,1149,0.5102040816326531,0.0,-0.830578716106272,-0.977012236464017,1.5625215742962958e-104,5.756658431617932e-104,True
mistral_vs_gpt,informal,human_like,stylometric_surface,punct_period,1149,4.395604395604396,4.040404040404041,-0.2722031293226076,-0.29909261852613545,1.7196544727645804e-18,3.0093953273380153e-18,True
mistral_vs_gpt,informal,human_like,stylometric_surface,punct_question,1149,0.0,0.0,-0.4422985590831882,-0.666238083135238,8.758976315562443e-48,1.9160260690292844e-47,True
mistral_vs_gpt,informal,human_like,stylometric_surface,punct_semicolon,1149,0.0,0.0,0.10113021572001293,1.0,0.0014737808438751421,0.0018757210740229081,True
mistral_vs_gpt,informal,human_like,stylometric_surface,trigram_repetition_rate,1149,0.010256410256410256,0.0,-0.5471495998395507,-0.8539556162918511,1.3450161911696185e-99,4.483387303898729e-99,True
mistral_vs_gpt,informal,human_like,stylometric_surface,ttr,1149,0.6464646464646465,0.6684491978609626,0.44455836596326265,0.46292655238960156,4.4407505633094824e-42,8.881501126618965e-42,True
mistral_vs_gpt,informal,human_like,syntactic_complexity,dep_distance_mean,1149,3.3435897435897437,3.7468354430379747,0.7535969013587936,0.7869996594392099,3.8603003679115824e-118,1.8014735050254054e-117,True
mistral_vs_gpt,informal,human_like,syntactic_complexity,n_sentences,1149,8.0,10.0,0.4798450948115863,0.5180087652439025,5.741790080708772e-47,1.217955471665497e-46,True
mistral_vs_gpt,informal,human_like,syntactic_complexity,subordinate_clause_rate,1149,1.1428571428571428,1.1666666666666667,0.060705596624477845,0.024587184505470608,0.47559721331821414,0.5121816143426922,False
mistral_vs_gpt,informal,human_like,syntactic_complexity,tree_depth_max,1149,5.0,6.0,0.48273074133969546,0.5766226395624806,1.2713717695346165e-51,2.966534128914105e-51,True
mistral_vs_gpt,informal,human_like,syntactic_complexity,tree_depth_mean,1149,3.3,4.0,0.7439837247662063,0.727142039709352,2.056915533346065e-99,6.544731242464753e-99,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,booster_count,1149,1.0,1.0,0.19544813207765535,0.2794944370271473,8.231205145844579e-12,1.2525746961067838e-11,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,booster_rate,1149,0.6211180124223602,0.591715976331361,-0.074180735645861,-0.08059979408092181,0.03095541295553967,0.037359981153237534,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,discourse_particle_count,1149,3.0,2.0,-0.4571114637447456,-0.5221165852483077,5.869970033778724e-45,1.208523242248561e-44,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,discourse_particle_rate,1149,2.459016393442623,0.954653937947494,-0.723695615336637,-0.7155432035882245,5.486772949718885e-94,1.6003087770013413e-93,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,epistemic_count,1149,0.0,0.0,-0.043824670356255285,-0.04279013553566804,0.3465354162718488,0.38503935141316536,False
mistral_vs_gpt,informal,human_like,pragmatic_markers,epistemic_rate,1149,0.0,0.0,-0.2309959931561815,-0.3502214982419198,6.537546926911981e-16,1.1161665484971673e-15,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,hedge_count,1149,8.0,8.0,-0.1210317423555083,-0.13350168050788683,0.0001610142075907502,0.00021266027417646255,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,hedge_formal_count,1149,0.0,0.0,0.23918000010465812,0.7450505625979206,4.062157888986053e-15,6.318912271756082e-15,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,hedge_formal_rate,1149,0.0,0.0,0.17126371629551332,0.5913832813981845,1.6487516447340205e-08,2.355359492477172e-08,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,hedge_informal_count,1149,2.0,4.0,0.5947615528575363,0.6596993317046057,2.9575895296884297e-71,7.667824706599633e-71,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,hedge_informal_rate,1149,1.694915254237288,2.0547945205479454,0.1790374785957641,0.21952566243904825,1.2856419757219976e-10,1.9147859212880816e-10,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,hedge_neutral_count,1149,6.0,4.0,-0.5748224660437469,-0.6239444460169643,1.0268939153297135e-67,2.5672347883242837e-67,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,hedge_neutral_rate,1149,5.084745762711864,2.097902097902098,-1.15046439349561,-0.8977593418978156,7.225505323302757e-153,7.225505323302757e-152,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,hedge_rate,1149,6.995884773662551,4.4534412955465585,-0.8093412284056195,-0.7643208005127753,2.3785661495057618e-111,1.0406226904087709e-110,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,n_alpha_tokens,1149,111.0,184.0,0.899294256251493,0.8398107416958169,1.8970023952165133e-133,1.0214628281935072e-132,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,negation_count,1149,2.0,3.0,0.3620526036425861,0.4419196579434907,1.510509842066104e-31,2.937102470684091e-31,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,negation_rate,1149,1.9607843137254901,1.6666666666666667,-0.20434004574546732,-0.21026411831535344,1.757660866249789e-09,2.563255429947609e-09,True
mistral_vs_gpt,informal,human_like,pragmatic_markers,negation_sentence_rate,1149,0.25,0.25,0.025619648588306756,0.020095999543029323,0.5712362353027473,0.6058566131998835,False
mistral_vs_gpt,informal,human_like,ner,ner_EVN_rate,1149,0.0,0.0,0.039906632043010704,0.28654970760233917,0.2859220695061908,0.32281523976505416,False
mistral_vs_gpt,informal,human_like,ner,ner_LOC_rate,1149,0.0,0.0,0.04815940273639714,0.12484848484848485,0.03640487280786615,0.04319222197543441,True
mistral_vs_gpt,informal,human_like,ner,ner_MSR_rate,1149,0.0,0.0,-0.11701846672589211,-0.9525691699604744,9.139527205410475e-05,0.00012303209699591024,True
mistral_vs_gpt,informal,human_like,ner,ner_OBJ_rate,1149,0.0,0.0,0.003215360690525966,-0.016666666666666666,0.9547075542182767,0.968543895583759,False
mistral_vs_gpt,informal,human_like,ner,ner_ORG_rate,1149,0.0,0.0,-0.019147840750531747,-0.06213242269019161,0.3934753230524115,0.4303636345885751,False
mistral_vs_gpt,informal,human_like,ner,ner_PRS_rate,1149,0.0,0.0,0.05246753104127332,0.10267880500183121,0.13923960991746565,0.1597831589216819,False
mistral_vs_gpt,informal,human_like,ner,ner_TME_rate,1149,0.0,0.0,-0.10055524931646243,-0.5576441102756893,0.0002834453190386171,0.0003674291172722814,True
mistral_vs_gpt,informal,human_like,ner,ner_WRK_rate,1149,0.0,0.0,-0.012557039938931622,-0.0735930735930736,0.7676577617530682,0.7902359312163938,False
mistral_vs_gpt,informal,human_like,ner,ner_total_rate,1149,0.0,0.0,0.011854025606242907,0.023375812993496052,0.6070182511411638,0.6341981728340518,False
mistral_vs_gpt,informal,human_like,textstat,char_count,1149,613.0,1083.0,0.9879715815401724,0.9020410943353389,1.4161372472501344e-154,1.6521601217918234e-153,True
mistral_vs_gpt,informal,human_like,textstat,rough_syllable_count_sv,1149,175.0,307.0,0.9730422934031034,0.8906593523227287,1.2735187845931414e-150,1.1143289365189986e-149,True
mistral_vs_gpt,informal,human_like,textstat,textstat_flesch_kincaid_grade,1149,7.001286549707604,9.017755905511816,0.962289895000688,0.8414194436610536,1.2109711034929493e-134,7.063998103708871e-134,True
mistral_vs_gpt,informal,human_like,textstat,textstat_flesch_reading_ease,1149,74.96474576271189,64.5448982360923,-1.0835109126681994,-0.878667406592007,1.203501744317274e-146,9.360569122467686e-146,True
mistral_vs_gpt,informal,human_like,textstat,textstat_gunning_fog,1149,9.316666666666668,11.11304347826087,0.7644189098877939,0.7345578491219451,4.389829246495192e-103,1.5364402362733171e-102,True
mistral_vs_gpt,informal,human_like,textstat,textstat_smog_index,1149,8.841846274778883,10.290406445055957,0.7112142809851724,0.7116022463863709,3.3013229999517234e-95,1.0047504782461767e-94,True
mistral_vs_gpt,informal,human_like,textstat,word_count,1149,113.0,186.0,0.8910490086352477,0.8378153973891784,1.3520727082879371e-132,6.760363541439686e-132,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_ADJ,1149,0.07272727272727272,0.06944444444444445,-0.08733038064315396,-0.09771602374203286,0.004164988418420966,0.005114898057709958,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_ADP,1149,0.06521739130434782,0.06432748538011696,-0.06605341713228996,-0.0664644001904398,0.0510955787845507,0.059611508581975815,False
mistral_vs_gpt,informal,human_like,pos_proportions,pos_ADV,1149,0.12698412698412698,0.11560693641618497,-0.22070533760677355,-0.2708902047752959,2.021533381104806e-15,3.290868294821778e-15,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_AUX,1149,0.0673076923076923,0.04868913857677903,-0.8059785453804673,-0.7472819565659848,1.5827111293532734e-106,6.154987725262731e-106,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_CCONJ,1149,0.05042016806722689,0.045112781954887216,-0.3082648710062598,-0.3382116774510917,3.065334835009528e-23,5.501883037196588e-23,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_DET,1149,0.03296703296703297,0.022900763358778626,-0.46950336185882485,-0.5010336824747305,8.748597118017842e-49,1.9754896718104803e-48,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_INTJ,1149,0.0,0.0,-0.13914046325171725,-0.17963034270311898,8.682671637212395e-05,0.000119173924432327,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_NOUN,1149,0.11797752808988764,0.16551724137931034,1.355824435287806,0.9345090261794077,1.3040878140166982e-165,3.0428715660389624e-164,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_NUM,1149,0.0,0.004081632653061225,0.48878642973236186,0.7035362181523234,3.1895341654867764e-62,7.698875571864633e-62,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_PART,1149,0.03125,0.020242914979757085,-0.6072552237391924,-0.6235958635371264,6.178078192289488e-74,1.663328744077939e-73,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_PRON,1149,0.12903225806451613,0.08870967741935484,-1.1136847346861463,-0.8769758201839029,3.2458569235322343e-146,2.2720998464725638e-145,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_PROPN,1149,0.004424778761061947,0.006389776357827476,0.3147233897267118,0.39208711609820773,2.1371456718301428e-23,3.936847290213421e-23,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_PUNCT,1149,0.11818181818181818,0.14484679665738162,0.6330007902223393,0.6644298564046793,1.2840133044395807e-84,3.5952372524308257e-84,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_SCONJ,1149,0.03773584905660377,0.033582089552238806,-0.2193197493168161,-0.27429077472745594,9.268207131526939e-16,1.544701188587823e-15,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_SYM,1149,0.0,0.015625,1.255530317631316,0.9957722277722277,7.91488094671125e-164,1.1080833325395748e-162,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_VERB,1149,0.11363636363636363,0.11229946524064172,-0.07031173011672746,-0.09873393068799251,0.003788729497491683,0.004735911871864604,True
mistral_vs_gpt,informal,human_like,pos_proportions,pos_X,1149,0.0,0.0,0.0,0.0,1.0,1.0,False
human_vs_gpt,informal,detector_evasive,stylometric_surface,bigram_repetition_rate,1149,0.0,0.014388489208633094,0.22409795338547234,0.40686758775383586,1.5430335801882783e-26,3.600411687105983e-26,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,function_word_rate,1149,0.5,0.4444444444444444,-0.2594098747695035,-0.43369432777084044,3.8214530502410465e-37,1.2159168796221512e-36,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,mattr,1149,0.8823529411764706,0.7837837837837838,-0.582843549690301,-0.6652577252138138,9.431287416378184e-85,5.078385531895945e-84,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,mtld,963,71.68,127.76400000000002,0.7983427756553014,0.8063106733366942,3.5333822485578575e-104,2.748186193322778e-103,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,punct_colon,1149,0.0,0.0,-0.15576147872408672,-0.6257921419518377,1.400754981206477e-18,2.6500769914717133e-18,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,punct_comma,1149,1.7699115044247788,1.2820512820512822,-0.22565750934414827,-0.21099656770999456,7.73906481494432e-09,1.2038545267691164e-08,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,punct_dash,1149,0.0,0.0,0.1667142968983431,0.9507002801120448,3.780352136509996e-14,6.785247424505121e-14,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,punct_ellipsis,1149,0.0,0.3597122302158273,0.014914143033616272,0.5408439445479861,3.0878493138823793e-34,9.397802259642024e-34,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,punct_exclaim,1149,0.0,0.0,-0.15842460868602973,-0.9738819320214669,8.159210294787735e-22,1.730741577682247e-21,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,punct_period,1149,6.0,11.504424778761063,0.19976620485222793,0.631260461315536,1.4533659148845295e-76,7.266829574422648e-76,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,punct_question,1149,0.0,0.5347593582887701,-0.19618492650471006,8.067378747297428e-05,0.9982986461898586,1.0,False
human_vs_gpt,informal,detector_evasive,stylometric_surface,punct_semicolon,1149,0.0,0.0,-0.11592348823928547,-1.0,8.256460831710365e-06,1.2296856557866503e-05,True
human_vs_gpt,informal,detector_evasive,stylometric_surface,trigram_repetition_rate,1149,0.0,0.0,-0.0464798554206118,0.09036604536267685,0.13460987061891866,0.1597066261580391,False
human_vs_gpt,informal,detector_evasive,stylometric_surface,ttr,1149,0.8823529411764706,0.717391304347826,-0.8853820471186772,-0.8334999414209007,6.236549311964703e-132,6.236549311964703e-131,True
human_vs_gpt,informal,detector_evasive,syntactic_complexity,dep_distance_mean,1149,2.9705882352941178,2.6485148514851486,-0.29542519578051163,-0.38635637794679684,7.926443238028829e-30,2.134042410238531e-29,True
human_vs_gpt,informal,detector_evasive,syntactic_complexity,n_sentences,1149,3.0,21.0,1.6199164405590978,0.995493213192926,2.2446039880382396e-187,1.5712227916267676e-185,True
human_vs_gpt,informal,detector_evasive,syntactic_complexity,subordinate_clause_rate,1149,0.75,0.3333333333333333,-0.5952391237281988,-0.6260002849108725,1.2749869854196532e-74,5.949939265291715e-74,True
human_vs_gpt,informal,detector_evasive,syntactic_complexity,tree_depth_max,1149,4.0,5.0,0.26889270656364994,0.3415743206877993,4.094051087210778e-20,8.188102174421556e-20,True
human_vs_gpt,informal,detector_evasive,syntactic_complexity,tree_depth_mean,1149,3.0,2.3333333333333335,-0.5960932975686503,-0.6193568902401191,5.061490665581548e-73,2.084143215239461e-72,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,booster_count,1149,0.0,0.0,-0.12660207741722534,-0.2137909907030022,8.177792817742768e-05,0.00011682561168203955,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,booster_rate,1149,0.0,0.0,-0.21666985478706982,-0.5294948068972471,4.278396435002686e-21,8.80846324853494e-21,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,discourse_particle_count,1149,0.0,0.0,-0.01993285117317244,-0.008534988356747228,0.8477440950350217,0.872677744888993,False
human_vs_gpt,informal,detector_evasive,pragmatic_markers,discourse_particle_rate,1149,0.0,0.0,-0.3621866013977819,-0.5047244212210237,3.0027890999717537e-32,8.40780947992091e-32,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,epistemic_count,1149,0.0,0.0,0.01829532417292864,0.045511177977855616,0.39309333321373174,0.4367703702374797,False
human_vs_gpt,informal,detector_evasive,pragmatic_markers,epistemic_rate,1149,0.0,0.0,-0.21455111512030742,-0.3219441676922776,3.0125351460842524e-09,4.792669550588584e-09,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,hedge_count,1149,1.0,4.0,0.7967132570406442,0.8050697406170676,5.144960516530841e-113,4.501840451964486e-112,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,hedge_formal_count,1149,0.0,0.0,0.0973571609444466,0.37407407407407406,0.0010074734177836252,0.0013828066518598776,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,hedge_formal_rate,1149,0.0,0.0,-0.03405464163668634,0.05480277024992472,0.6683174663976152,0.7197265022743549,False
human_vs_gpt,informal,detector_evasive,pragmatic_markers,hedge_informal_count,1149,0.0,1.0,0.7315148198478585,0.7900762783784191,7.580701702086096e-96,5.3064911914602675e-95,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,hedge_informal_rate,1149,0.0,1.0582010582010581,0.0018596214748263454,0.24216789543275627,4.2870826772965025e-11,7.319409449042809e-11,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,hedge_neutral_count,1149,1.0,2.0,0.5526390663592121,0.6844728157605253,3.849035932745905e-73,1.6839532205763335e-72,True
human_vs_gpt,informal,detector_evasive,pragmatic_markers,hedge_neutral_rate,1149,1.1235955056179776,1.5037593984962405,-0.21234814874374888,-0.14347079999253912,6.381419965785558e-05,9.306237450103939e-05,True
