row,condition,abstract
58,human_like,"Skicka gärna uppsatsens titel och nyckelord. Just nu ser jag endast ”Andersson, Caroline, nan”, vilket inte räcker för att skapa en sakligt korrekt sammanfattning.

När du skickar underlaget kan jag skriva en naturlig och akademiskt formulerad sammanfattning i kandidatuppsatsstil, med egna ord. Jag kan däremot inte garantera hur texten bedöms av verktyg som försöker identifiera AI-genererat innehåll."
58,baseline,"Jag behöver själva titeln och nyckelorden för att kunna skriva en korrekt sammanfattning. Det du har angett – ”Andersson, Caroline, nan” – verkar endast innehålla författarens namn, medan ”nan” sannolikt betyder att uppgifter saknas.

Skicka gärna titeln och nyckelorden, så formulerar jag en sammanfattning i kandidatuppsatsstil med egna ord."
57,baseline,"Sammanfattning

Denna kandidatuppsats behandlar organiserat samarbete mellan lärare och andra yrkesgrupper inom IKT-baserad distansundervisning på högskolenivå. Syftet är att belysa hur teamarbete och kollegiala nätverk kan organiseras för att stödja planering, genomförande och utveckling av distanskurser. Särskild uppmärksamhet riktas mot samspelet mellan lärare, administratörer och teknikpedagoger samt hur ansvar, kompetenser och arbetsuppgifter fördelas inom teamet.

I distansundervisning ställs krav på såväl pedagogisk som teknisk och administrativ samordning. Ett fungerande samarbete kan därför vara betydelsefullt för kursens struktur, kommunikationen med studenterna och användningen av digitala verktyg. Samtidigt kan otydliga roller, bristande kommunikation och begränsade möjligheter till gemensam planering försvåra arbetet. Uppsatsen diskuterar hur organiserade arbetsformer, återkommande möten och gemensamma mål kan bidra till en mer sammanhållen distanskurs.

Sammanfattningsvis framställs organiserat teamarbete som en central förutsättning för att utveckla kvaliteten i IKT-baserad högskoleundervisning. Genom att kombinera pedagogisk, teknisk och administrativ kompetens kan lärosäten skapa hållbara strukturer för samarbete och stärka både lärarnas arbete och studenternas förutsättningar för lärande.

Nyckelord: administratör, distanskurs, distansundervisning, högskoleundervisning, IKT, lärare, nätverk, organiserat teamarbete, samarbete, team, teknikpedagog."
56,human_like,"Sammanfattning

Denna kandidatuppsats undersöker vilka faktorer som påverkar föräldrars uttag av föräldraledighet och i vilken utsträckning besluten grundas på faktiska omständigheter respektive föreställningar om kön, ekonomi och föräldraskap. Särskild uppmärksamhet riktas mot hur föräldrar resonerar kring arbetsliv, inkomstskillnader och ansvarsfördelning i familjen.

Studiens resultat visar att fördelningen av föräldraledigheten formas genom ett samspel mellan ekonomiska villkor, arbetsrelaterade förutsättningar och sociala normer. Skillnader i lön och anställningstrygghet lyfts ofta fram som avgörande, men besluten påverkas också av antaganden om vem som är mest lämpad att vara hemma med barnet och vems arbete som bör prioriteras. Föreställningar om moderskap och faderskap kan därmed få betydelse även när föräldrarna beskriver sina val som praktiska eller ekonomiskt rationella.

Analysen visar vidare att gränsen mellan faktiska förhållanden och föreställningar inte alltid är tydlig. Ekonomiska argument kan vara nära sammanflätade med etablerade könsroller, samtidigt som normer får konkreta konsekvenser för individens ställning på arbetsmarknaden och ansvar i hemmet. Uppsatsens slutsats är därför att uttaget av föräldraledighet varken kan förstås som ett helt fritt individuellt val eller som enbart styrt av ekonomiska faktorer. Besluten behöver i stället ses i relation till de strukturer, normer och vardagliga villkor som omger familjen.

Nyckelord: föräldraledighet, föräldraskap, könsroller, jämställdhet, arbetsliv, ekonomi, sociala normer."
57,human_like,"Sammanfattning

Denna studie behandlar organiserat samarbete mellan lärare och andra yrkesgrupper inom IKT-baserad distansundervisning i högskolan. Syftet är att belysa hur lärare, administratörer och teknikpedagoger samverkar vid planering, genomförande och utveckling av distanskurser. Särskild uppmärksamhet riktas mot hur ansvar fördelas inom team, hur kommunikationen organiseras och vilken betydelse professionella nätverk har för undervisningens kvalitet.

Studien visar att välfungerande distansundervisning inte enbart är beroende av lärarens ämneskunskaper eller tillgången till digital teknik. En central förutsättning är även att samarbetet mellan olika yrkesroller är tydligt organiserat. Regelbundna möten, gemensam planering och en klar ansvarsfördelning skapar bättre möjligheter att hantera såväl pedagogiska som tekniska och administrativa frågor. Teknikpedagogen kan fungera som en länk mellan undervisning och teknik, medan administratören bidrar till struktur och kontinuitet i kursens praktiska delar.

Samtidigt kan samarbetet försvåras av otydliga roller, begränsad tid och bristande kommunikation. När arbetet huvudsakligen bygger på enskilda medarbetares initiativ finns en risk att kunskap och erfarenheter inte tas till vara på ett systematiskt sätt. Organiserat teamarbete och stabila nätverk framstår därför som betydelsefulla för att minska sårbarheten och skapa långsiktigt hållbara distanskurser. Sammantaget understryker studien vikten av att högskolor betraktar IKT-baserad distansundervisning som ett gemensamt ansvar, där pedagogiska, tekniska och administrativa kompetenser behöver samordnas.

Nyckelord: administratör, distanskurs, distansundervisning, högskoleundervisning, IKT, lärare, nätverk, organiserat teamarbete, samarbete, team, teknikpedagog."
57,detector_evasive,"Sammanfattning

Denna kandidatuppsats handlar om organiserat samarbete mellan lärare och kollegor inom IKT-baserad distansundervisning. Syftet är att undersöka hur lärare, administratör och teknikpedagog samarbetar när de planerar och genomför en distanskurs inom högskoleundervisning. Studien tar också upp hur ansvar och uppgifter fördelas i ett team.

Resultatet visar att organiserat teamarbete ger stöd åt lärare i deras arbete med distansundervisning. Ett tydligt team gör det lättare att planera kursens innehåll och använda digital teknik. En administratör arbetar främst med kursens praktiska delar. En teknikpedagog ger stöd i tekniska och pedagogiska frågor. Lärare ansvarar för undervisning, återkoppling och kontakt med studenter.

Samarbete sker genom möten, gemensam planering och löpande kontakt i ett nätverk. Tydliga roller och fasta rutiner stärker detta samarbete. När ansvar är oklart ökar risken för dubbelarbete och problem med information. Organiserat samarbete kräver därför tid och stöd från högskolans ledning.

Uppsatsen visar att en distanskurs inte enbart bygger på lärarens arbete. IKT-baserad distansundervisning kräver ett team där flera yrkesroller bidrar. Organiserat teamarbete skapar bättre villkor för både lärare och studenter inom högskoleundervisning.

Nyckelord: Administratör, Distanskurs, Distansundervisning, Högskoleundervisning, Lärare, Nätverk, Organiserat teamarbete, Samarbete, Team, Teknikpedagog."
59,baseline,"Sammanfattning

Denna kandidatuppsats behandlar förskolepersonalens uppfattningar om måltidernas innehåll samt deras möjligheter att påverka vilka livsmedel och maträtter som serveras i förskolan. Syftet är att belysa personalens erfarenheter av måltidsplanering, delaktighet och samarbete med kökspersonal och ledning. Studien uppmärksammar även faktorer som kan begränsa inflytandet, exempelvis ekonomiska ramar, centralt fastställda menyer, näringsrekommendationer och organisatoriska förutsättningar. Förskolans måltider framställs som betydelsefulla för barns hälsa, matvanor och lärande. Personalens kunskap om barnens behov och önskemål kan därför vara en viktig resurs i utformningen av måltiderna. Sammanfattningsvis belyser uppsatsen betydelsen av tydlig kommunikation, fungerande samarbete och reella möjligheter till delaktighet för att skapa näringsrika, varierade och pedagogiskt genomtänkta måltider i förskolan.

Nyckelord: förskola, måltider, personalens uppfattningar, delaktighet, inflytande, måltidsplanering, barns matvanor."
58,detector_evasive,"Jag behöver uppsatsens titel och nyckelord för att kunna skriva en korrekt sammanfattning. Det enda underlag som anges är:

Författare: Caroline Andersson  
Titel/nyckelord: saknas, angivet som ”nan”

Skicka titeln och nyckelorden, så skriver jag en kort sammanfattning i kandidatuppsatsstil. Jag kan anpassa språket efter dina stilkrav, men inte hjälpa till att kringgå system för AI-detektering."
56,detector_evasive,"Sammanfattning

Denna uppsats undersöker vad som styr uttaget av föräldraledighet. Syftet är att studera vilken roll föreställningar och faktiska förhållanden har när föräldrar delar på ledigheten. Sverige införde en könsneutral föräldraförsäkring 1974. Trots flera reformer tar kvinnor fortfarande ut en större del av föräldraledigheten än män.

Analysen fokuserar på föreställningar om kön, moderskap och faderskap. Den tar också upp faktiska förhållanden som inkomst, anställningsform, arbetsvillkor och familjens ekonomi. Resultatet visar att dessa delar hänger nära samman. Skillnader i inkomst påverkar ofta hur föräldrar delar på ledigheten. Samtidigt påverkar föreställningar om vem som bör vara hemma hur föräldrar tolkar familjens ekonomiska läge. Arbetsplatsens krav och chefens syn på föräldraledighet får också betydelse.

Uppsatsen visar att uttaget av föräldraledighet inte enbart styrs av fria och enskilda val. Föräldrar fattar beslut inom ramar som formas av ekonomi, arbetsliv och föreställningar om kön. Föreställningar och faktiska förhållanden förstärker ofta varandra. För att uttaget av föräldraledighet ska bli mer jämnt krävs därför både ekonomiska reformer och förändrade föreställningar om föräldrars ansvar.

Nyckelord: föräldraledighet, uttag av föräldraledighet, föreställningar, faktiska förhållanden, kön, moderskap, faderskap, arbetsliv, ekonomi, föräldraförsäkring"
59,human_like,"Sammanfattning

Måltiderna i förskolan har betydelse för barns hälsa, välbefinnande och möjligheter att utveckla goda matvanor. Syftet med denna studie är att undersöka hur personal i förskolan uppfattar måltidernas innehåll samt vilka möjligheter de anser sig ha att påverka planering, utformning och servering av maten. Studien belyser även hur kommunikationen mellan förskolans personal, kökspersonal och ansvariga beslutsfattare påverkar personalens upplevda delaktighet.

Resultatet visar att personalen betraktar måltiderna som en viktig del av förskolans vardag och pedagogiska verksamhet. Samtidigt varierar möjligheten att påverka måltidernas innehåll. Faktorer som ansvarsfördelning, ekonomiska ramar, upphandlade livsmedel och rutiner inom organisationen kan begränsa inflytandet. Personalen upplever dock att synpunkter och önskemål ibland kan framföras genom dialog med köket, exempelvis när det gäller barnens behov, maträtternas variation och anpassningar vid allergier eller särskilda kostbehov. En fungerande kommunikation och ett nära samarbete framstår därför som betydelsefullt för att skapa måltider som både är näringsrika och uppskattade av barnen.

Slutsatsen är att personalens kunskap om barngruppen utgör en viktig resurs i arbetet med förskolans måltider. Ett ökat inflytande och tydligare former för samverkan kan bidra till högre kvalitet, större delaktighet och en mer positiv måltidsmiljö.

Nyckelord: förskola, måltider, personal, inflytande, delaktighet, samverkan, måltidsmiljö."
60,baseline,"Sammanfattning

Denna uppsats undersöker vilka faktorer som påverkar möjligheterna för en gerillarörelse att nå framgång. Studien genomförs som en jämförande fallstudie av gerillakrigföringen i Malaysia och Algeriet, två konflikter som utvecklades på olika sätt trots flera gemensamma drag. Analysen omfattar såväl militära som politiska, sociala och geografiska förhållanden.

Resultatet visar att gerillakrigföringens utgång inte enbart avgörs på slagfältet. Befolkningens stöd, rörelsens politiska legitimitet, organisatoriska sammanhållning och förmåga att anpassa strategin framstår som centrala framgångsfaktorer. Även tillgången till externa resurser samt motståndarens politiska uthållighet och val av motåtgärder har stor betydelse. I Malaysia kunde gerillan i hög grad isoleras från befolkningen genom en kombination av militära, politiska och administrativa åtgärder. I Algeriet lyckades befrielserörelsen däremot förena väpnad kamp med politisk mobilisering och därigenom öka kostnaderna för den franska kolonialmakten.

Uppsatsen drar slutsatsen att framgångsrik gerillakrigföring kräver ett samspel mellan militära insatser och en bredare politisk strategi. Gerillans viktigaste styrka ligger därför inte främst i dess militära kapacitet, utan i förmågan att vinna legitimitet, mobilisera stöd och undergräva motståndarens vilja att fortsätta konflikten."
60,human_like,"Sammanfattning

Denna uppsats undersöker vilka faktorer som har betydelse för framgång i gerillakrigföring. Studien genomförs som en jämförande fallstudie av konflikterna i Malaysia och Algeriet, där såväl gerillarörelsernas agerande som motståndarsidans strategier analyseras. Fallen har valts eftersom de uppvisar både likheter och tydliga skillnader när det gäller politiska förutsättningar, militär organisation och konfliktens slutliga utgång.

Analysen visar att militära insatser sällan är tillräckliga för att nå varaktig framgång i en gerillakonflikt. Avgörande faktorer är i stället förmågan att vinna eller behålla befolkningens stöd, skapa fungerande underrättelser samt samordna militära, politiska och civila åtgärder. Även tydliga politiska mål, anpassning till lokala förhållanden och förmågan att begränsa gerillans tillgång till rekryter, försörjning och externa stödresurser framstår som centrala.

Jämförelsen visar samtidigt att taktiska och operativa framgångar inte nödvändigtvis leder till strategisk seger. I Malaysia bidrog en sammanhållen politisk och militär strategi till att gerillan isolerades från befolkningen. I Algeriet kunde den franska sidan uppnå betydande militära resultat, men dessa kunde inte omvandlas till en långsiktigt hållbar politisk lösning. Uppsatsens slutsats är därför att framgång i gerillakrigföring främst avgörs av hur väl militära åtgärder förenas med politisk legitimitet, folkligt stöd och en realistisk strategi för konfliktens avslutning.

Nyckelord: krigföring, gerillakrigföring, Malaysia, Algeriet, framgångsfaktorer, jämförande fallstudie."
59,detector_evasive,"Sammanfattning

Syftet med studien är att undersöka personalens uppfattning om måltidernas innehåll i en förskola. Studien belyser även personalens möjlighet att påverka vilka måltider som serveras. Särskilt fokus ligger på samarbete mellan förskollärare, barnskötare, kökspersonal och rektor.

Studien utgår från kvalitativa intervjuer med personal i förskolan. Resultatet visar att personalen ser måltiderna som en viktig del av barnens dag. Måltidernas innehåll påverkar barnens hälsa, lärande och vilja att prova ny mat. Personalen upplever samtidigt att deras möjlighet att påverka varierar. Kökspersonalen har ofta ett mer direkt inflytande över planering och tillagning. Förskollärare och barnskötare påverkar främst genom att lämna synpunkter och berätta hur barnen tar emot maten.

Resultatet visar också att tydliga möten och fasta rutiner stärker personalens möjlighet att påverka. Brist på tid och oklara roller begränsar inflytandet. Ekonomi, inköp och Livsmedelsverkets riktlinjer styr också måltidernas innehåll. Studien visar därför att ett nära samarbete mellan personal, kök och rektor är viktigt. När personalens erfarenheter tas till vara blir det lättare att planera måltider som barnen äter och som följer förskolans mål.

Nyckelord: förskola, personalens uppfattning, möjlighet att påverka, måltidernas innehåll, måltider, inflytande, samarbete."
61,baseline,"Sammanfattning

Denna uppsats behandlar legalitetsprincipens innebörd och funktion inom straffrätten och förvaltningsrätten. Syftet är att undersöka hur principen begränsar det allmännas maktutövning och bidrar till en förutsebar och rättssäker rättstillämpning. Särskild uppmärksamhet riktas mot analogiförbudet och retroaktivitetsförbudet, vilka utgör centrala delar av den straffrättsliga legalitetsprincipen. Dessa förbud innebär att straffansvar inte får grundas på en utvidgande analogisk tillämpning av straffbestämmelser och att en handling inte får bestraffas med stöd av regler som införts efter att handlingen begicks.

Uppsatsen belyser även legalitetsprincipens offentligrättsliga dimension. Inom förvaltningsrätten innebär principen att myndigheters åtgärder måste ha stöd i rättsordningen och hålla sig inom de befogenheter som lagstiftningen medger. Genom en rättsdogmatisk undersökning av lagstiftning, rättspraxis och juridisk litteratur analyseras likheter och skillnader mellan principens tillämpning inom de båda rättsområdena.

Analysen visar att legalitetsprincipen i såväl straffrätten som förvaltningsrätten syftar till att motverka godtycklig offentlig maktutövning. Principens närmare innebörd varierar emellertid beroende på rättsområde och vilken typ av ingripande som aktualiseras. Sammantaget framstår krav på lagstöd, tydlighet och förutsebarhet som grundläggande för en rättssäker tillämpning av både straffrättsliga och förvaltningsrättsliga regler.

Nyckelord: straffrätt, förvaltningsrätt, legalitetsprincipen, analogiförbud, retroaktivitetsförbud, rättssäkerhet."
60,detector_evasive,"Sammanfattning

Uppsatsen studerar framgångsfaktorer bakom gerillakrigföring. Syftet är att förklara varför gerillakrigföring lyckas i vissa fall men misslyckas i andra. Studien bygger på två fallstudier. Det första fallet är konflikten i Malaysia 1948 till 1960. Det andra är kriget i Algeriet 1954 till 1962.

Analysen utgår från teorier om gerillakrigföring och politisk krigföring. Mao Zedongs syn på folkets stöd används som en central grund. Faktorer som ledning, organisation, folkligt stöd, underrättelser, yttre stöd och politiska mål jämförs mellan fallen.

I Malaysia isolerades Malayan Communist Party från stora delar av befolkningen. Briggsplanen från 1950 samlade många kinesiska bybor i kontrollerade områden. När Gerald Templer blev brittisk högkommissarie 1952 bands militära insatser samman med reformer, polisarbete och bättre underrättelser. Gerillan förlorade därmed tillgång till mat, information och nya soldater.

I Algeriet lyckades Front de Libération Nationale, FLN, förena gerillakrigföring med en tydlig kamp för nationellt oberoende. FLN fick stöd från delar av befolkningen och byggde baser i Tunisien och Marocko. Slaget om Alger 1956 till 1957 visade att Frankrike kunde vinna militära strider. Frankrike kunde ändå inte lösa konfliktens politiska grund. Kriget skapade höga kostnader och stark internationell kritik. Évianavtalet 1962 ledde till Algeriets självständighet.

Resultatet visar att militär styrka inte ensam avgör utgången. Framgångsfaktorer bakom gerillakrigföring är folkligt stöd, politisk legitimitet, uthållig organisation och tillgång till yttre stöd. Motståndarens sätt att förena krigföring med politiska åtgärder har också stor betydelse.

Nyckelord: Krigföring, Gerillakrigföring, Malaysia, Algeriet, Fallstudier, Uppsatser, Chefsprogrammet, Chefsprogrammet 2002-2004."
62,baseline,"Sammanfattning

Denna kandidatuppsats behandlar hur ett företags marknadskommunikation kan utvecklas med hjälp av informationsteknik. Fokus ligger på företagets webbsida och produktblad samt på hur dessa kommunikationskanaler kan utformas för att förmedla ett tydligt, enhetligt och målgruppsanpassat budskap. Arbetet belyser särskilt användbarhet, navigation och informationsstruktur, eftersom dessa faktorer påverkar mottagarens möjligheter att hitta, förstå och använda information.

Vidare undersöks betydelsen av klarspråk och visuell formgivning i digitalt och tryckt marknadsmaterial. Genom att kombinera lättbegripliga texter med en konsekvent layout och en logisk struktur kan företaget skapa en mer tillgänglig och professionell kommunikation. Informationsteknik fungerar i detta sammanhang både som ett verktyg för informationsförmedling och som ett stöd för att anpassa kommunikationen efter användarnas behov.

Arbetet visar sammantaget att en genomtänkt webbsida och tydligt utformade produktblad kan stärka företagets budskap och underlätta kontakten med kunder och andra intressenter. En användarcentrerad struktur, tydlig navigation, klarspråk och enhetlig formgivning är därför centrala delar i utvecklingen av en effektiv marknadskommunikation."
61,human_like,"Sammanfattning

Denna uppsats behandlar legalitetsprincipens innebörd och funktion inom straffrätten och förvaltningsrätten. Principen utgör en grundläggande rättssäkerhetsgaranti och innebär i huvudsak att offentlig makt måste ha stöd i rättsordningen. Syftet med uppsatsen är att undersöka hur legalitetsprincipen kommer till uttryck inom de två rättsområdena samt att belysa vilka likheter och skillnader som finns i principens tillämpning.

Inom straffrätten innebär legalitetsprincipen att ingen får dömas för en gärning som inte var straffbelagd när den begicks. Principen omfattar bland annat ett förbud mot retroaktiv strafflagstiftning och ett förbud mot analogisk lagtillämpning till den tilltalades nackdel. Straffbestämmelser ska dessutom vara tillräckligt tydliga och förutsebara för att den enskilde ska kunna förstå vilka handlingar som är förbjudna och vilka rättsliga konsekvenser ett visst handlande kan medföra.

Även inom förvaltningsrätten begränsar legalitetsprincipen det allmännas maktutövning. Myndigheternas beslut och åtgärder måste vila på rättslig grund, särskilt när ett ingripande är betungande för den enskilde. Kravet på lagstöd varierar dock beroende på åtgärdens karaktär och hur ingripande den är. Den förvaltningsrättsliga tillämpningen är därför ofta mer situationsberoende än den straffrättsliga.

Undersökningen genomförs med en rättsdogmatisk metod, där lagstiftning, förarbeten, rättspraxis och juridisk litteratur analyseras. Uppsatsen visar att legalitetsprincipen har samma övergripande syfte inom båda rättsområdena: att motverka godtycklig maktutövning och stärka den enskildes rättssäkerhet. Samtidigt får analogiförbudet, retroaktivitetsförbudet och kravet på förutsebarhet en särskilt strikt betydelse inom straffrätten, eftersom straffrättsliga ingripanden kan få mycket långtgående konsekvenser för den enskilde.

Nyckelord: legalitetsprincipen, straffrätt, förvaltningsrätt, analogiförbud, retroaktivitetsförbud, rättssäkerhet."
62,detector_evasive,"Sammanfattning

Denna kandidatuppsats behandlar utveckling av ett företags marknadskommunikation med informationsteknik. Studien fokuserar på företagets webbsida och produktblad. Syftet är att undersöka hur dessa kan utformas så att kunder lättare hittar, förstår och använder informationen.

Arbetet utgår från teorier om marknadskommunikation, användbarhet, klarspråk och formgivning. Företagets befintliga material granskas med fokus på budskap, navigation och struktur. Studien ser även på hur text och bild samverkar. Resultatet visar att ett tydligt budskap gör företagets erbjudande lättare att förstå. En enkel navigation hjälper användaren att hitta rätt innehåll. En fast struktur skapar också bättre ordning på webbsidan och i företagets produktblad.

Klarspråk har stor betydelse för hur informationen tas emot. Korta meningar, vanliga ord och tydliga rubriker gör innehållet mer tillgängligt. Formgivning stödjer texten genom enhetliga färger, typsnitt och bilder. Informationsteknik ger samtidigt företaget möjlighet att uppdatera och sprida sin marknadskommunikation på ett snabbt och samlat sätt.

Studien visar att webbsida och produktblad bör följa samma visuella och språkliga linje. Det stärker företagets identitet och skapar en tydligare kontakt med kunden. Arbetet visar därmed hur informationsteknik, användbarhet och klarspråk kan bidra till en mer sammanhållen marknadskommunikation.

Nyckelord: Informationsteknik, Marknadskommunikation, Användbarhet, Webbsida, Produktblad, Budskap, Navigation, Struktur, Klarspråk, Formgivning."
62,human_like,"Sammanfattning

Den digitala utvecklingen har förändrat företags möjligheter att kommunicera med sina kunder och andra intressenter. Samtidigt ställer den ökade användningen av digitala kanaler högre krav på att information är tydlig, lättillgänglig och anpassad efter mottagarens behov. Syftet med denna kandidatuppsats är att undersöka hur ett företags marknadskommunikation kan utvecklas med hjälp av informationsteknik. Arbetet fokuserar särskilt på företagets webbsida och produktblad samt på hur innehåll, struktur och formgivning påverkar kommunikationen.

I studien analyseras hur företagets budskap presenteras och hur användaren hittar och tar till sig relevant information. Centrala områden är webbsidans användbarhet, navigation och informationsstruktur. Även språkets tydlighet och produktbladens visuella utformning behandlas. Genom att tillämpa principer för klarspråk och användarcentrerad formgivning kan kommunikationen bli mer begriplig och konsekvent. En tydlig struktur och genomtänkt navigation minskar samtidigt risken för att användaren missar viktig information eller lämnar webbsidan innan ett önskat mål har uppnåtts.

Resultatet visar att informationsteknik inte enbart fungerar som ett verktyg för att sprida information, utan även kan bidra till att stärka företagets identitet och skapa en mer sammanhållen kundupplevelse. För att uppnå detta behöver budskap, språk, struktur och visuell form samverka i både digitalt och tryckt material. Uppsatsen presenterar därför utvecklingsförslag för webbsidan och produktbladen med målet att göra företagets marknadskommunikation mer användarvänlig, enhetlig och ändamålsenlig.

Nyckelord: informationsteknik, marknadskommunikation, användbarhet, webbsida, produktblad, budskap, navigation, struktur, klarspråk, formgivning."
63,baseline,"Sammanfattning

Denna kandidatuppsats undersöker hur neurala nätverk kan användas för att styra en mobil robot i en förenklad fotbollsmiljö. Syftet är att utvärdera om evolutionär robotik kan utveckla styrstrategier som gör det möjligt för en Khepera-robot att lokalisera bollen, navigera på spelplanen och föra bollen mot ett mål. Robotens beteende utvecklas och testas i robotsimulatorn YAKS, där neurala nätverk optimeras genom en evolutionär process baserad på hur väl roboten utför den tilldelade uppgiften.

Utvärderingen fokuserar på nätverkens förmåga att skapa ändamålsenliga och robusta beteenden under varierande startsituationer. Särskild vikt läggs vid hur utformningen av lämplighetsfunktionen, robotens sensorinformation och nätverkets struktur påverkar inlärningen. Resultaten visar att evolutionärt optimerade neurala nätverk kan ge upphov till fungerande styrstrategier för Kheperafotboll, men att lösningarnas kvalitet är starkt beroende av simuleringens villkor och hur uppgiften formuleras. Enkla strategier kan utvecklas relativt effektivt, medan mer generella och stabila beteenden kräver en noggrant utformad tränings- och utvärderingsprocess.

Studien visar att robotsimulering är ett användbart verktyg för att utveckla och analysera autonoma robotbeteenden. Samtidigt belyser den begränsningar kopplade till överanpassning till simuleringsmiljön och svårigheten att överföra resultaten till en fysisk robot.

Nyckelord: evolutionär robotik, Kheperafotboll, YAKS, robotsimulering, neurala nätverk."
61,detector_evasive,"Sammanfattning

Denna kandidatuppsats behandlar den straff- och offentligrättsliga legalitetsprincipen. Syftet är att undersöka hur legalitetsprincipen kommer till uttryck inom straffrätt och förvaltningsrätt. Uppsatsen granskar också hur analogiförbud och retroaktivitetsförbud bidrar till rättssäkerhet.

Studien bygger på en rättsdogmatisk metod. Relevanta regler i regeringsformen, brottsbalken och förvaltningslagen analyseras. Även artikel 7 i Europakonventionen och artikel 49 i Europeiska unionens stadga om de grundläggande rättigheterna behandlas. Lagtext, förarbeten, rättsfall och juridisk litteratur används för att fastställa gällande rätt.

Inom straffrätt innebär legalitetsprincipen att en gärning måste ha varit belagd med straff när den begicks. Principen uttrycks genom kravet på stöd i lag. Den omfattar även ett analogiförbud och ett retroaktivitetsförbud. Domstolen får därför inte utvidga en straffregel genom analogi till den tilltalades nackdel. En senare och strängare straffregel får inte heller tillämpas på en äldre gärning. Dessa krav följer bland annat av 1 kap. 1 § brottsbalken och 2 kap. 10 § regeringsformen.

Inom förvaltningsrätt innebär legalitetsprincipen att myndigheter måste ha stöd i rättsordningen för sina åtgärder. Detta framgår av 1 kap. 1 § regeringsformen och 5 § förvaltningslagen (2017:900). Kravet blir särskilt viktigt när en myndighet fattar betungande beslut mot en enskild.

Uppsatsen visar att legalitetsprincipen har ett gemensamt syfte inom straffrätt och förvaltningsrätt. Den begränsar det allmännas makt och stärker den enskildes rättssäkerhet. Samtidigt är kraven striktare inom straffrätten. Där har analogiförbud och retroaktivitetsförbud en tydlig och central ställning.

Nyckelord: straffrätt, förvaltningsrätt, legalitetsprincipen, analogiförbud, retroaktivitetsförbud, rättssäkerhet."
63,detector_evasive,"Sammanfattning

Denna kandidatuppsats behandlar evaluering av neurala nätverk för en fotbollsspelande mobil robot. Arbetet utgår från Evolutionär robotik och Kheperafotboll. Robotens uppgift är att hitta en boll, föra den över planen och göra mål. Styrningen sker med neurala nätverk som tar emot data från robotens sensorer och styr dess motorer.

Försöken genomförs i YAKS, som är en miljö för Robotsimulering av Khepera-robotar. I simuleringen tränas flera neurala nätverk med en evolutionär algoritm. Varje nätverk får ett värde utifrån hur väl roboten utför uppgiften. Nätverk med höga värden förs vidare och förändras mellan generationerna. Evalueringen bygger på antal mål, tid till mål och robotens förmåga att röra sig utan att fastna.

Resultaten visar att valet av träningsfall och evalueringsfunktion påverkar robotens beteende. En enkel evalueringsfunktion ger ofta ett begränsat beteende. När flera delar av uppgiften ingår i evalueringen utvecklar roboten en mer stabil strategi. Robotsimulering i YAKS gör det möjligt att testa många generationer på kort tid. Samtidigt behöver beteendet granskas i flera situationer för att resultatet ska bli tillförlitligt. Arbetet visar hur Evolutionär robotik och neurala nätverk kan användas för att styra en fotbollsspelande mobil robot.

Nyckelord: Evolutionär robotik, Kheperafotboll, YAKS, Robotsimulering, neurala nätverk."
64,baseline,"Sammanfattning

Denna kandidatuppsats behandlar uppföljningsarbetet av efterkalkyler på Portsystem 2000 AB. Studiens syfte är att undersöka hur företagets förkalkyler följs upp efter genomförda projekt samt att identifiera faktorer som påverkar kvaliteten i kalkyl- och uppföljningsprocessen. Särskild uppmärksamhet riktas mot hur information registreras, bearbetas och används i företagets affärssystem.

Genom en kartläggning av den befintliga processen analyseras sambandet mellan förkalkyl, faktiskt utfall och efterkalkyl. Studien belyser betydelsen av tydliga rutiner, korrekt datainmatning och en enhetlig informationshantering. Brister inom dessa områden kan minska efterkalkylens tillförlitlighet och försvåra användningen av resultaten vid framtida kalkylering och beslutsfattande.

Resultatet visar att ett mer strukturerat uppföljningsarbete kan bidra till högre kvalitet i företagets kalkyler. Genom tydligare ansvarsfördelning, standardiserade arbetsmoment och ett mer ändamålsenligt utnyttjande av affärssystemet kan avvikelser mellan förkalkyl och utfall identifieras och analyseras på ett effektivare sätt. En förbättrad efterkalkylprocess kan därmed skapa bättre beslutsunderlag, stödja organisatoriskt lärande och öka träffsäkerheten i framtida förkalkyler.

Nyckelord: förkalkyl, uppföljning, affärssystem, process, efterkalkyl, kvalitet, informationssystem."
