Title,Abstract,Generated_OpenAI_Abstract,WAIT -- keywords??,,,,,,,,,
IT-stöd för Migrationsverket: En studie om nyttjande av beslutsstödssystem vid placeringen av ensamkommande flyktingbarn,"Sverige har de senaste åren konfronterats med ett ökat mottagande av ensamkommande flyktingbarn. Vid situationer som denna är det viktigt för myndigheter att fatta rättvisa beslut med rätt beslutsstödsystem. Denna studie inriktar sig på en undersökning hos Migrationsverket samt två kommuner där forskningsfrågan som tillämpades var ”Hur används beslutsstödsystem vad gäller placering av ensamkommandebarn i kommuner?”. Metoden som användes var kvalitativ data erhölls genom litteratursökning samt intervjuer. Studien har pågående under flera faser tillämpat Zachmans ramverk som ett hjälpmedel för att analysera erhållen data samt för att skapa intervjufrågor och genomföra intervjuer. En beslutsmodell och Zachmans ramverk har applicerats på respondenternas svar för att kartlägga respondenterna enligt modellerna. Resultatet har varit en önskan av en ökad effektivitet vad gäller beslutsfattande för kommuner och mottagandet av denna information från Migrationsverket. Idag uppfattar kommunerna sina beslutprocesser som manuella. Utifrån ett Business Intelligence (BI) perspektiv är slutsatsen av denna studie att Migrationsverket samt kommunerna behöver tillämpa ett dynamiskt samspel vad gäller beslutsfattande, integrering, mottagande av information och hantering av denna information för att fatta beslut. Denna studie kan användas som grund för framtida forskning där syftet är att applicera Business Intelligence (BI) behov i en verksamhet genom en tillämpning av Zachmans ramverk.","Sverige har under senare år ställts inför ett ökat mottagande av ensamkommande flyktingbarn. I sådana lägen blir det centralt att berörda myndigheter kan fatta rättssäkra beslut med stöd av ändamålsenliga beslutsstödsystem. Denna studie fokuserar på en granskning av Migrationsverket och två kommuner, där forskningsfrågan löd: ”Hur används beslutsstödsystem vid placering av ensamkommande barn i kommuner?”. Studien genomfördes med en kvalitativ ansats där empiri samlades in genom litteraturstudier och intervjuer. Under arbetets olika faser användes Zachmans ramverk för att strukturera analysen av materialet samt för att utforma intervjufrågor och genomföra intervjuerna. En beslutsmodell tillsammans med Zachmans ramverk tillämpades därefter på respondenternas svar för att positionera och jämföra utsagorna utifrån respektive modell. Resultaten pekar på ett uttalat behov av ökad effektivitet i kommunernas beslutsfattande och i hur information från Migrationsverket tas emot och används. Kommunerna beskriver i nuläget sina beslutsprocesser som i stor utsträckning manuella. Ur ett Business Intelligence (BI)-perspektiv drar studien slutsatsen att Migrationsverket och kommunerna behöver utveckla ett mer dynamiskt samspel kring beslutsprocesser, integration, informationsdelning och informationshantering för att förbättra besluten. Studien kan även fungera som utgångspunkt för vidare forskning med fokus på att identifiera och implementera BI-behov i verksamheter genom tillämpning av Zachmans ramverk.",,,,,,,,,,
"När mat blir sopor, och när den inte blir det: En studie om matsvinn ur ett miljö –och individperspektiv","Svinnet av mat har i Sverige uppskattats till cirka 1 miljon ton per år och sannolikt är det på hushållsnivå som de största mängderna matsvinn uppstår . En färsk undersökning visar att det årligen slängs uppemot 100 kilo mat per person i Sverige, vilket innebär stora och onödiga belastningar på miljö och klimat. Genom att minska svinnet av mat minskar också belastningen på miljön. Syftet med studien har varit att studera attityder till matsvinn i svenska hushåll samt identifiera hinder och förutsättningar för ett minskat svinn. Resultatet bygger på sju enskilda intervjuer med konsumenter och resultatet visar att dessa respondenter ogillar att slänga mat och slänger relativt lite. Svinnets miljöpåverkan tycks inte vara huvudsakligt skäl till att inte vilja slänga mat. Istället är respekt för maten, respekt för de fattiga samt den privata ekonomin mer framträdande aspekter vad gäller orsaker till att inte vilja slänga mat. Dessa känslor har följt med respondenterna från deras egen uppväxt vilket i kombination med kunskaper i matlagning tycks vara förutsättningar som leder till mindre matsvinn.","Matsvinnet i Sverige uppskattas till omkring en miljon ton årligen, och mycket tyder på att en stor del uppstår i hushållen. En ny studie pekar på att så mycket som cirka 100 kilo mat per person och år kastas, vilket skapar betydande och i stor utsträckning onödiga påfrestningar på klimat och miljö. En minskning av matsvinnet skulle därför innebära en tydlig minskning av denna belastning. Denna studie har haft som mål att undersöka svenska hushålls inställning till matsvinn samt att synliggöra vilka hinder och vilka möjliggörande faktorer som påverkar möjligheten att minska det. Underlaget utgörs av sju individuella intervjuer med konsumenter. Resultaten visar att deltagarna uttrycker en stark motvilja mot att slänga mat och att de själva uppger att de kastar förhållandevis små mängder. Miljö- och klimatargument framstår dock inte som den främsta drivkraften bakom detta. Snarare betonas värderingar som att visa respekt för mat, omtanke om människor med sämre resurser samt hänsyn till den egna ekonomin. Dessa motiv kopplas ofta till erfarenheter från uppväxten och tycks, tillsammans med praktiska färdigheter i matlagning och planering, utgöra viktiga förutsättningar för lägre matsvinn.",,,,,,,,,,
"""Jag ville ge mitt barn de bästa förutsättningarna"": En kvalitativ intervjustudie om tankar kring matvanor under graviditet hos nyblivna förstagångsmammor","Bakgrund Den blivande mammans matvanor under graviditeten är viktiga eftersom hon har ett ökat näringsbehov och försörjer en annan individ. En del av grunden för barnets framtida hälsa och matvanor ges redan i mammans mage. Trots det har studier visat att mammans matintag är otillräckligt jämfört med rekommendationerna samt att intaget av godis och fikabröd ofta ökar under graviditeten. Syftet med studien var att utforska inställningen till hälsosam och ohälsosam mat, samt hur denna inställning upplevdes påverka matintaget, hos nyblivna förstagångsmammor under graviditeten. Åtta intervjuer genomfördes med nyblivna förstagångsmammor. Intervjuerna genomfördes med en semistrukturerad intervjuguide och spelades in med hjälp av en inspelningsapp. Data som samlades in transkriberades och analyserades sedan med kvalitativ innehållsanalys. Deltagarna berättade att de ändrade inställningen till sina matvanor då de blev gravida. Det blev allt viktigare att äta en varierad kost innehållande mycket grönsaker och frukt (hälsosam mat), och intaget av snabbmat och produkter innehållande mycket socker minskade (ohälsosam mat). Denna inställning följdes inte under hela graviditeten, och intaget av snabbmat och sockerrika livsmedel ökade under den senare delen. Kostråden från vårdpersonal upplevdes som bristfälliga på grund av att de gavs för få råd, och att mycket information själv fick hämtas från framförallt Livsmedelsverket. Deltagarna följde inte sin initiala inställning till upplevd hälsosam och ohälsosam mat under hela graviditeten. Deltagarna efterfrågade även mer information om mat under graviditet från vårdpersonal. Mer stöd och information från vården kan ge den gravida kvinnan bättre förutsättningar till att hålla en hälsosam kost under hela graviditeten.","Bakgrund Under graviditeten har kvinnan ett förhöjt behov av näring samtidigt som hon påverkar fostrets utveckling. Redan under fosterlivet kan förutsättningar för barnets framtida hälsa och matpreferenser grundläggas. Samtidigt visar tidigare forskning att gravida kvinnors kost ofta inte når upp till rekommendationerna och att konsumtionen av sötsaker och fikabröd kan öka. Studiens syfte var att undersöka hur nyblivna förstagångsmammor såg på hälsosam respektive ohälsosam mat under graviditeten, samt hur de upplevde att dessa uppfattningar påverkade vad de faktiskt åt. Åtta nyblivna förstagångsmammor intervjuades. Intervjuerna genomfördes semistrukturerat med en intervjuguide och spelades in via en app. Materialet transkriberades och analyserades med kvalitativ innehållsanalys. Deltagarna beskrev att deras syn på mat förändrades i samband med graviditeten. Det upplevdes viktigare att äta mer varierat med fokus på frukt och grönsaker (hälsosam mat), medan intaget av snabbmat och sockerhaltiga livsmedel minskade (ohälsosam mat). Denna hållning var dock svår att upprätthålla under hela graviditeten, och mot slutet ökade konsumtionen av snabbmat och söta produkter igen. Råd från vårdpersonal uppfattades som otillräckliga, både genom att antalet kostråd var få och genom att deltagarna själva behövde söka information, främst från Livsmedelsverket. Sammantaget följde deltagarna inte sin ursprungliga ambition kring hälsosam och ohälsosam mat genom hela graviditeten och efterfrågade mer vägledning från vården. Ökat stöd och tydligare information kan stärka gravida kvinnors möjligheter att bibehålla hälsosamma matvanor under hela graviditetsperioden.",,,,,,,,,,
"Treåringars matvanor, fysiska aktivitet, samt Body Mass Index i Västerbotten: I relation till amningsduration och familjekonstellation","Forskning har visat att hur länge barn ammats, har betydelse för deras hälsa senare i livet. Även barnens sociala miljö har visat sig ha effekt på hälsan och barnens matvanor. Salut är en satsning av Västerbottens läns landsting med målet att förbättra länsbornas hälsa fram till 2030. Syftet med studien var att undersöka treåringars matvanor, Body Mass Index (BMI) och fysiska aktivitet i relation till amningsduration och familjekonstellation.",,,,,,,,,,,
 där 16 frågor valdes ut. Dessa analyserades sedan statistiskt i IBM SPSS 21.0 Statistics. Signifikansnivån sattes till p<0, med undantag för rekommendationerna om fisk samt sötsaker. De flesta barnen nådde även upp till rekommendationerna om fysisk aktivitet. De flesta mödrar ammade inte sina barn efter rekommendationerna. Det utlästes en signifikant skillnad mellan hur länge barnen ammats totalt och hur ofta de åt sötsaker som visade att barn som ammats under sex månader hade ett högre intag än de som ammats längre. (p=0," som intogs oftare. Den information som framkommit i denna studie kan förtydliga vikten av att börja ett hälsofrämjande arbete i tidig ålder för att grundlägga goda vanor som sedan följer med barnen genom livet.""",,,https://www.diva-portal.org/smash/get/diva2:711621/FULLTEXT01.pdf,"Tidigare studier visar att amningens längd kan påverka barns hälsa senare i livet. Även den sociala kontexten i familjen har kopplats till både hälsa och utveckling av matvanor. Salut är en folkhälsosatsning i Västerbotten med ambitionen att stärka befolkningens hälsa fram till år 2030. Målet med denna studie var att kartlägga matvanor, Body Mass Index (BMI) och fysisk aktivitet hos treåringar och analysera dessa i förhållande till amningsduration samt familjekonstellation.",,,,,,
,,,,,,,,,,,,
 där 16 utvalda frågor bearbetades. Statistiska analyser genomfördes i IBM SPSS Statistics 21.0 och signifikansnivån sattes till p<0, men avvek gällande fisk och sötsaker. De flesta barn uppnådde även rekommenderad nivå av fysisk aktivitet. Däremot ammade flertalet mödrar inte i enlighet med rekommendationerna. En signifikant skillnad påvisades mellan total amningslängd och frekvens av sötsaksintag,,,,,,,,,,,
,,,,,,,,,,,,
 varav 16 frågor valdes ut för denna studie. Materialet bearbetades och analyserades statistiskt i IBM SPSS Statistics 21.0,05. Resultaten visade att majoriteten av barnen i stort följde rekommendationerna för livsmedelsintag,,,,,,,,,,,
Granvirkes permeabilitet beroende av dess fysikaliska utformning och applicerat färgsystem,"Densitetsmätningar och permeabilitetstest enligt EN 927-5 har utförts för att studera huruvida granvirkes fysikaliska egenskaper i kombination med applicerat färgsystem påverkar permeabiliteten. De egenskaper som studerats är frod- och senvuxenhet, splint- och kärnved samt densitet. Aktuella färgsystem som studerats är alkyd, akrylat och linolja, vilka jämförts med omålad referens. Studien påvisar inget samband mellan virkets densitet och permeabilitet, bestruket eller ej. Det som istället tycks påverka vattenabsorptionen är närvaro av splint-/kärnved samt frod-/senvuxenhet. Senvuxen kärnved var den bestrukna vedtyp som absorberade mest vatten gällande samtliga färgsystem. Vedtyp som hade lägst vattenabsorption varierade dock. Linolja var generellt det färgsystem som gav lägst permeabilitet, främst på frodvuxen kärnved. Denna kombination hade lägst absorption genom hela försöket.","Densitetsbestämningar och permeabilitetsprovning enligt EN 927-5 genomfördes för att undersöka om granvirkets fysikaliska variation tillsammans med valt färgsystem påverkar materialets permeabilitet. Följande egenskaper utvärderades: andel frod- respektive senvuxenhet, förekomst av splint- och kärnved samt densitet. De testade färgsystemen var alkyd, akrylat och linolja, med omålat virke som referens. Resultaten visar att någon tydlig koppling mellan densitet och permeabilitet inte kan påvisas, oavsett om ytan var behandlad eller inte. Däremot tycks vattenupptaget styras av vedtyp, särskilt skillnader mellan splint/kärnved och frod/senvuxen struktur. Bestruken senvuxen kärnved uppvisade högst vattenabsorption för samtliga färgsystem. Vilken vedtyp som gav lägst absorption skiftade mellan systemen. Linoljefärg gav överlag lägst permeabilitet, framför allt på frodvuxen kärnved, där vattenupptaget var lägst under hela provtiden.",,,,,,,,,,
Nutidens ventilationssystem i lantbrukets lösdriftstallar: En undersökning av sex stycken ventilationssystem,"Den traditionella båsladugården har idag utvecklats till lösdriftstallar där korna har fri tillgång till foder och liggplatser. Korna mjölkas i antingen mjölkgrop, karusell eller av en robot. För att uppnå bra termisk komfort i lösdriftsstallen så använder man sig av naturlig eller mekanisk ventilation. I detta arbete så undersöks några olika ventilationssystem som använder sig av naturlig ventilation på fem utvalda kostall för att se hur de fungerar i praktiken. Detta görs med fukt- och temperaturmätare och med rökpatroner för att se hur luften rör sig i stallet. Resultatet analyseras för att se om det är något ventilationssystem som sticker ut jämför med de andra. Beskrivning kring hur man skulle kunna gå tillväga vid en vidare utveckling av detta arbete diskuteras.  ","Den tidigare båsladugården har i stor utsträckning ersatts av lösdriftstallar där korna kan röra sig fritt och har ständig tillgång till foderbord och liggytor. Mjölkningen sker vanligtvis i mjölkgrop, karusellanläggning eller med mjölkningsrobot. För att skapa god termisk komfort i dessa byggnader används antingen naturlig eller mekanisk ventilation. I detta arbete studeras flera ventilationslösningar baserade på naturlig ventilation i fem utvalda kostallar, med syftet att utvärdera hur systemen fungerar under verkliga förhållanden. Undersökningen genomförs med mätningar av temperatur och luftfuktighet samt med rökpatroner för att visualisera luftens strömningsvägar i stallet. Insamlade data bearbetas och jämförs för att se om något av systemen presterar tydligt bättre eller sämre än de övriga. Avslutningsvis diskuteras möjliga angreppssätt för hur studien kan byggas vidare i framtida arbete.",,,,,,,,,,
Jag är väl ingen sexuell? - En textanalys om barns sexualitet inom förskolans arena,"Denna uppsats behandlar barns sexualitet inom förskolans arena. Syftet är att problematisera förskolebarns sexualitet och analysera förskollärares förutsättningar att arbeta med detta utifrån valda dokument samt hur detta kan påverka barns utveckling. Metoden som används för att besvara forskningsfrågorna är en kvalitativ innehållsanalys. Därtill används både förskolans och grundskolans läroplan för att urskilja hur ämnet sex- och samlevnad behandlas inom utbildningsväsendet. Även Malmö högskolas utbildningsplan tillämpas för att synliggöra förskollärares utbildning angående barns sexualitet och ett dokument som beskriver kommitténs uppdrag samt förslag till ett måldokument gällande de pedagogiska verksamheterna. De teoretiska utgångspunkterna handlar om sexualitet utifrån Foucault tankar, därtill används Donzelots tankar om norm och moral och tillsist behandlas begreppet normalisering. Resultatet visar på att trots att förskolans verksamhet ska utgå från forskning och beprövad erfarenhet så erbjuds inte förskollärare utbildning inom ämnet sex- och samlevnad. Jag för en diskussion kring de eventuella orsaker som ligger till grund för osynliggörandet av ämnet inom förskolans arena. Ämnet sex- och samlevnad tolkas även in i förskolan utan att för den delen förändra förskolans läroplan samt hur det kan gagna barns utveckling. Denna förmån handlar om att främja barns sexuella hälsa för att erbjuda barn en positiv självuppfattning, kunskap om den egna integriteten och sociala koder samt förståelse för sina egna sexuella känslor. Pedagoger får möjlighet att förhindra en begränsande könstillhörighet samt skapa en tolerant miljö inom förskolan. Då pedagoger inom förskola arbetar med ämnet sex-och samlevnad skulle det förekomma en mindre risk att barnen själva får hantera sina sexuella känslor.","Denna studie undersöker barns sexualitet i förskolans kontext. Syftet är att synliggöra och problematisera hur förskolebarns sexualitet kan förstås samt att analysera vilka förutsättningar förskollärare har att arbeta med området utifrån utvalda styr- och utbildningsdokument, och hur detta i förlängningen kan påverka barns utveckling. För att besvara studiens frågor används en kvalitativ innehållsanalys. I analysen ingår både förskolans och grundskolans läroplaner för att kunna urskilja hur sex- och samlevnadsfrågor formuleras inom utbildningssystemet. Därutöver analyseras Malmö högskolas utbildningsplan i syfte att belysa vilken (eller vilken brist på) utbildning förskollärare får om barns sexualitet, samt ett dokument som redogör för en kommittés uppdrag och förslag till måldokument för pedagogiska verksamheter. De teoretiska utgångspunkterna bygger på Foucaults perspektiv på sexualitet, kompletterat med Donzelots resonemang om norm och moral samt begreppet normalisering. Resultaten indikerar att trots att förskolans praktik ska vila på vetenskaplig grund och beprövad erfarenhet ges förskollärare begränsade möjligheter till utbildning inom sex- och samlevnad. I uppsatsen diskuteras möjliga förklaringar till varför området tenderar att osynliggöras i förskolan. Samtidigt argumenteras för att sex- och samlevnadsfrågor kan integreras i förskolans verksamhet utan att läroplanen behöver omformuleras, och att detta kan stärka barns utveckling genom att främja sexuell hälsa, en positiv självbild, kunskap om personlig integritet, sociala koder och förståelse för egna känslor. Ett sådant arbete kan även ge pedagoger verktyg att motverka snäva könsnormer och bidra till en mer tillåtande förskolemiljö. När förskolan aktivt arbetar med området minskar dessutom risken att barn lämnas ensamma att hantera sina sexuella tankar och erfarenheter.",,,,,,,,,,
Pojkar som skriver: En kvalitativ studie om vad som utmärker mer avancerade skrivare,"Syftet med denna studie är att öka kunskapen om vad som utmärker mer avancerade manliga skrivare på mellanstadiet. Genom en enkätundersökning av pojkars attityder till skrivande samt observationer av pojkars skrivpraktiker före och under ett längre skrivprojekt studerades aspekter som utmärker dessa skrivare gentemot övriga elever. Studien fann att de mer avancerade manliga skrivarna kommer från högutbildade familjer samt att de avancerade skrivarnas positiva attityder till skrivandet var väl förankrade i hemmet. Studien fann också att dessa pojkar i högre uträckning anstränger sig för sin egen, lärarens och sina vårdnadshavares skull än deras klasskamrater. Slutsatsen är att vårdnadshavares värderingar samt att läraren har höga förväntningar på pojkarna avspeglar sig i en vilja att anstränga sig för att lära – vilket i studien visade sig vara nyckeln till att bli en mer avancerad skrivare","Syftet med studien är att fördjupa förståelsen för vad som kännetecknar mer utvecklade manliga skribenter i mellanstadiet. Med hjälp av en enkät om pojkars inställning till skrivande, samt observationer av deras skrivande både före och under ett längre skrivarbete, undersöktes vilka faktorer som skiljer dessa elever från övriga i klassen. Resultaten visar att de mer avancerade skribenterna oftare har en bakgrund i hem med hög utbildningsnivå och att deras positiva syn på skrivande tydligt stöds och bekräftas i familjen. Vidare framkom att dessa pojkar i större utsträckning än sina jämnåriga lägger ned ansträngning för sin egen skull, men också för att leva upp till lärarens och vårdnadshavares förväntningar. Studien drar slutsatsen att hemmets värderingar i kombination med en lärare som signalerar höga förväntningar bidrar till en starkare motivation att anstränga sig och lära, vilket framstår som en avgörande faktor för att utvecklas till en mer avancerad skribent.",,,,,,,,,,
”Och så händer det något som förändrar ens liv”: En antologi om omställningar i livet,"Ur ett symbolisk interaktionistiskt perspektiv är människan en social varelse som lever i ett samhälle som är under ständigt skapande. I det samhälle där individen genom interaktion både formas och skapas är samhälle och individ tätt förenade vilket är den utgångspunkt vi genomgående valt att förhålla oss till i denna antologi. Antologin belyser omställningar i livet genom fyra olika bidrag. Agnesa Abrashis bidrag heter ”Ett nytt skede i livet – en studie om identitet och moderskap” och behandlar hur mammor ser på sitt identitetsskapande. Annika Sternlund tar upp adopterades syn på sitt identitetsskapande och sina livsvillkor i bidraget ”Rötterna är där hjärtat rotar sig”. Amanda Sundberg belyser i sitt bidrag ”Som barn var man ju förväntansfull – en studie om individer som immigrerat vid unga år” fem immigranters brott i livet i och med flytten till ett nytt land. Helenas Valentinsons bidrag ""Man känner ju i benen och det att man inte är 17 år längre"" handlar om de förändringar som sker när en individ blir pensionär. Gemensamt för antologin är även att vi relaterar identitetsskapandet i förhållande till tillhörighet och utanförskap. Slutsatsen för denna studie är att individens livsvillkor påverkas av faser i livet vilket inverkar på identitetsskapandet. På så sätt ses identiteten som något föränderligt.","Utifrån ett symboliskt interaktionistiskt synsätt förstås människan som en social aktör i ett samhälle som ständigt blir till. Genom möten och samspel formas både individ och samhälle i en ömsesidig process, vilket är den grundtanke vi konsekvent utgår från i denna antologi. Antologin undersöker livsomställningar genom fyra separata bidrag. Agnesa Abrashi skriver i ”Ett nytt skede i livet – en studie om identitet och moderskap” om hur mödrar uppfattar och förhandlar sin identitet. I ”Rötterna är där hjärtat rotar sig” skildrar Annika Sternlund adopterades perspektiv på identitet och levnadsvillkor. Amanda Sundberg fokuserar i ”Som barn var man ju förväntansfull – en studie om individer som immigrerat vid unga år” på fem personers erfarenheter av brytpunkter i livet i samband med migration i tidig ålder. Helenas Valentinson behandlar i ”Man känner ju i benen och det att man inte är 17 år längre” de förändringar som aktualiseras när en individ går i pension. Ett gemensamt tema är hur identitet formas i relation till känslor av tillhörighet respektive utanförskap. Studiens slutsats är att skiftande livsfaser påverkar individens villkor och därmed identitetsskapandet, vilket gör identiteten förståelig som något rörligt och föränderligt.",,,,,,,,,,
Kvotflyktingar i Sverige: En kvalitativ studie om arbete och samverkan inom flyktingmottagande,Studien belyser uttagningsprocessen och mottagandet av kvotflyktingar ur de arbetandes perspektiv samt studerar samverkan mellan olika aktörer som arbetar med frågan. Studien är uppdelad i fyra delar där första delen tar upp processen och samverkan mellan aktörer. Andra delen belyser problematik och konsekvenser kring samverkan samt olika aktörers synsätt. Granskning av likheter och skillnader mellan kvotflyktingar och andra flyktinggrupper belyses i tredje delen och sista delen tar upp hur lagstiftning och kriterier inverkar i processen.,"Studien undersöker ur yrkesverksammas perspektiv hur urvalet och mottagandet av kvotflyktingar går till, samt hur samarbete mellan olika berörda aktörer fungerar i praktiken. Arbetet är indelat i fyra avsnitt där det första beskriver processen och formerna för samverkan. Det andra behandlar utmaningar, följder och skilda uppfattningar hos de inblandade aktörerna. I det tredje avsnittet analyseras likheter och olikheter mellan kvotflyktingar och andra grupper av flyktingar. Det fjärde avsnittet fokuserar på hur lagar, regler och urvalskriterier påverkar arbetets genomförande.",,,,,,,,,,
En ny arbetsmarknadspolitik,"Då Moderaterna, tillsammans med de övriga Allianspartierna, vann riksdagsvalet 2006 blev det också klart att en ny arbetsmarknadspolitik skulle komma att drivas i Sverige. Ändringar i bland annat arbetslöshetsförsäkringen har genomförts för att öka incitamenten för arbetssökande att acceptera ett jobberbjudande. Arbetslöshetsersättningen ska inte längre vara ett sätt att försörja sig på utan det ska löna sig att arbeta. Men vad betyder ändringarna i arbetslöshetsförsäkringen för de individer som drabbas av dem? Och hur konstrueras bilden av dessa individer i det empiriska materialet? Syftet med studien är således att undersöka hur Moderaterna konstruerar bilder av grupper som befinner sig utanför arbetsmarknaden, till exempel arbetslösa och förtidspensionärer. Syftet är också att analysera vilka lösningar Moderaterna presenterar på denna problematik samt vilka konsekvenser dessa åtgärder får för individer som står utanför arbetsmarknaden.","När Moderaterna tillsammans med övriga Alliansen vann riksdagsvalet 2006 stod det samtidigt klart att Sverige skulle få en ny inriktning på arbetsmarknadspolitiken. Reformeringar, bland annat av arbetslöshetsförsäkringen, genomfördes i syfte att stärka drivkrafterna för arbetssökande att tacka ja till erbjudna arbeten. Ersättningen vid arbetslöshet skulle i mindre utsträckning fungera som långsiktig försörjning, och arbete skulle bli mer ekonomiskt fördelaktigt. Men vad innebär dessa förändringar för de personer som påverkas av dem? Och på vilket sätt formas föreställningar om dessa personer i det empiriska materialet? Studien syftar därför till att undersöka hur Moderaterna framställer och kategoriserar grupper som står utanför arbetsmarknaden, exempelvis arbetslösa och personer med förtidspension. Vidare analyseras vilka åtgärder som partiet lyfter fram som lösningar på problemet, samt vilka konsekvenser de föreslagna reformerna kan få för individer som befinner sig utanför arbetsmarknaden.",,,,,,,,,,
Kommunikationspolicyn: En studie av svenska offentliga organisationers kommunikationspolicys med utgångspunkt i samtida forskningsperspektiv,"I akademisk litteratur om public relations och strategisk kommunikation talas det om ett paradigmskifte. Istället för att se kommunikation som information som skickas från en aktiv sändare till en passiv mottagare, börjar man se kommunikation som något som skapas i en dialog mellan två aktiva aktörer. Man rör sig från en strategisk syn på publiken som en påverkbar målgrupp till en dialogisk syn på publiken som aktiva deltagare. Har detta paradigmskifte även ägt rum i praktiken? Hur ser man på kommunikation inom svenska offentliga organisationer idag? Finns det några likheter och skillnader i synsätt, och vad kan dessa tänkas bero på? Materialet utgörs av elva svenska offentliga organisationers kommunikationspolicys. Teorin utgörs av två svenska forskningsantologier om public relations respektive strategisk kommunikation, samt ett urval kritiskt problematiserande artiklar i ämnet. Efter en genomgång av den teoretiska litteraturen har de samtida forskningsperspektiven sammanfattats. Utifrån dessa har en idéanalysmall, en typologi, konstruerats med utgångspunkt i två idealtyper. Det förekom tydliga samband mellan de olika synsätten och hart när alla organisationer gick att placera i endera av de två idealtyperna. Samtliga forskningsperspektiv utom ett gick att hitta i materialet. Skillnaderna i synsätt gick att koppla till de olika organisationernas uppdrag och utformning. Organisationer med nya synsätt är överlag sådana som har tydliga behov av att effektivt kommunicera med omvärlden, medan de övriga organisationerna huvudsakligen har en informationsspridande funktion.","Inom forskningen om public relations och strategisk kommunikation beskrivs ett skifte i synen på kommunikation. I stället för en linjär modell där en aktiv avsändare överför budskap till en passiv mottagare, betonas allt oftare kommunikation som något som uppstår i samspel mellan två handlande parter. Perspektivet förskjuts därmed från att betrakta publiken som en formbar målgrupp till att förstå den som medskapande och deltagande. Men har denna omorientering fått genomslag i praktiskt kommunikationsarbete? Hur definieras kommunikation i svenska offentliga organisationer i dag? Vilka likheter och olikheter kan urskiljas, och vilka möjliga förklaringar finns till dessa? Studien bygger på elva kommunikationspolicydokument från svenska offentliga organisationer. Den teoretiska ramen utgörs av två svenska antologier om public relations respektive strategisk kommunikation, kompletterade med ett urval kritiskt inriktade artiklar. Efter en genomlysning av litteraturen sammanfattas centrala samtida forskningspositioner. Med dessa som grund konstrueras en idéanalytisk mall i form av en typologi med två idealtyper. Resultaten visar tydliga mönster mellan olika synsätt, och nästan alla organisationer kan sorteras in i någon av idealtyperna. Samtliga forskningsperspektiv utom ett återfinns i materialet. Variationerna i synsätt kan relateras till organisationernas uppdrag och struktur: de som uttrycker mer dialogiska ideal har oftare ett uttalat behov av effektiv omvärldskommunikation, medan övriga främst betonar informationsförmedling.",,,,,,,,,,
Att arbeta integrerat med asylbarn i allmän förskola: En kvalitativ studie baserad på lärarintervjuer,Syftet med föreliggande studie var att vinna kunskap om och ge en bild av hur sex pedagoger inom förskolan upplever att det är att arbeta integrerat med asylbarn i den allmänna förskolan och att ge en bild av vad pedagogerna berättar om hur detta arbete organiseras.  För att få svar på studiens frågor har en kvalitativ forskningsintervju använts. Två forskningsfrågor skapades från vilka intervjufrågorna huvudsakligen formades. Forskningsfrågorna var: Vilka förutsättningar för arbetet med asylbarn ger pedagogerna uttryck för och på vilket sätt organiseras den allmänna förskolan för asylbarn. Som analysredskap i studien har den sociokulturella och den interkulturella teorin använts. Studiens resultat visar att integreringen av asylbarn i den allmänna förskolan innebär att pedagogerna har att förhålla sig till att arbeta med asylbarn och deras föräldrar utan att dela språk eller känna till mycket om deras bakgrund. De måste också arbeta i en barngrupp som kan vara extra rörlig och instabil till storlek och dagsform. Resultatet visar också att den goda intention som det är att asylbarnen ska få komma varje dag till den allmänna förskolan gör att tiden på förskolan blir för kort för att pedagogerna ska kunna arbeta mer planerat med asylbarnens språk och egna kultur.,"Syftet med denna studie var att utveckla förståelse för och beskriva hur sex förskollärare upplever arbetet med att inkludera asylsökande barn i den ordinarie förskoleverksamheten, samt belysa hur de menar att arbetet praktiskt planeras och genomförs. För att besvara studiens frågeställningar användes kvalitativa intervjuer. Intervjuguiderna utformades med utgångspunkt i två övergripande frågor: vilka villkor och möjligheter pedagogerna beskriver i arbetet med asylbarn, och hur den ordinarie förskolan organiseras för att möta dessa barn. Som teoretiska utgångspunkter användes sociokulturell teori och interkulturellt perspektiv. Resultaten visar att integreringen innebär att pedagogerna ofta behöver samspela med barn och vårdnadshavare utan gemensamt språk och med begränsad kunskap om familjernas erfarenheter och bakgrund. Arbetet sker dessutom i barngrupper där sammansättning och närvaro kan skifta, vilket skapar en rörlig och ibland instabil vardag. Studien visar även att ambitionen att barnen ska kunna delta i den ordinarie förskolan varje dag samtidigt kan innebära att vistelsetiden blir för kort för att möjliggöra ett mer långsiktigt och planerat arbete med barnens språkutveckling och med deras egna kulturella uttryck.",,,,,,,,,,
