row,condition,comment
35,detector_evasive,"Det beror på pulvret. 50 g är inte automatiskt 0,5 dl. Väg upp med köksvåg första gången och kolla nivån i dl-måttet. För många gainers hamnar 50 g runt 0,8–1 dl, men läs burkens tabell."
36,detector_evasive,"Det går inte att räkna om exakt utan att veta densiteten. 50 g gainer brukar ligga runt 1 dl, men väg första gången med köksvåg och kolla hur fullt måttet blir. Pulver packas olika..."
37,baseline,"Det beror på hur kompakt pulvret är, så väg upp 50 g med en köksvåg första gången och kolla volymen. För många gainers är 50 g ungefär 1 dl, men det varierar mellan märken."
36,baseline,"Det beror på gainerns densitet, så gram går inte att översätta exakt till dl. För många gainers är 50 g ungefär 0,8–1 dl, men väg upp det en gång med köksvåg för att vara säker."
38,baseline,"Det beror på hur kompakt pulvret är, så 50 g är inte alltid samma volym. För många gainers är det ungefär 1 dl, men väg helst upp det med en köksvåg första gången och se hur mycket det motsvarar."
37,detector_evasive,"Det beror på hur kompakt pulvret är. För de flesta gainers är 50 g runt 1 dl, men väg upp första gången med köksvåg. Dl mäter volym, inte vikt... så det blir aldrig helt exakt."
37,human_like,"Det beror på hur kompakt pulvret är, så 50 g är inte automatiskt ett visst dl-mått. För många gainers är det ungefär 1 dl, men väg upp 50 g på en köksvåg första gången och kolla – då vet du exakt för just din gainer."
38,human_like,"Det beror på hur kompakt pulvret är, så gram går inte att översätta exakt till dl. Väg upp 50 g en gång och se hur mycket det blir i dl-måttet – brukar landa runt 1 dl för många gainers, men kolla förpackningen."
39,human_like,"Det beror på hur kompakt pulvret är, så gram går inte att översätta exakt till dl. Väg upp 50 g en gång och kolla hur mycket det blir i dl-måttet – brukar landa ungefär runt 1 dl för många gainers."
31,human_like,"Ingen renodlad badmintonhall vad jag vet. I Bromma kan man boka badmintontider i Åkeshovshallen, och på Kungsholmen finns enstaka tider i vanliga idrottshallar. Vill man ha en riktig rackethall är Badmintonstadion vid Skanstull nog närmast."
38,detector_evasive,"Det går inte att räkna exakt utan att veta hur kompakt pulvret är. 50 g gainer brukar ligga runt 1 dl, men väg första gången med köksvåg. Sen ser du nivån i dl-måttet och slipper gissa."
40,human_like,"Det beror på hur kompakt pulvret är, men 50 g brukar vara ungefär 1 dl. Kolla om det står en omvandling på påsen, annars är köksvåg säkrast."
39,baseline,"Det går inte att säga exakt eftersom dl är volym och gram är vikt, och olika gainers har olika densitet. Väg upp 50 g med en köksvåg första gången och kolla hur mycket det blir i dl – eller använd medföljande skopa enligt förpackningen."
40,baseline,"Det beror på gainerns densitet, så det går inte att omvandla exakt. Väg upp 50 g på en köksvåg första gången och kolla hur mycket det blir i dl-måttet – ofta ungefär 1 dl, men följ måttet på just din förpackning."
31,baseline,"Ingen renodlad badmintonhall vad jag vet, men det går att boka badmintonbanor i bland annat S:t Erikshallen på Kungsholmen och Åkeshovshallen i Bromma. Annars är Badmintonstadion vid Skanstull närmast om man vill ha en riktig rackethall."
39,detector_evasive,Det går inte att säga exakt i dl eftersom olika gainers har olika densitet. Väg upp 50 g med köksvåg första gången och kolla nivån i dl-måttet. Saknar du våg? Använd skopan i påsen och följ gramangivelsen på etiketten.
40,detector_evasive,"Det beror på gainerns densitet. Ofta är 50 g runt 1 dl, men inte alltid. Väg upp en gång med köksvåg och kolla nivån i dl-måttet... enklast så."
42,baseline,"Det är inte kolhydraterna i sig som gör att du går upp i vikt, utan om du totalt äter mer energi än du gör av med. Äter du massor av spaghetti flera gånger om dagen ovanpå vanliga måltider lär du alltså gå upp i vikt. Vill du ha ett bättre mellanmål kan du kombinera en mindre portion pasta med protein och grönsaker, eller välja något enklare som yoghurt, ägg eller en macka."
43,human_like,"Det är inte kolhydraterna i sig som gör att du går upp i vikt, utan om du totalt får i dig mer kalorier än du gör av med. Äter du ”massor” av spaghetti flera gånger om dagen utöver dina vanliga måltider lär du därför gå upp. Som mellanmål är det kanske smidigare med något som mättar bättre och innehåller protein, typ kvarg, ägg eller en macka."
41,baseline,"Grattis! En seriös traineetjänst är absolut bra på CV:t, särskilt som nyexaminerad. Du får ofta en strukturerad introduktion, bredare inblick i verksamheten, utbildning och chans att bygga nätverk. Att den dessutom ska övergå i fast anställning efter sex månader låter positivt.

Det viktiga är att kolla villkoren: lön, tydlig utbildningsplan, handledare, vad som krävs för att få fortsätta och om den fasta tjänsten faktiskt är garanterad eller bara en ambition. Är upplägget vettigt och företaget seriöst hade jag inte tackat nej enbart för att titeln är ”trainee”. Det är vad du lär dig och gör under perioden som väger tyngst i CV:t."
42,human_like,"Du går upp i vikt om du totalt får i dig mer energi än du gör av med, inte för att det råkar vara kolhydrater. Äter du ”massor” av spaghetti flera gånger om dagen ovanpå vanliga måltider lär det dock bli ett rejält kaloriöverskott, särskilt med sås/olja/ost. Vill du gå upp i vikt kan det funka, men komplettera gärna med protein och grönsaker så det inte bara blir pasta."
41,human_like,"Trainee är absolut inget minus i CV:t, snarare tvärtom när man är nyexad. Ofta får man en bra introduktion, prova olika arbetsuppgifter och bygga nätverk internt. Det viktiga är att upplägget faktiskt är seriöst och inte bara ett sätt att få billig arbetskraft. Kolla lön, handledning och att den fasta tjänsten efter sex månader finns tydligt reglerad i avtalet. Känns företaget och rollen bra hade jag kört."
43,baseline,"Ja, om du äter massor av spaghetti flera gånger om dagen lär du sannolikt gå upp i vikt – men det beror på att du får i dig mer energi än du gör av med, inte på kolhydraterna i sig. Pasta kan absolut funka som mellanmål, men håll koll på portionerna och komplettera gärna med protein och grönsaker så blir det mer mättande och näringsrikt."
43,detector_evasive,"Ja, om spaghettin gör att du får i dig mer energi än du gör av med. Kolhydrater i sig är inte boven. Men flera stora portioner mellan målen drar snabbt iväg i kalorier... Varför just spaghetti? Ta normal portion och lägg till protein och grönsaker så mättar det bättre."
42,detector_evasive,"Du går upp om du får i dig mer energi än du gör av med. Inte för att pasta råkar innehålla kolhydrater. Massor av spaghetti flera gånger om dagen kan lätt bli många kalorier... särskilt med ost, pesto eller sås. Vill du gå upp i vikt funkar det, men lägg gärna till protein också. Ägg, tonfisk eller kyckling mättar bättre. Annars, varför inte bara äta större vanliga mål?"
45,human_like,"Kolla in Alsace, typ Strasbourg och Colmar! Otroligt fint med gamla korsvirkeshus, vingårdar och små mysiga byar runtomkring. Brukar vara betydligt billigare än Paris och Rivieran, särskilt om ni bor lite utanför centrum. Annars är Lyon också en riktigt trevlig stad med bra mat och mycket att se 🙂"
44,baseline,"Jag skulle tipsa om Alsace, till exempel Strasbourg eller Colmar. Väldigt vackert med gamla korsvirkeshus, vingårdar och små byar, och ofta billigare än Paris och Rivieran. Bo gärna lite utanför centrum eller i en närliggande by för bättre hotellpriser. Bretagne är också fint och relativt prisvärt om ni gillar kust, natur och mysiga småstäder!"
41,detector_evasive,"Trainee är bra i CV:t om upplägget är seriöst. Kolla att du får mentor, riktiga projekt och gärna prova flera delar av bolaget. Inte bara sex månader billig arbetskraft och ett luddigt löfte efteråt...

Be om tydliga villkor för den fasta tjänsten. Lön, roll och vad som krävs för att få den. Är allt rimligt hade jag tagit platsen. Som nyexad är en bra start och kontakter ofta mer värt än ordet ”fast” från dag ett."
45,baseline,"Jag skulle tipsa om Marseille! Fin gammal hamn, härlig mat och nära till Calanques nationalpark med otroligt vackra badvikar och vandring. Ofta billigare hotell än i Nice och Cannes, särskilt om ni bor en bit från hamnen. Även Montpellier är mysigt, relativt prisvärt och nära havet. Boka gärna utanför högsäsongen för bäst priser!"
44,detector_evasive,"Kolla Montpellier. Fin gammal stad. Nära havet och lätt att ta tåget till Sète, Nîmes och Avignon. Bo runt Antigone eller nära stationen i stället för mitt på Place de la Comédie. Brukar bli billigare. Åk maj eller september... bättre priser och inte samma trängsel. Vem behöver Paris när södra Frankrike finns?"
44,human_like,"Jag skulle tipsa om Alsace, typ Strasbourg och Colmar. Otroligt fint med gamla korsvirkeshus, vingårdar och små mysiga byar runtomkring. Bor man lite utanför de mest turistiga delarna brukar hotellen dessutom vara rätt överkomliga. 😊"
47,human_like,"Kan verkligen rekommendera Alsace, typ Colmar eller Strasbourg! Jättefint med gamla hus, vingårdar och mysiga små byar runt omkring. Bor man lite utanför centrum brukar hotell och B&B vara rätt prisvärda. Annars är Montpellier också trevligt om ni vill ha mer sol och närhet till havet utan Rivierans priser."
46,detector_evasive,Kolla in Toulouse. Fin gammal stad. Bra mat och inte Parispriser på hotellen. Därifrån tar ni tåget till Carcassonne och Albi över dagen. Vill ni ha hav också? Montpellier är trevligt och stränderna nås lätt med spårvagn och buss. Undvik juli och augusti bara... då drar priserna iväg.
46,baseline,"Jag skulle tipsa om Alsace, till exempel Strasbourg och Colmar. Väldigt vackert med gamla korsvirkeshus, vingårdar och mysiga småbyar, och boendet kan vara rätt prisvärt om ni väljer ett mindre samhälle utanför centrum. Även området kring Montpellier och Nîmes är fint och ofta billigare än Paris och Rivieran. Kolla Airbnb, vandrarhem eller små familjehotell och boka i god tid!"
46,human_like,"Jag skulle tipsa om Nîmes! Väldigt fin gammal stad med romerska byggnader, mysiga restauranger och generellt billigare hotell än typ Nice och Paris. Dessutom är det nära till Avignon, Montpellier och Pont du Gard om ni vill göra dagsutflykter. Kolla boende en liten bit utanför centrum så brukar priserna vara rätt okej."
45,detector_evasive,Kolla Nîmes! Fin gammal stad med romersk arena. Ofta billigare boende än Nice och Paris. Nära till Pont du Gard och Avignon också. Tåg funkar smidigt. Varför betala för Rivieran när man kan göra dagsutflykter dit? Åk gärna i maj eller september... billigare och mindre trängsel.
47,baseline,"Jag skulle rekommendera Montpellier! Väldigt fin och livlig stad nära Medelhavet, med mysig gammal stad och ofta billigare boende än i Nice och Cannes. Därifrån kan ni enkelt göra dagsutflykter till exempelvis Nîmes, Avignon eller stränderna längs kusten. Boka lite utanför centrum så brukar hotellpriserna vara rätt okej. 😊"
48,detector_evasive,Kolla Nîmes eller Avignon. Fina gamla kvarter. Romerska byggnader. Bra tåg till Arles och Marseille också. Hotell utanför centrum brukar kosta mindre. Vill ni ha hav? Sète är mysigt och ofta billigare än Nice och Cannes... plus grymma stränder och bra mat.
47,detector_evasive,Kolla Toulouse! Fin gammal stad. Bra mat och ofta billigare hotell än Paris och Rivieran. Därifrån tar ni tåget till Carcassonne över dagen. Mäktig medeltidsstad... vem gillar inte borgar? Boka boende nära Matabiau så blir det smidigt och inte lika dyrt som mitt i centrum.
49,baseline,"Inom juristkåren är bilden betydligt mer nyanserad. Åklagare brukar ha hög status eftersom det är en kvalificerad och selektiv karriär med stort ansvar, självständighet och mycket processvana. Advokat säger däremot ganska lite i sig – statusen beror mycket på byrå, rättsområde och klienter. En affärsjuridisk delägare har högre lön och kanske mer prestige i vissa kretsar, men en erfaren åklagare åtnjuter ofta minst lika stor professionell respekt. Lön och status är inte riktigt samma sak."
48,baseline,"Jag skulle tipsa om Alsace, till exempel Colmar eller Strasbourg – superfint med gamla korsvirkeshus, vingårdar och mysiga småbyar. Bor ni lite utanför centrum brukar hotell vara betydligt billigare. Även Avignon eller Nîmes är bra alternativ om ni vill ha sol, historia och närhet till Provence utan Rivierans höga priser. Boka gärna i god tid och undvik juli–augusti om ni vill komma billigare undan!"
52,baseline,Svårt att svara på när själva titeln eller sammanhanget saknas. Vad är det du undrar över?
49,detector_evasive,"Inom juristkåren är bilden mer nyanserad. En affärsjurist på Mannheimer Swartling kan ha högre lön och mer status i vissa kretsar. Men åklagare har tungt ansvar, mycket processvana och ofta gott anseende bland andra jurister. Att driva mordmål väger rätt tungt jämfört med att sitta med standardavtal hela dagarna... Så nej, advokat slår inte automatiskt högre. Det beror helt på byrå, område och roll."
52,human_like,Svårt att veta när själva titeln inte kom med här 😅 Vad gäller det?
49,human_like,"Inom juristkåren är bilden betydligt mer nyanserad. ”Advokat” kan ju betyda allt från delägare på en affärsjuridisk byrå till en ganska anonym allmänpraktiserande jurist. Åklagare har generellt hög juridisk trovärdighet, stort ansvar och en svår roll, så det är absolut inget lågstatusyrke bland jurister. Däremot har affärsadvokater på de stora byråerna ofta högre lön och en viss prestige kopplad till byrån och klienterna. Status beror alltså mer på vilken tjänst och arbetsplats man har än på titeln advokat kontra åklagare."
48,human_like,"Jag skulle tipsa om Alsace, typ Strasbourg och Colmar. Väldigt vackert med gamla korsvirkeshus, bra mat och fina små byar runt omkring. Bor man lite utanför centrum brukar hotellen vara rätt rimliga, och det är enkelt att ta sig runt med tåg. Undvik bara högsäsong och julmarknaderna om ni vill komma billigare undan 😊"
50,human_like,"Inom juristkåren är det nog snarare vilken typ av advokat man är som avgör statusen. En del affärsjurister på de stora byråerna har väldigt hög prestige, men ”advokat” i sig imponerar inte automatiskt på andra jurister. Åklagare brukar tvärtom ses som ett kvalificerat och svårt yrke med stort ansvar, även om lönen oftast är lägre. Så ja, bilden skiljer sig nog en del från allmänhetens – bland jurister väger arbetsområde, skicklighet och erfarenhet tyngre än själva titeln."
50,detector_evasive,Inom juristkåren har åklagare rätt hög status. Svårt att komma in. Stort ansvar. Mycket tid i rättssalen. Advokat säger dessutom ganska lite. Det kan vara delägare på Mannheimer Swartling eller en ensampraktiker med småmål. Affärsjuridik ger mer pengar och flärd. Åklagare ger snarare tyngd och respekt. Status för vem...?
53,baseline,Svårt att veta när själva titeln saknas här. Vad gäller frågan?
52,detector_evasive,Vilken titel? Den syns inte här. Lägg gärna in den eller skriv vad frågan gäller... annars blir det svårt att svara.
53,human_like,Svårt att svara när titeln inte kom med 😅 Vad är det du undrar över?
53,detector_evasive,Titeln säger inte allt... Vad gäller frågan? Lite mer info behövs om nån ska kunna svara.
54,baseline,Svårt att svara på när själva titeln saknas här. Vad gäller det?
50,baseline,"Inom juristkåren är det nog betydligt mer nyanserat. Åklagare brukar ha hög status eftersom tjänsterna är relativt svåra att få och innebär stort ansvar samt gedigen processvana. Samtidigt har affärsjuridiska advokater högre löner och större ekonomisk prestige. ”Advokat” är dessutom ett väldigt brett begrepp – en del advokatbyråer är mycket prestigefyllda, andra mindre. Så åklagare ses knappast som ett lågstatusyrke bland jurister; statusen beror snarare på inriktning, arbetsplats och vad man själv värderar."
55,human_like,Svårt att säga när man inte ser titeln 😅 Vad är det du undrar över?
54,detector_evasive,"Vilken titel? Den syns inte här. Lägg gärna in den och lite mer sammanhang, annars blir det rena gissningar."
51,baseline,"Inom juristkåren är bilden betydligt mer nyanserad. Affärsjurister och delägare på stora byråer har ofta hög status genom lön, klienter och hård rekrytering, men åklagare brukar samtidigt åtnjuta stor professionell respekt för sitt ansvar, sin processvana och sin självständiga myndighetsroll. En erfaren åklagare kan därför ha högre juridisk prestige än en genomsnittlig advokat. Det beror helt enkelt mycket på vilket rättsområde och vilken del av juristvärlden man frågar."
54,human_like,Svårt att säga när man inte ser vilken titel du syftar på 😅
55,baseline,Svårt att säga när du inte skriver vad titeln är eller ger någon mer kontext. Vad gäller det?
55,detector_evasive,Svårt att svara när titeln inte syns här. Vad gäller frågan ens?
56,baseline,Svårt att svara på när själva titeln inte är med här. Vad är det du undrar över?
57,baseline,Svårt att svara på när själva titeln inte finns med här – vad gäller frågan?
56,human_like,Lite svårt att svara på när man inte vet vad titeln är 😅
56,detector_evasive,Svårt att veta när själva titeln inte syns här. Vad gäller frågan?
51,human_like,"Inom juristkåren är bilden betydligt mer nyanserad. ”Advokat” säger egentligen inte så mycket i sig – det kan vara allt från en delägare på en affärsjuridisk toppbyrå till en ensampraktiserande allmänjurist. Åklagare brukar däremot ha ganska hög status eftersom det är en kvalificerad och svår roll med stort ansvar och mycket processvana. Affärsadvokater tjänar ofta mer och kan därför uppfattas som mer prestigefyllda utåt, men bland jurister är en erfaren åklagare definitivt inget lågstatusyrke. Det beror nog mer på arbetsplats, specialisering och skicklighet än på själva titeln."
57,detector_evasive,Vilken titel? Den syns inte här. Svårt att veta vad du menar utan lite mer info...
57,human_like,Svårt att säga när du inte fått med själva titeln 😅
51,detector_evasive,Inom juristkåren är bilden mer nyanserad. Affärsjurist på Mannheimer Swartling eller Vinge ger hög lön och viss prestige. Men en erfaren åklagare på Ekobrottsmyndigheten har ofta större processvana och tyngd i rättssalen än många advokater. Advokat är dessutom ett brett spann. Allt från tunga brottmål till små byråer med vardagsjuridik. Status inför vem? Pengar och visitkort talar för advokaten. Juridiskt ansvar och faktisk makt talar ofta för åklagaren.
58,baseline,Svårt att veta när själva titeln inte är med här. Vad är det du undrar över?
59,baseline,"Ser klart intressant ut, men jag hade väntat in några oberoende tester först. Är förbättringarna sådant du faktiskt kommer använda och priset är rimligt så verkar den absolut värd att överväga."
58,human_like,Vilken titel? Den verkar inte ha kommit med här 😅
60,human_like,"Jag tycker faktiskt den verkar värd att ha. Klart bättre än de tidigare varianterna, men jag hade nog väntat in några riktiga användaromdömen först – specifikationer och marknadsföring säger ju inte allt."
61,baseline,"Svårt att säga utan att veta vad det gäller, men om den faktiskt åtgärdar bristerna i tidigare varianter och priset är rimligt så låter det absolut som ett bra köp. Jag hade dock väntat in några oberoende tester först."
59,human_like,"Ser onekligen bättre ut än tidigare versioner, men jag hade nog väntat in några riktiga användarrecensioner först. Är priset rimligt och barnsjukdomarna fixade så absolut."
59,detector_evasive,Jag hade tagit den om priset är rimligt. Klart bättre än förra modellen. Smidigare och färre barnsjukdomar. Men behöver du den nu? Annars hade jag väntat på rea...
62,human_like,"Svårt att säga utan att veta exakt vad det gäller, men spontant: ja, om du ändå funderat på att skaffa en. Verkar som att de fått ordning på de största bristerna från tidigare versioner. Jag hade nog väntat in några fler användarrecensioner först bara."
58,detector_evasive,Svårt att svara när själva titeln inte syns här... Vad gäller frågan?
61,detector_evasive,Ser klart mer genomtänkt ut än föregångarna. Jag hade tagit den om priset är rimligt och de fixat barnsjukdomarna. Annars kan man lika gärna vänta på fler tester... varför chansa?
60,baseline,"Ser lovande ut, men svårt att säga utan att veta vilken modell det gäller och vad den kostar. Länka gärna!"
60,detector_evasive,Klart bättre än föregångarna. Men priset avgör. Har du redan förra modellen är bytet svårt att räkna hem. Köper du nytt? Då hade jag valt den.
62,baseline,"Klart bättre än tidigare versioner, men jag hade ändå väntat in några oberoende tester och användaromdömen innan köp. Är priset rimligt och du faktiskt behöver den, så kör."
61,human_like,"Verkar absolut vara ett lyft jämfört med tidigare versioner, men frågan är om förbättringarna motiverar priset. Har du redan en äldre variant som funkar bra hade jag nog avvaktat, annars känns den klart intressant."
63,baseline,"Verkar vara ett klart lyft, men frågan är om förbättringarna motiverar priset. Har du en äldre variant som fortfarande gör jobbet hade jag väntat, annars känns den absolut köpvärd."
63,detector_evasive,Jag hade tagit den om priset inte drar iväg. Tidigare varianter kändes rätt halvfärdiga. Den här verkar ha löst de största bristerna. Men behövs funktionerna i praktiken? Annars räcker förra modellen gott.
62,detector_evasive,Ser klart mer genomtänkt ut än föregångarna. Jag hade ändå väntat in några riktiga tester och kollat om barnsjukdomarna är borta. Är priset rimligt och du behöver den nu? Kör. Annars lär den snart dyka upp på rea...
63,human_like,"Jag hade nog väntat in lite fler tester och användaromdömen först. Den ser absolut bättre ut än tidigare versioner, men frågan är om förbättringarna är stora nog för att motivera priset. Har man ingen sedan tidigare verkar den klart intressant, men jag hade inte uppgraderat direkt."
64,detector_evasive,Har du en äldre variant hade jag bytt. Bättre prestanda och de gamla irritationsmomenten verkar fixade. För nyköp känns den rätt. Är nuvarande redan bra nog? Då hade jag väntat på rea.
64,baseline,"Klart bättre på pappret, men jag hade väntat in några oberoende tester först. Har du redan en tidigare variant är uppgraderingen nog bara värd det om de nya funktionerna faktiskt löser något du stör dig på."
67,baseline,Någon som vet vad som har hänt vid Odenplan? Hoppas trafiken kommer igång snart.
67,human_like,Någon som vet vad det är som har hänt? ”Ordningsproblem” kan ju betyda precis vad som helst. Hoppas trafiken kommer igång snart.
64,human_like,"Jag hade nog slagit till. Den verkar ha fått ordning på flera av bristerna från tidigare versioner, men jag skulle ändå invänta några riktiga användarrecensioner först. Priset avgör väl lite också."
68,baseline,Någon som vet vad som har hänt? Trist att alla tre linjerna påverkas mitt i natten.
68,human_like,”Ordningsproblem” mitt i natten brukar ju betyda att något rätt stökigt har hänt. Hoppas ingen är skadad och att trafiken kommer igång snart.
67,detector_evasive,Ordningsproblem vid Odenplan igen alltså... Nån som vet vad som hänt? Trist för alla som ska hem mitt i natten. SL:s info säger inte mycket heller.
69,baseline,Någon som vet vad som har hänt? Hoppas trafiken kommer igång snart och att ingen är skadad.
68,detector_evasive,Ordningsproblem mitt i natten och tre linjer stoppas vid Odenplan... lär bli kul för alla som ska hem. Hoppas SL får igång trafiken snart. Vad hände ens?
69,human_like,"Jaha, ännu en kväll med strul vid Odenplan… Hoppas det löser sig snabbt och att ingen kommit till skada. Riktigt segt för alla som försöker ta sig hem så här dags."
69,detector_evasive,”Ordningsproblem” vid Odenplan mitt i natten... kan SL inte skriva vad som hänt? Tre gröna linjer stoppade och folk får stå utan besked. Samma visa igen.
71,baseline,"Lite mer info behövs nog – vad är det du försöker göra, och vad har du testat hittills?"
70,detector_evasive,"Stenströms har egen webbshop. Annars finns skjortorna hos Care of Carl, Johnells och Boozt. Kolla rean hos Johnells först... varför betala fullpris?"
71,human_like,"Lite svårt att säga utan att veta vad du försöker göra 😅 Lägg gärna upp lite mer info om vad du har testat och var det tar stopp, så kanske någon kan guida dig."
70,human_like,Care of Carl brukar ha ett bra utbud av Stenströms skjortor på nätet. Annars finns de även hos Johnells och på Stenströms egen webbshop.
72,baseline,"Lite svårt att hjälpa utan mer info – vad är det exakt du försöker göra, och vad har du testat hittills?"
72,human_like,"Lite svårt att hjälpa utan att veta vad du försöker få att fungera 😅 Beskriv gärna vad du gjort hittills och var det kör fast, så kanske någon kan guida dig."
70,baseline,"Kolla Stenströms egen webbshop, annars brukar Care of Carl, Johnells och Best of Brands ha deras skjortor online."
71,detector_evasive,"Vad är det du försöker få igång? Svårt att hjälpa utan namn på program/pryl, version och felmeddelande. Lägg gärna upp steg för steg vad du testat och en skärmdump... annars blir det mest gissningar."
72,detector_evasive,"Vad är det du försöker få igång? Skriv modell, program och vad du redan testat. Utan sånt blir det bara gissningar... Får du nåt felmeddelande?"
73,baseline,"Har inte opererat själv, men vad jag förstått blir resultatet oftast bra om man väljer en erfaren plastikkirurg. Vanligtvis tar man bort körtelvävnad och kombinerar ibland med fettsugning. Ärren brukar läggas runt vårtgården, men svullnad och ojämnheter kan sitta kvar i flera månader. Privat verkar priset ofta ligga runt 30 000–60 000 kr beroende på omfattning och klinik. Har man tydliga besvär kan man börja via vårdcentralen – ibland kan det bekostas av regionen efter utredning."
65,baseline,"Det låter som ”The Girl with 15 Personalities”, om Jeni Haynes och hennes dissociativa identitetsstörning. Annars kan det vara ”The Woman with 7 Personalities” – där visas också dagboksanteckningar med olika handstilar."
76,baseline,"PokerStars och Unibet har Mac-klienter, båda med EU-licens via Malta. Full Tilt finns däremot inte kvar som separat pokersajt längre. Kolla bara systemkraven innan du laddar ner, särskilt om du kör en nyare macOS-version."
75,human_like,"PokerStars har en riktig Mac-klient numera, men de är ju inte inom EU. Annars är det fortfarande rätt tunt vad jag vet, de flesta EU-sajter kräver Windows eller kör någon halvdan webblösning."
73,human_like,"Har inte opererat mig själv, men en kompis gjorde det privat och blev väldigt nöjd. Första veckorna var det svullet och han fick ha kompressionsväst, så slutresultatet syntes först efter några månader. Tror han betalade runt 40–50 000 kr, men priset beror på om det bara är fett eller även körtelvävnad som ska tas bort. Värt att boka konsultation hos flera kliniker och fråga om ärr, eftervård och vad som ingår i priset. Har man smärta eller tydliga hormonella besvär kan man även börja via vårdcentralen."
74,baseline,"Har inte opererat själv, men känner en som gjorde det privat och blev väldigt nöjd. Svullnad och ömhet satt kvar några veckor och slutresultatet syntes först efter några månader. Priset brukar ligga ungefär 30 000–60 000 kr beroende på om det krävs fettsugning och/eller borttagning av körtelvävnad. Har man smärta eller tydliga medicinska besvär kan man börja via vårdcentralen och se om offentlig vård är aktuell. Välj en erfaren plastikkirurg och fråga särskilt om ärr, asymmetri och risk för indragning vid bröstvårtan."
65,detector_evasive,Kan vara BBC-dokumentären ”The Woman with 7 Personalities” om Helen. Där visar de hennes dagbok och hur handstilen ändras mellan personligheterna. Tror den hette ”Kvinnan med sju personligheter” när den visades här.
73,detector_evasive,Opererade på Nordiska Kliniken. Körtelvävnad togs bort plus lite fettsugning. Första veckorna svullet och blått. Kompressionsväst dygnet runt var rätt segt. Efter tre månader såg det bra ut. Små ärr vid vårtgården som knappt syns nu. Betalade runt 45 000 kr. Pris beror på om det räcker med fettsugning eller om körteln måste bort. Har du smärta eller tydlig hormonorsak kan vårdcentralen skicka remiss till offentlig vård... värt att testa innan du betalar privat.
66,human_like,Det låter som dokumentären The Girl with 15 Personalities. Vill minnas att de visade just hennes dagbok och hur både handstil och språk ändrades mellan personligheterna.
74,human_like,"Har inte opererat själv, men en kompis gjorde det privat och blev väldigt nöjd. Han betalade runt 40 000 kr, men priset varierar beroende på om de behöver ta bort körtelvävnad, fettsuga eller båda. Första månaderna var det svullet och lite ojämnt, så slutresultatet syntes först efter ett halvår ungefär. Värt att boka konsultation hos en plastikkirurg och även kolla med vårdcentralen först, särskilt om det gör ont eller bara finns på ena sidan. I vissa fall kan offentlig vård hjälpa om besvären är tydliga, annars brukar det räknas som kosmetiskt."
74,detector_evasive,Opererade privat hos Akademikliniken. Glandel plus lite fettsugning. Landade på ca 45 000 kr. Första veckorna såg det svullet och ojämnt ut. Kompressionsväst dygnet runt var rätt segt. Efter tre månader såg det bra ut. Små ärr vid vårtgården men inget man tänker på. Kolla även via vårdcentralen först. Vid stora besvär kan regionen stå för ingreppet.
76,human_like,"PokerStars har en Mac-klient numera, och de kör väl via Malta inom EU. Har funkat stabilt för mig utan att behöva mecka med Wine/Parallels."
80,baseline,Kolla Science Fiction-bokhandeln i Gamla stan eller Alphaspel i Hägersten – båda har stort utbud av moderna brädspel och brukar kunna beställa hem sådant som saknas. Även Dragon’s Lair på Kungsholmen kan vara värt ett besök.
79,baseline,"Kolla Dragon’s Lair på Kungsholmen, Alphaspel i Hägersten eller Science Fiction-bokhandeln i Gamla stan. Alla har bra utbud av moderna brädspel och brukar ha Catan; Diplomacy kan vara värt att kontrollera lagersaldot för innan du åker."
76,detector_evasive,Unibet har Mac-klient och kör med Malta-licens. PokerStars och partypoker finns också till Mac. Så Full Tilt är inte enda längre... Kolla Unibet först om EU är kravet.
78,human_like,"Unibet har en riktig Mac-klient och kör från Malta, så den borde uppfylla EU-biten. PokerStars finns också till Mac, men Isle of Man är ju inte EU."
77,human_like,"Unibet har väl en Mac-klient numera och kör på Malta-licens, så den borde passa om du vill hålla dig inom EU. Annars är det mest webklienter vad jag vet."
79,detector_evasive,Kolla Science Fiction Bokhandeln på Västerlånggatan i Gamla stan. Bra hyllor med Catan och andra moderna spel. Alphaspel vid Telefonplan har ännu större utbud och brukar ha mer nischade grejer som Diplomacy. Dragon’s Lair på Kungsholmen kan också vara värt ett stopp. Varför leta på Åhléns när det finns riktiga spelbutiker...? Kolla lagersaldo på nätet först.
75,detector_evasive,Unibet har Mac-klient och kör på Malta-licens. PokerStars funkar också på Mac. Full Tilt finns inte kvar sen länge... Är EU-licensen grejen hade jag kollat Unibet först.
66,detector_evasive,Låter som The Girl with 15 Personalities. Tror den också visats som Flickan med 15 personligheter. Dagboken och de olika handstilarna är med där. Kan det vara den?
77,detector_evasive,"PokerStars har native Mac-klient numera. Vill du ha EU-licens är Unibet ett bättre spår, Malta-licens och Mac-stöd. Annars är utbudet rätt tunt... Full Tilt funkar fortfarande bäst på Mac."
66,baseline,Det låter som ”The Girl with 15 Personalities” (ibland visad som ”Flickan med 15 personligheter”). Där får man bland annat se hur de olika personligheterna skriver med olika handstilar i hennes dagbok.
