row,condition,comment
60,baseline,"Beror ju helt på vad du ska ha den till, men spontant: om du ändå funderar på att köpa och den nya versionen faktiskt löser de största irritationsgrejerna från tidigare så är det väl ganska givet. Jag hade kollat två saker bara: 1) att den nya inte har nån “barnsjukdom” (kolla recensioner efter ett par månader, inte bara dag-ett-hypen) och 2) att priset inte är så pass högt att du får 90% av upplevelsen med förra modellen på rea. Men ja, är den klart bättre och du använder grejen ofta – kör."
71,baseline,"Japp, har varit där… men du måste ju skriva vad du försöker få att funka. 😅 Vilket program/pryl/tjänst gäller det, vad är målet, och vad händer när du testar (felmeddelande, fastnar var)? Släng gärna in versioner och vad du redan provat så kan folk faktiskt hjälpa – annars blir det bara gissningar."
66,baseline,"Det låter som dokumentären om Sybil (tjejen med ”multipla personligheter”) – där brukar de visa dagboksanteckningar som skiljer sig mellan personligheterna. Den finns i olika versioner (en tv-film/”dokumentär”-aktig grej och senare dokumentärer om fallet). Kolla om du menar ”Sybil” eller någon av dokumentärerna om Shirley Mason. Minns du om den var svensktextad på TV4/Kanal 5 typ, eller mer som en renodlad dokumentär?"
59,baseline,"Beror lite på vad du ska ha den till, men spontant: ja, om du ändå är i behov av den så känns det som en rätt given uppgradering. Den nya versionen verkar ha fixat flera av de gamla nackdelarna och presterar bättre på det mesta. Däremot hade jag inte bytt “bara för att” om den gamla redan funkar fint – men står du inför köp nu är det svårt att motivera att välja en äldre variant. Kolla bara att den passar ditt användningsområde och att barnsjukdomarna (om det är en helt ny revision) inte är ett problem."
68,baseline,"Jaha, då var det dags igen… “ordningsproblem” vid Odenplan mitt i natten och så står hela gröna 17/18/19 still. SL:s standardfras som kan betyda allt från bråk till nån som klivit ner på spåret. Hoppas de löser det snabbt, men man vet ju hur det brukar sluta – ersättningsbussar och kaos."
72,baseline,"Japp, men du måste nästan skriva vad det är du försöker få att funka och på vilken plattform. “Pillat runt i månader” säger tyvärr inget om var det skiter sig. Vad är det du gör, vilket steg fastnar du på, och får du nåt felmeddelande/logg? Släng upp lite detaljer (gärna skärmdump eller config) så kan folk faktiskt hjälpa."
49,baseline,"Nja, jag skulle säga att “statusen” ser rätt olika ut beroende på vem du frågar. Bland allmänheten är advokat ofta lika med kostym, stora pengar och kändismål, så det får automatiskt mer glamour. Inom juristkåren är bilden mer nyanserad: åklagare har ofta hög respekt för sin roll, sin processvana och att de faktiskt driver tung brottslighet och har mycket ansvar tidigt i karriären. Det är dessutom en tydlig statlig karriär med bra utbildningsväg och “intern kvalitetssäkring”, vilket många jurister värderar.

Sen ska man komma ihåg att “advokat” spänner från toppbyrå M&A till ensampraktik med familjemål och allt däremellan. En del advokater anses absolut ha hög status (särskilt affärsjuridik), men det är inte per automatik högre status än en erfaren kammaråklagare eller specialiståklagare – snarare olika typer av prestige. Och i vissa kretsar är det nästan tvärtom: åklagare ses som mer “på riktigt” juridiskt hantverk medan advokat kan vara mer business/sälj beroende på inriktning.

Så ja: utanför kåren mer advokatgloria, inom kåren mer blandat och mycket kopplat till inriktning, skicklighet och vad man själv tycker är “fint”."
64,baseline,"Beror lite på vad du ska använda den till, men spontant: ja, om du ändå funderar på att uppgradera. Om den här faktiskt löser de klassiska irritationsgrejerna från tidigare versioner (stabilitet/byggkvalitet/prestanda eller vad det nu är) så är det ofta värt det. Men jag hade kollat två saker innan: 1) barnsjukdomar i första batchen (läs trådar/recensioner efter nån månad) och 2) om priset är rimligt eller om du får 90% av upplevelsen med förra modellen på rea. Är skillnaden tydlig i praktiken och inte bara på pappret – kör. Annars, vänta in en prisdump."
58,baseline,"Alltså utan mer kontext är det ju lite omöjligt att säga varför. “Titeln säger allt” brukar tyvärr betyda att ingen fattar vad som menas. Släng in vad det gäller, vad du har testat och gärna nån felkod/skärmdump så kan folk gissa mindre och hjälpa mer."
65,baseline,"Låter som att du menar dokumentären om dissociativ identitetsstörning (”multipla personligheter”) – men det finns några olika som liknar det du beskriver. Kan det vara ”Sybil” (även om det egentligen är en dramafilm/miniserie och inte ren dokumentär) eller någon av BBC/Discovery-grejerna om DID där de visar dagboksanteckningar som skiftar mellan alters? Kommer du ihåg ungefär vilket land/kanal, språk (svenska/engelska), och om tjejen var barn/tonåring? Om du minns typ titel-ord eller årtal så är det mycket lättare att pricka rätt."
63,baseline,"Beror lite på vad du ska ha den till, men ja – om den nya versionen faktiskt fixar barnsjukdomarna och du ändå funderat på att uppgradera så känns det rätt självklart. Jag hade kollat två grejer först bara: 1) finns det några oberoende tester som visar att förbättringarna märks i praktiken och inte bara på pappret, och 2) hur ser priset ut jämfört med förra modellen/alternativ. Är prisskillnaden rimlig och recensionerna inte flaggar för nya problem så kör. Annars kan man ofta vinna på att vänta någon månad tills hype:n lagt sig och ev. buggar/uppdateringar kommit."
70,baseline,"Kolla typ Care of Carl, Boozt eller NK/Åhléns online – de brukar ha Stenströms. Annars kan du testa Stenströms egen webshop och söka på “undershirt”/“undertröja”, ibland ligger de lite gömda i sortimentet. Om det är just “bara under skjortor” du menar (alltså tunna undershirts) så har även Herrainspiration/Volt ibland liknande, men Stenströms kan vara slut ofta."
81,baseline,"Kolla in Science Fiction Bokhandeln i Gamla Stan, de brukar ha rätt bra utbud av brädspel (även lite mer “nischade” titlar). Annars är Alphaspel i Hägersten typ standardtipset om du vill ha riktigt mycket att välja på – värt resan om du är seriöst spelsugen. Sen har även Webhallen ibland brädspel, men mer varierande. Ring gärna innan om du är ute efter just Diplomacy, det kan vara lite hit or miss i butik."
75,baseline,"Det är tyvärr rätt skralt med “riktiga” Mac-klienter fortfarande. Full Tilt/Stars är typ de enda som haft vettig native-klient länge, resten kör ofta via browser/HTML5 eller så får man köra Wine/CrossOver/Parallels om man absolut vill ha en exe-klient. Inom EU är det dessutom extra segt pga licenser/geo-block, så även om en sajt “har Mac” kan den vara låst för oss. Kolla först om sajten du är sugen på har ny Mac-app på sin egen downloadsida (de uppdaterar sällan gamla forumtrådar), annars är det nog virtualisering som gäller."
83,baseline,"Kolla in Alphaspel (vid Odenplan) och Dragons Lair på Kungsholmen, de har oftast mycket brädspel och kan ta hem om något saknas. SF Bokhandeln (Gamla Stan) brukar också ha ett helt okej utbud av både klassiker och nördgrejer. Annars är det värt att kika på Science Fiction-/spelhyllorna i större Akademibokhandeln-butiker, men Alphaspel är nog säkrast om du är ute efter typ Diplomacy/Catan."
79,baseline,"Kolla in Alphaspel vid Medborgarplatsen på Söder, de har oftast bra utbud av “riktiga” brädspel (inkl. Catan och liknande) och brukar kunna beställa hem om något saknas. SF Bokhandeln (Gamla stan/City) har också en hel del brädspel numera. Annars är Webhallen ibland värd en chans, men det är lite mer hit or miss. Diplomacy kan vara knepig i butik, men Alphaspel/SF kan ofta fixa via beställning."
80,baseline,"Kolla in Sci-Fi Bokhandeln i Gamla stan, de brukar ha rätt bra utbud av brädspel (både klassiker och nischgrejer). Sen är Alphaspel i Högdalen typ “meckat” för brädspel/figurspel och har ofta mer än de vanliga kedjorna. Dragon’s Lair vid Odenplan (om den fortfarande är igång) har också haft en hel del. Annars är Webhallen/Adlibris ibland okej men mer mainstream – vill du ha Diplomacy och sånt är det oftast specialbutikerna som gäller."
84,baseline,"Kolla in Alphaspel (vid Odenplan, de har bra utbud och kan ofta beställa hem om nåt är slut) och SF-Bokhandeln i Gamla stan – där brukar det finnas både Catan och en hel del “tyngre” titlar. Science Fiction Bokhandeln i Kulturhuset kan också vara värd en sväng beroende på vad som finns inne. Annars är det värt att kika på Spelexperten (online, men ibland snabb leverans till Sthlm) om du inte måste köpa i fysisk butik."
82,baseline,"Kolla in Alphaspel (vid Odenplan) om du vill ha “riktiga” brädspel, de brukar ha både klassiker och lite smalare titlar. Science Fiction Bokhandeln i Gamla stan har också en hel del brädspel. Annars är Webhallen ibland oväntat bra på Catan m.m. om du kan tänka dig deras butik/lagershop. Hittar du inte exakt titel i hyllan, fråga personalen – de kan ofta plocka fram eller beställa hem snabbt."
77,baseline,"Kör själv Mac och det är rätt tunt med ”riktiga” nedladdningsklienter tyvärr. Full Tilt är/var ju en av få som hade native, annars är det mest webbklienter numera. Inom EU/EES: PokerStars har Mac-klient (om den funkar i ditt land beror på licens), även 888 hade/har Mac-stöd på sina skins ibland, men kvaliteten varierar. Annars är standardlösningen fortfarande Boot Camp/Parallels med Windows om du vill ha fler nätverk. Kolla också att sajten faktiskt erbjuder EU-licens (Malta/Estland osv) så du inte låser in dig."
78,baseline,"Tror tyvärr det är rätt tunt med “riktiga” nedladdningsklienter till Mac fortfarande, de flesta kör via webben numera. Full Tilt är väl klassikern som faktiskt hade en Mac-klient, men annars är det ofta Wine/Parallels/Boot Camp som gäller om man vill köra Windows-klienterna. Inom EU är det mest webbläsaralternativ (typ PokerStars/Party m.fl. har ju pushat webb/”light”-lösningar), så frågan är mer om du kan tänka dig webben eller om du måste ha en native klient? Vilken macOS-version sitter du på? Det brukar avgöra om nåt ens startar."
76,baseline,"Tror tyvärr inte det hänt så mycket på “riktig” Mac-klient-fronten senaste tiden. Full Tilt är väl den klassiska, men annars har många EU-sajter kört på Windowsklient + workaround (Wine/CrossOver) eller webbaserat. PokerStars hade ju Mac-stöd länge (om du inte redan kollat), annars är det mest att man får välja mellan webclient eller köra Parallels/Boot Camp om man vill ha stabilitet. EU-mässigt är det ju också licensdjungel beroende på var du bor, så “inom EU” blir lite olika från land till land. Vilket land sitter du i? Då är det lättare att säga vilka som faktiskt funkar med Mac utan krångel."
86,baseline,"Nja, känns mest som en symbolfråga som inte säger så mycket. En extremist som vill in har ju noll problem att rabbla “rätt” svar på en intervjufråga om Vilks, yttrandefrihet eller vad som helst. Samtidigt riskerar det att bli en lojalitetstest-grej där helt vanliga människor hamnar i kläm för att de inte ens vet vem Vilks var, eller kommer från länder där man lärt sig att hålla käften om politik för att överleva. Vill man screena säkerhetsrisker får man nog lägga krutet på bakgrundskontroller, nätverk, resvägar, eventuella kopplingar och faktisk hotbild – inte en enskild “gotcha”-fråga som mest blir forumpoäng."
88,baseline,"Lugnt, det är nästan aldrig nån fara. Härsken krydda betyder i praktiken att fettet/oljorna i kryddblandningen oxiderat, så det smakar och luktar skumt men är sällan “giftigt” i den mängd man råkar få i sig. Värsta som brukar hända är typ lite magknip/illamående om man är känslig.

Håll koll på hur du mår närmaste timmarna: får du kraftiga magsmärtor, upprepade kräkningar, feber, blod i avföringen eller blir allmänt kass på riktigt – ring 1177 för råd. Annars är det mest bara att dricka lite vatten och slänga kryddan så du slipper samma grej igen."
73,baseline,"Japp, jag hade gyno (mest körtel, lite fett) och opererade för ett par år sen. Resultatet blev faktiskt riktigt bra, bröstet blev platt och mycket “mer normalt” i t-shirt. Första veckorna var det svullet och lite ojämnt så man ska inte få panik direkt, det satte sig mer efter typ 2–3 månader och fortsatte förbättras upp mot ett halvår.

Priset beror en del på om det är bara fettsugning eller om de plockar körteln också (ofta gör de båda). Jag betalade runt 35–45k på privatklinik inkl konsultation/kompressionsväst (minns inte exakt), men jag har sett allt från typ 25k till 60k beroende på stad/klinik och hur “omfattande” det är.

Tips: gå på konsultation hos minst två olika, fråga specifikt om de tar bort körteln via snitt runt vårtgården, hur de hanterar risk för inbuktning/ojämnhet och vad som ingår i priset (återbesök, ev korrigering). Om du har tydliga besvär kan det ibland gå via regionen, men det verkar variera massor och kötiderna kan vara sega."
85,baseline,"Alltså jag fattar hur du tänker, men det där känns mer som symbolpolitik än en vettig kontrollfråga. Lars Vilks är dessutom en så laddad markör att du mest kommer få inövade “rätta svar” eller missförstånd (många har ju knappt koll). Ska man göra säkerhetsprövning får man väl titta på faktiska kopplingar, beteenden och bakgrund, inte åsiktsfrågor om en enskild konstnär. Och var drar man gränsen sen – ska de tycka “rätt” om Muhammedkarikatyrer, koranbränningar, rondellhundar osv? Bättre att fråga generellt om syn på yttrandefrihet, våld och demokratiska värderingar, och sen följa upp med riktiga kontroller. Så ja, lite dum fråga som den är formulerad, även om intentionen är begriplig."
95,baseline,"Tror tyvärr den är borta ur sortimentet, har sett flera som letat utan att hitta. Ibland dyker den upp som “tillfällig vara” på typ Willys/ICA Maxi, men annars verkar den ha utgått. Kolla med butikens kundtjänst så kan de se i systemet om den ens går att beställa längre."
93,baseline,"Japp, den finns kvar vad jag vet, men den verkar ha blivit sjukt svår att få tag på. Har sett den sporadiskt på typ ICA Maxi/Coop Forum ibland, men den är ofta slutsåld eller så har de plockat bort den ur standardsortimentet. Tips: kolla “beställningsvaror”/be personalen söka i deras system eller testa Willys/Hemköp lite utanför stan – där har jag haft mest tur."
74,baseline,"Jag hade gynekomasti sen tonåren och gjorde operation för ett par år sen. Resultatet blev faktiskt riktigt bra, brösten försvann helt och det blev plattare än jag vågade hoppas på. Första veckorna var det svullet och lite “konstigt” runt vårtgården, men efter några månader började det se naturligt ut. Har kvar en minimal ojämnhet om jag spänner/bränner, men inget som stör.

Kostnad beror mycket på om det är “bara fett” (liposuction) eller riktig körtel som måste bort, och var man gör det. Privat fick jag offert på typ 30–45k, landade runt 38k inkl. kompressionsväst och återbesök. Har hört allt från 25k upp mot 60k beroende på klinik och omfattning. Via landstinget kan det gå men då ska det ofta vara uttalat och ge mycket besvär + att man måste ha utretts hormonellt först, och väntetiderna kan vara långa.

Tips: kolla att de gör ordentlig undersökning (ultraljud ibland), att kirurgen pratar om körtel vs fett, och räkna med att bära väst 4–6 veckor. Och ta före/efter-bilder på klinikens egna fall, inte bara “perfekta” marknadsbilder."
94,baseline,"Tror tyvärr den är utgången/ersatt i sortimentet. Jag har också jagat den i evigheter utan att se den i vanliga butiker längre. Kolla om den finns kvar hos tillverkaren eller på typ Willys/Hemköp online (ibland dyker den upp där), annars är nog enda chansen småbutiker med gammalt lager eller typ Mathem om de har restnoterat."
96,baseline,"Tror tyvärr den är utgången/utplockad ur sortimentet. Jag har också jagat den i evigheter utan napp, och flera butiker har sagt att leverantören slutat. Kolla om den finns via någon “hitta vara”-funktion (typ ICA/Coop/Willys) eller fråga kundtjänst – ibland dyker den upp som säsongsvara eller i någon enstaka butik, men annars är det nog kört."
87,baseline,"Alltså, jag fattar hur du tänker, men det där är nog en rätt kass ”testfråga” i praktiken. Dels blir det lätt en symbolfråga som bara mäter om personen kan läsa av vad som förväntas och säga rätt sak i intervjun. Dels är det rätt tveksamt att göra asylprövning till nån slags åsiktskontroll kring en specifik svensk konstnär – många nyanlända har ju knappt koll på vem Vilks är, och det säger inte automatiskt nåt om deras värderingar.

Vill man screena för extremism så är det bättre med riktiga bakgrundskontroller, samkörning av info, koll på nätverk/resor, ev. säkerhetsintervjuer när det finns indikationer – inte en ”gotcha”-fråga som folk kan memorera svar på. Sen är det klart att man ska kunna ställa frågor om syn på våld, demokrati, hot mot meningsmotståndare osv, men att hänga upp det på just Lars Vilks känns mest som att det kommer skapa brus och rättsosäkerhet."
92,baseline,Tror tyvärr den är utgången eller åtminstone sjukt svår att få tag på numera. Har också spanat i flera kedjor utan att se den på länge. Kolla om den finns listad på tillverkarens hemsida och mejla kundtjänst – ibland kan de säga om den bara är tillfälligt borta eller om den lagts ner helt. Ibland dyker den upp i “utländska hyllan” eller på Willys/City Gross lite random också.
97,baseline,"Japp, den finns kvar vad jag vet, men den verkar vara mer ”säsongsvara” nu än förr. Jag har sett den sporadiskt på ICA Maxi/Coop Forum, ofta lite undangömd eller bara i vissa butiker. Tips: kolla butikens webbshop/lagerstatus eller fråga i kassan så kan de ibland ta hem den. Ibland dyker den också upp i storpack/”importhyllan” beroende på vad det nu är du jagar."
90,baseline,"Lugnt, det vanligaste är bara att det smakar skit och eventuellt lite magknip/illamående om du är känslig. Härsket fett i kryddor är inte direkt “giftigt” i små mängder, mer att det kan irritera magen. Håll koll på hur du mår ett dygn: blir du kraftigt illamående, får kräkningar/diarré som inte ger sig, feber eller starka magsmärtor så ring 1177. Annars: drick lite vatten, ät som vanligt och släng burken."
98,baseline,"Japp, den finns kvar vad jag vet, men den verkar dyka upp mer sporadiskt nu. Har sett den ibland på Willys/City Gross och någon enstaka gång på ICA Maxi, men “vanliga” ICA/Coop har typ slutat ta in den. Tips: kolla även i storpack-/importhyllan eller fråga personalen om de kan ta hem den – ibland går den att beställa även om den inte står i hyllan. Jag letade också hur länge som helst innan den plötsligt fanns igen."
91,baseline,"Lugnt, “härsken” krydda är oftast mer en smak-/luktgrej än livsfarligt. Om den smakat unket/fettigt kan du i värsta fall få lite magknip, illamående eller skum mage, men för de flesta går det över av sig självt. Håll koll på hur du mår kommande timmar/dygn, drick lite vatten och ta det lugnt med maten om magen känns konstig. Skulle du få kraftiga symptom (ihållande kräkningar/diarré, feber, blod i avföring, ordentlig buksmärta eller bli riktigt medtagen) så är det 1177/vårdcentral som gäller. Annars: släng burken och gå vidare."
89,baseline,"Alltså, oftast händer det typ… inget mer än att magen kan bli lite sur. Härsken krydda betyder ju att fettet/oljorna i blandningen oxiderat, så smaken blir kass och man kan må illa, få magknip eller lite diarré om man har otur. Men det är sällan “farligt” i den meningen att du blir förgiftad om du inte tryckt i dig mängder eller om det också var mögel/konstiga klumpar/lukt av gammal källare.

Håll koll på symtom bara: illamående, kräkningar, diarré, feber. Blir du riktigt dålig, får blod i avföring/kräkning, hög feber eller om det inte går över på ett dygn-ish → ring 1177 och kolla läget. Annars: drick vatten, ta det lugnt med mat ett tag och släng kryddan."
99,baseline,"Tror tyvärr den är utgången/discontinued. Jag har också spanat i typ Ica/Coop/Willys och aldrig sett den på länge. Kolla om de kan ta hem via beställningssortimentet eller fråga tillverkaren direkt, men känns som den försvunnit ur hyllorna tyvärr."
